method,index_variance,index_std,nonzero_weights,max_weight,effective_features
equal,78.78676513424371,8.876190913575694,21,0.047619047619047616,21.000000000000007
critic,143.7961162015901,11.991501832614217,21,0.08623854608819785,16.487549331485233
max_variance,1121.3017324828784,33.48584376244502,1,1.0,1.0
max_variance_capped,450.435965005833,21.223476741708296,5,0.2,4.999999999999999
