ticker,education_name,matched_name,method,score
MBNK,Иссопов Эдуард Александрович,Иссопов Эдуард Александрович,exact,100.0
MDMG,Калугин Сергей Борисович,Калугин Сергей Борисович,exact,100.0
MDMG,Кудимов Юрий Александрович,Кудимов Юрий Александрович,exact,100.0
MDMG,Курцер Марк Аркадьевич,Курцер Марк Аркадьевич,exact,100.0
MDMG,Лукина Татьяна Борисовна,Лукина Татьяна Борисовна,exact,100.0
MDMG,Меклер Владимир Александрович,Меклер Владимир Александрович,exact,100.0
MDMG,Устименко Виталий Александрович,Устименко Виталий Александрович,exact,100.0
MGNT,Андрей Юрьевич Бодров,Andrey Bodrov,core_exact,100.0
MGNT,Анна Николаевна Боброва,Bobrova Anna Nikolayevna,core_exact,100.0
MGNT,Анна Юрьевна Мелешина,Meleshina Anna Yurievna,core_exact,100.0
MGNT,Дмитрий Анатольевич Иванов,Dmitry Ivanov,core_exact,100.0
MGNT,Евгений Сергеевич Случевский,,unmatched,0.0
MGNT,Илья Игоревич Соколов,Ilya Igorevich Sokolov,exact,100.0
MGNT,Маргарита Викторовна Витихович,Vitikhovich M. Viktorovna,fuzzy,85.71428571428572
MGNT,Наталья Анатольевна Дуличенко,Dulichenko Natalia Anatoliyevna,core_exact,100.0
MGNT,Сергей Юрьевич Буйлов,Buylov Sergey Yurievich,fuzzy,92.3076923076923
MGNT,Юрий Мисник,Yuri Misnik,exact,100.0
MGTSP,Александр Сергеевич Дмитриев,Александр Сергеевич Дмитриев,exact,100.0
MGTSP,Альберт Тимурович Гильманов,Альберт Тимурович Гильманов,exact,100.0
MGTSP,Виктор Леонидович Белов,Виктор Леонидович Белов,exact,100.0
MGTSP,Дмитрий Николаевич Рылов,Дмитрий Николаевич Рылов,exact,100.0
MGTSP,Инеса Галактионова,Инеса Галактионова,exact,100.0
MGTSP,Ирина Владимировна Карева,Ирина Владимировна Карева,exact,100.0
MGTSP,Лариса Владимировна Бодягина,Лариса Владимировна Бодягина,exact,100.0
MGTSP,Роман Валерьевич Райков,Роман Валерьевич Райков,exact,100.0
MOEX,Aleksandr Mikhailovich Kamenskiy,Aleksandr Mikhailovich Kamenskiy,exact,100.0
MOEX,Aleksandr Vadimovich Izosimov,Aleksandr Vadimovich Izosimov,exact,100.0
MOEX,Andrei Selyuk,Andrei Selyuk,exact,100.0
MOEX,Andrey Burilov,Andrey Burilov,exact,100.0
MOEX,Anton Vladimirovich Terentiev,Anton Vladimirovich Terentiev,exact,100.0
MOEX,Bella Zlatkis,Bella Zlatkis,exact,100.0
MOEX,Dmitry Shcheglov,Dmitry Shcheglov,exact,100.0
MOEX,Olga Vyacheslavovna Melentyeva,Olga Vyacheslavovna Melentyeva,exact,100.0
MOEX,Paul Anne F Bodart,Paul Anne F Bodart,exact,100.0
MOEX,Ramón Morales Adarraga,Ramón Morales Adarraga,exact,100.0
MOEX,Sergey Anatolyevich Shvetsov,Sergey Anatolyevich Shvetsov,exact,100.0
MOEX,Sergey Lykov,Sergey Lykov,exact,100.0
MOEX,Valery Pavlovich Goreglyad,Valery Pavlovich Goreglyad,exact,100.0
MOEX,Yuriy Denisov,Yuriy Denisov,exact,100.0
MRKC,Алёшин Артём Геннадьевич,Artem Gennadievich Aleshin,core_exact,100.0
MRKC,Варварин Александр Викторович,Aleksander Viktorovich Varvarin,exact,100.0
MRKC,Головцов Александр Викторович,Alexander Viktorovich Golovtsov,exact,100.0
MRKC,Зархин Виталий Юрьевич,Vitaly Yuryevich Zarkhin,core_exact,100.0
MRKC,Земсков Андрей Юрьевич,Andrey Yuryevich Zemskov,core_exact,100.0
MRKC,Казаков Александр Иванович,Alexander Ivanovich Kazakov,exact,100.0
MRKC,Логаткин Андрей Вячеславович,Andrey Logatkin,core_exact,100.0
MRKC,Маковский Игорь Владимирович,Igor Vladimirovich Makovsky,fuzzy,88.88888888888889
MRKC,Романовская Лариса Анатольевна,Larisa Anatolyevna Romanovskaya,fuzzy,94.73684210526316
MRKC,Саух Максим Михайлович,Maxim Mikhailovich Saukh,exact,100.0
MRKC,Терников Сергей Александрович,Sergey Aleksandrovich Ternikov,exact,100.0
MRKC,Чевкин Дмитрий Александрович,Dmitry Alexandrovich Chevkin,core_exact,100.0
MRKC,Шаркова Юлия Эдуардовна,Yuliya Sharkova,core_exact,100.0
MRKC,Шевчук Александр Викторович,Aleksander V. Shevchuk,unique_name_subset,100.0
MRKP,Андрей Владимирович Морозов,Andrey Vladimirovich Morozov,exact,100.0
MRKP,Виталий Юрьевич Зархин,Vitaly Yuryevich Zarkhin,core_exact,100.0
MRKP,Игорь Владимирович Маковский,Igor Vladimirovich Makovsky,fuzzy,88.88888888888889
MRKP,Олег Романович Федоров,Oleg Romanovich Fedorov,exact,100.0
MRKP,Сергей Александрович Терников,Alexandrovich T. Sergey,reviewed_alias,100.0
MRKP,Сергей Владимирович Хлусов,Sergey Vladimirovich Khlusov,exact,100.0
MRKU,Александр Викторович Шевчук,Александр Викторович Шевчук,exact,100.0
MRKU,Алексей Александрович Полинов,Алексей Александрович Полинов,exact,100.0
MRKU,Алексей Владимирович Санин,Алексей Владимирович Санин,exact,100.0
MRKU,Алексей Вячеславович Коптев,Алексей Вячеславович Коптев,exact,100.0
MRKU,Владимир Александрович Рябушев,Владимир Александрович Рябушев,exact,100.0
MRKU,Даниил Владимирович Краинский,Даниил Владимирович Краинский,exact,100.0
MRKU,Дмитрий Александрович Воденников,Дмитрий Александрович Воденников,exact,100.0
MRKU,Елена Викторовна Андреева,Елена Викторовна Андреева,exact,100.0
MRKU,Карина Владимировна Дашко,Карина Владимировна Дашко,exact,100.0
MRKU,Марина Александровна Лаврова,Марина Александровна Лаврова,exact,100.0
MRKU,Мария Геннадьевна Тихонова,Мария Геннадьевна Тихонова,exact,100.0
MRKU,Михаил Александрович Бычко,Михаил Александрович Бычко,exact,100.0
MRKU,Ольга Вячеславовна Очередько,Ольга Вячеславовна Очередько,exact,100.0
MRKU,Павел Валерьевич Родин,Павел Валерьевич Родин,exact,100.0
MRKU,Сергей Владимирович Попов,Сергей Владимирович Попов,exact,100.0
MRKV,Aleksander V. Shevchuk / Шевчук Александр Викторович,Aleksander V. Shevchuk,exact,100.0
MRKV,Aleksey Molskiy / Мольский Алексей Валерьевич,Aleksey Molskiy,exact,100.0
MRKV,Alexander Golovtsov / Головцов Александр Викторович,Alexander Golovtsov,exact,100.0
MRKV,Alexander Ilyich Gavrilov / Гаврилов Александр Ильич,Alexander Ilyich Gavrilov,exact,100.0
MRKV,Alexander Ivanovich Kazakov / Казаков Александр Иванович,Alexander Ivanovich Kazakov,exact,100.0
MRKV,Andrey P. Tulba / Тулба Андрей Петрович,Andrey P. Tulba,exact,100.0
MRKV,Dmitriy Lvovich Zaretsky / Зарецкий Дмитрий Львович,Dmitriy Lvovich Zaretsky,exact,100.0
MRKV,Irina Yurievna Puchkova / Пучкова Ирина Юрьевна,Irina Yurievna Puchkova,exact,100.0
MRKV,Konstantin Valeryevich Kravchenko / Кравченко Константин Валерьевич,Konstantin Valeryevich Kravchenko,exact,100.0
MRKV,Leonid Yuryevich Akimov / Акимов Леонид Юрьевич,Leonid Yuryevich Akimov,exact,100.0
MRKV,Maria Tikhonova / Тихонова Мария Геннадьевна,Maria Tikhonova,exact,100.0
MRKV,Oleg Grigoryevich Pavlov / Павлов Олег Григорьевич,Oleg Grigoryevich Pavlov,exact,100.0
MRKV,Yulia Gennadyevna Burtseva / Бурцева Юлия Геннадьевна,Yulia Gennadyevna Burtseva,exact,100.0
MRKV,Yuri Goncharov / Гончаров Юрий Владимирович,Yuri Goncharov,exact,100.0
MRKZ,Александр Викторович Шевчук,Александр Викторович Шевчук,exact,100.0
MRKZ,Александр Юрьевич Корнеев,Александр Юрьевич Корнеев,exact,100.0
MRKZ,Алексей Александрович Полинов,Алексей Александрович Полинов,exact,100.0
MRKZ,Андрей Владимирович Морозов,Андрей Владимирович Морозов,exact,100.0
MRKZ,Анна Владимировна Изотова,Анна Владимировна Изотова,exact,100.0
MRKZ,Артем Геннадьевич Алешин,Артем Геннадьевич Алешин,exact,100.0
MRKZ,Василий Васильевич Вычегжанин,Василий Васильевич Вычегжанин,exact,100.0
MRKZ,Владимир Вячеславович Харитонов,Владимир Вячеславович Харитонов,exact,100.0
MRKZ,Вячеслав Юрьевич Торсунов,Вячеслав Юрьевич Торсунов,exact,100.0
MRKZ,Денис Владимирович Ягодка,Денис Владимирович Ягодка,exact,100.0
MRKZ,Карина Андреевна Аганова,Карина Андреевна Аганова,exact,100.0
MRKZ,Мария Геннадьевна Тихонова,Мария Геннадьевна Тихонова,exact,100.0
MRKZ,Олег Романович Федоров,Олег Романович Федоров,exact,100.0
MRKZ,Светлана Валерьевна Филатова,Светлана Валерьевна Филатова,exact,100.0
MRKZ,Сергей Владимирович Климов,Сергей Владимирович Климов,exact,100.0
MRKZ,Сергей Сергеевич Пикин,Сергей Сергеевич Пикин,exact,100.0
MSNG,Александр Александрович Бутко,Aleksandr Aleksandrovich Butko,exact,100.0
MSNG,Александр Алексеевич Афанасьев,Alexander Alekseevich Afanasiev,fuzzy,97.2972972972973
MSNG,Анна Александровна Ефимова,Anna Alexandrovna Efimova,core_exact,100.0
MSNG,Денис Владимирович Федоров,Denis Fedorov,core_exact,100.0
MSNG,Денис Сергеевич Ворончихин,Denis Sergeyevich Voronchikhin,core_exact,100.0
MSNG,Елена Владимировна Михайлова,Elena Mikhailova,core_exact,100.0
MSNG,Елена Юрьевна Новенькова,Elena Yuryevna Novenkova,core_exact,100.0
MSNG,Иванников Александр Сергеевич,Aleksandr Sergeevich Ivannikov,exact,100.0
MSNG,Комиссаров Константин Васильевич,Konstantin Vasilyevich Komissarov,core_exact,100.0
MSNG,Маркелов Виталий Анатольевич,Vitaly Markelov,core_exact,100.0
MSNG,Сухов Геннадий Николаевич,Gennady Sukhov,core_exact,100.0
MSNG,Табельский Андрей Николаевич,Andrey Nikolaevich Tabelskiy,fuzzy,93.75
MSNG,Хорев Андрей Викторович,Andrey Viktorovich Khorev,exact,100.0
MSNG,Шацкий Павел Олегович,Pavel Olegovich Shatsky,fuzzy,88.88888888888889
MSRS,Александр Михайлович Пятигор,,unmatched,0.0
MSRS,Алексей Викторович Нуждов,Aleksey Viktorovich Nuzhdov,exact,100.0
MSRS,Анатолий Анатольевич Гавриленко,Anatoliy Gavrilenko,core_exact,100.0
MSRS,Владимир Юрьевич Мясников,Vladimir Yurievich Myasnikov,fuzzy,94.44444444444444
MSRS,Всеволод Евгеньевич Иванов,Vsevolod Evgenyevich Ivanov,core_exact,100.0
MSRS,Гасан Гизбуллагович Гасангаджиев,Gasan Gizbullagovich Gasangadzhiev,exact,100.0
MSRS,Евгений Ильич Логовинский,Yevgeniy Logovinskiy,fuzzy,94.73684210526316
MSRS,Ирина Алёхина,Irina Alekhina,exact,100.0
MSRS,Лариса Анатольевна Романовская,Larisa Anatolyevna Romanovskaya,fuzzy,94.73684210526316
MSRS,Лилия Ивановна Шелест,Lilia Ivanovna Shelest,fuzzy,96.2962962962963
MSRS,Ольга Андреевна Сергеева,Olga Andreevna Sergeeva,exact,100.0
MSRS,Петр Алексеевич Синютин,Peter Alekseevich Sinyutin,fuzzy,92.3076923076923
MSRS,Сергей Александрович Никитин,Sergey Alexandrovich Nikitin,core_exact,100.0
MSRS,Сергей Валентинович Грищенко,Sergey Valentinovich Grischenko,fuzzy,97.14285714285714
MSRS,Юрий Владимирович Гончаров,Yuri Goncharov,core_exact,100.0
MTLR,Алексей Лукашов,Alexey Lukashov,exact,100.0
MTLR,Войткус Дмитрий Сергеевич,Dmitry S. Voytkus,fuzzy,87.5
MTLR,Коржов Олег Викторович,,unmatched,0.0
MTLR,Лебедев Алексей Викторович,Alexey Viktorovich Lebedev,exact,100.0
MTLR,Силаева Екатерина Александровна,Ekaterina Silayeva,fuzzy,97.14285714285714
MTLR,Хафизов Игорь Валерьевич,Igor Valeryevich Khafizov,core_exact,100.0
MTSS,Алексей Андреевич Катунин / Alexey Katunin,Alexey Katunin,exact,100.0
MTSS,Артем Иванович Засурский / Artem I. Zassoursky,Artem I. Zassoursky,exact,100.0
MTSS,Валентин Борисович Юмашев / Valentin Borisovich Yumashev,Valentin Yumashev,core_exact,100.0
MTSS,Вячеслав Константинович Николаев / Vyacheslav Konstantinovich Nikolayev,Vyacheslav Nikolayev,core_exact,100.0
MTSS,Надя Шурабура / Nadia Shouraboura,Nadia Shouraboura,exact,100.0
MTSS,Павел Алексеевич Воронин / Pavel Voronin,Pavel Voronin,exact,100.0
MTSS,Пол Берриман / Paul Berriman,Paul Berriman,exact,100.0
MTSS,Полина Угрюмова / Polina Ugryumova,Polina Ugryumova,exact,100.0
MTSS,Регина Дагмар Бенедикта фон Флемминг / Regina von Flemming,Regina von Flemming,exact,100.0
MTSS,Руслан Султанович Ибрагимов / Ruslan Sultanovich Ibragimov,Ruslan Sultanovich Ibragimov,exact,100.0
MVID,Анатолий Викторович Мохов,Анатолий Викторович Мохов,exact,100.0
MVID,Андрей Скачек,Андрей Скачек,exact,100.0
MVID,Билан Абдурахимович Ужахов,Билан Абдурахимович Ужахов,exact,100.0
MVID,Владислав Сергеевич Бакальчук,Владислав Сергеевич Бакальчук,exact,100.0
MVID,Владислав Ушаков,Владислав Ушаков,exact,100.0
MVID,Денис Владимирович Голышев,Денис Владимирович Голышев,exact,100.0
MVID,Дмитрий Игоревич Пылев,Дмитрий Игоревич Пылев,exact,100.0
MVID,Евгений Александрович Щепелин,Евгений Александрович Щепелин,exact,100.0
MVID,Екатерина Ярина,Екатерина Ярина,exact,100.0
MVID,Йоханнес Мария Толай,Йоханнес Мария Толай,exact,100.0
MVID,Карен Ашрафян,Карен Ашрафян,exact,100.0
MVID,Роман Стенцель / Roman Stenzel,Роман Стенцель / Roman Stenzel,exact,100.0
MVID,Сергей Ануфриев,Сергей Ануфриев,exact,100.0
MVID,Степан Борисович Кузнецов,Степан Борисович Кузнецов,exact,100.0
MVID,Феликс Григорьевич Либ,Феликс Григорьевич Либ,exact,100.0
NKHP,Aleksey Vladimirovich Chemerichko / Чемеричко Алексей Владимирович,Aleksey Vladimirovich Chemerichko,exact,100.0
NKHP,Ivan Akhmedovich Chepovoy / Чеповой Иван Ахмедович,Ivan Akhmedovich Chepovoy,exact,100.0
NKHP,Ksenia Bolomatova / Боломатова Ксения Николаевна,Ksenia Bolomatova,exact,100.0
NKHP,Maxim Gruzinov / Грузинов Максим Юрьевич,Maxim Gruzinov,exact,100.0
NKHP,Oleg Soldatenkov / Солдатенков Олег Владимирович,Oleg Soldatenkov,exact,100.0
NKHP,Olga Vladimirovna Vodzinskaya / Водзинская Ольга Владимировна,Olga Vladimirovna Vodzinskaya,exact,100.0
NKHP,Roman Kron / Крон Роман Александрович,Roman Kron,exact,100.0
NKHP,Ryashit Akzhigitov / Акжигитов Ряшит Исхакович,Ryashit Akzhigitov,exact,100.0
NKHP,Yevgeniy Sutchenko / likely Сутченко Евгений Олегович,Yevgeniy Sutchenko,exact,100.0
NKHP,Yuriy Alekseevich Medvedev / Медведев Юрий Алексеевич,Yuriy Alekseevich Medvedev,exact,100.0
NKNC,Александр Анатольевич Петров,Александр Анатольевич Петров,exact,100.0
NKNC,Артур Гиззатуллин,Артур Гиззатуллин,exact,100.0
NKNC,Василий Петрович Номоконов,Василий Петрович Номоконов,exact,100.0
NKNC,Дарья Юрьевна Борисова,Дарья Юрьевна Борисова,exact,100.0
NKNC,Денис Владимирович Голенков,Денис Владимирович Голенков,exact,100.0
NKNC,Игорь Георгиевич Климов,Игорь Георгиевич Климов,exact,100.0
NKNC,Марат Инилович Фаляхов,Марат Инилович Фаляхов,exact,100.0
NKNC,Марина Владимировна Медведева,Марина Владимировна Медведева,exact,100.0
NKNC,Олег Иванович Макаров,Олег Иванович Макаров,exact,100.0
NKNC,Петр Орлов,Петр Орлов,exact,100.0
NKNC,Сергей Викторович Гринько,Сергей Викторович Гринько,exact,100.0
NKNC,Сергей Николаевич Лукичев,Сергей Николаевич Лукичев,exact,100.0
NLMK,Ben de Vos,Ben de Vos,exact,100.0
NLMK,Dmitry Kholkin,Dmitry Kholkin,exact,100.0
NLMK,Irene Spitzberg,Irene Spitzberg,exact,100.0
NLMK,Joachim Otto Jacob Limberg,Joachim Otto Jacob Limberg,exact,100.0
NLMK,Nikolai Alexeevich Gagarin,Nikolai Alexeevich Gagarin,exact,100.0
NLMK,Nikolay Ivanov,Nikolay Ivanov,exact,100.0
NLMK,Oleg Bagrin,Oleg Bagrin,exact,100.0
NLMK,Sergey Karataev,Sergey Karataev,exact,100.0
NLMK,Stanislav Shekshnia,Stanislav Shekshnia,exact,100.0
NLMK,Thomas Veraszto,Veraszto M. Thomas,unique_name_subset,100.0
NLMK,Vladimir Lisin,Vladimir Lisin,exact,100.0
NMTP,Киреев Сергей Георгиевич,Киреев Сергей Георгиевич,exact,100.0
NMTP,Ларин Вадим Михайлович,Ларин Вадим Михайлович,exact,100.0
NMTP,Леписткин Владимир Викторович,Леписткин Владимир Викторович,exact,100.0
NMTP,Шабанов Тимур Кайсерович,Шабанов Тимур Кайсерович,exact,100.0
NVTK,Акимов Андрей Игоревич,Андрей Акимов,core_exact,100.0
NVTK,Гайда Ирина Вернеровна,Ирина Гайда,core_exact,100.0
NVTK,Крюков Валерий Анатольевич,Валерий Крюков,core_exact,100.0
NVTK,Михельсон Леонид Викторович,Михельсон Леонид Викторович,exact,100.0
NVTK,Наталенко Александр Егорович,Александр Наталенко,core_exact,100.0
NVTK,Нестеренко Виктор Геннадьевич,Виктор Нестеренко,core_exact,100.0
NVTK,Орел Алексей Владимирович,Алексей Орел,core_exact,100.0
NVTK,Феодосьев Лев Владимирович,Лев Феодосьев,core_exact,100.0
NVTK,Эммануэль Киде,Эммануэль Кид,fuzzy,96.0
OGKB,Абдуллин Роман Эдуардович,Абдуллин Роман Эдуардович,exact,100.0
OGKB,Бикмурзин Альберт Фяритович,Бикмурзин Альберт Фяритович,exact,100.0
OGKB,Дмитриев Андрей Игоревич,Дмитриев Андрей Игоревич,exact,100.0
OGKB,Зайцев Сергей Артурович,Зайцев Сергей Артурович,exact,100.0
OGKB,Земляной Евгений Николаевич,Земляной Евгений Николаевич,exact,100.0
OGKB,Коробкина Ирина Юрьевна,Коробкина Ирина Юрьевна,exact,100.0
OGKB,Куликов Денис Викторович,Куликов Денис Викторович,exact,100.0
OGKB,Пятницев Валерий Геннадьевич,Пятницев Валерий Геннадьевич,exact,100.0
OGKB,Рогалев Николай Дмитриевич,Рогалев Николай Дмитриевич,exact,100.0
OGKB,Рогов Александр Владимирович,Рогов Александр Владимирович,exact,100.0
OGKB,Семиколенов Артем Викторович,Семиколенов Артем Викторович,exact,100.0
OGKB,Шацкий Павел Олегович,Шацкий Павел Олегович,exact,100.0
OKEY,BORIS VOLCHEK / Борис Волчек,BORIS VOLCHEK,exact,100.0
OKEY,DMITRIY KORZHEV / Дмитрий Коржев,DMITRIY KORZHEV,exact,100.0
OKEY,DMITRIY TROITSKIY / Дмитрий Троицкий,DMITRIY TROITSKIY,exact,100.0
OKEY,ILYA ILIN / Илья Ильин,ILYA ILIN,exact,100.0
OKEY,KONSTANTIN ARABIDIS / Константин Арабидис,KONSTANTIN ARABIDIS,exact,100.0
OKEY,Андрей Кришнев / Andrey Krishnev,Андрей Кришнев,exact,100.0
OZON,Герасимов Игорь Владиславович,Герасимов Игорь Владиславович,exact,100.0
OZPH,Анатолий Хавкин,Анатолий Хавкин,exact,100.0
OZPH,Андрей Горшков,Андрей Горшков,exact,100.0
OZPH,Артем Бездухов,Артем Бездухов,exact,100.0
OZPH,Базов Антон,Базов Антон,exact,100.0
OZPH,Галина Кремер,Галина Кремер,exact,100.0
OZPH,Дилшод Абдурасулов,Дилшод Абдурасулов,exact,100.0
OZPH,Дмитрий Коваленко,Дмитрий Коваленко,exact,100.0
OZPH,Евгения Тетерина,Евгения Тетерина,exact,100.0
OZPH,Мария Ульянова,Мария Ульянова,exact,100.0
OZPH,Наталья Андреева,Наталья Андреева,exact,100.0
OZPH,Олег Эдуардович Минаков,Олег Эдуардович Минаков,exact,100.0
OZPH,Ольга Ларина,Ольга Ларина,exact,100.0
OZPH,Павел Алексенко,Павел Алексенко,exact,100.0
OZPH,Павел Грядунов,Павел Грядунов,exact,100.0
OZPH,Рустем Терегулов,Рустем Терегулов,exact,100.0
OZPH,Сергей Тахиев,Сергей Тахиев,exact,100.0
PHOR,Абрашитов Андрей Юрьевич,Абрашитов Андрей Юрьевич,exact,100.0
PHOR,Вовк Андрей Михайлович,Вовк Андрей Михайлович,exact,100.0
PHOR,Гильгенберг Александр Александрович,Гильгенберг Александр Александрович,exact,100.0
PHOR,Грибков Алексей Борисович,Грибков Алексей Борисович,exact,100.0
PHOR,Давыденко Владимир Васильевич,Давыденко Владимир Васильевич,exact,100.0
PHOR,Иванов Алексей Юрьевич,Иванов Алексей Юрьевич,exact,100.0
PHOR,Круговых Юрий Николаевич,Круговых Юрий Николаевич,exact,100.0
PHOR,Левин Борис Владимирович,Левин Борис Владимирович,exact,100.0
PHOR,Лобанов Сергей Андреевич,Лобанов Сергей Андреевич,exact,100.0
PHOR,Николаев Антон Анатольевич,Николаев Антон Анатольевич,exact,100.0
PHOR,Новиков Денис Федорович,Новиков Денис Федорович,exact,100.0
PHOR,Пронин Сергей Александрович,Пронин Сергей Александрович,exact,100.0
PHOR,Рыбников Михаил Константинович,,unmatched,0.0
PHOR,Селезнев Александр Евгеньевич,Селезнев Александр Евгеньевич,exact,100.0
PHOR,Сиротенко Алексей Александрович,Сиротенко Алексей Александрович,exact,100.0
PHOR,Стеркин Михаил Владимирович,Стеркин Михаил Владимирович,exact,100.0
PHOR,Федоров Валерий Иванович,Федоров Валерий Иванович,exact,100.0
PHOR,Шарабайко Александр Федорович,Шарабайко Александр Федорович,exact,100.0
PIKK,Алексей Александрович Карпенко,Алексей Карпенко,core_exact,100.0
PIKK,Алексей Бланин,Алексей Бланин,exact,100.0
PIKK,Владимир Валерьевич Заболотский,Владимир Заболоцкий,core_exact,100.0
PIKK,Грегор Уильям Моват,Грегор Уильям Моват,exact,100.0
PIKK,Джулиан Майкл Симмондс,Джулиан М. Симмондс,fuzzy,90.47619047619048
PIKK,Дмитрий Тимофеев,Дмитрий Тимофеев,exact,100.0
PIKK,Ерванд Оникович Карапетян,Ерванд Карапетян,core_exact,100.0
PIKK,Зумруд Хандадашевна Рустамова,Зумруд Рустамова,core_exact,100.0
PIKK,Иван Николаевич Поландов,Иван Поландов,core_exact,100.0
PIKK,Илья Владиславович Юферев,Илья Юферев,core_exact,100.0
PIKK,Илья Михайлович Баландин,Илья Баландин,core_exact,100.0
PIKK,Кирилл Викторович Таченников,Кирилл Таченников,core_exact,100.0
PIKK,Сергей Владимирович Мруз,Сергей Мруз,core_exact,100.0
PIKK,Сергей Эдуардович Гордеев,Сергей Гордеев,core_exact,100.0
PIKK,Юрий Ильин,Юрий Ильин,exact,100.0
PLZL,Алексей Александрович Востоков,Алексей Востоков,core_exact,100.0
PLZL,Андрей Александрович Скорочкин,Андрей Скорочкин,core_exact,100.0
PLZL,Владимир Анатольевич Полин,Владимир Полин,core_exact,100.0
PLZL,Дмитрий Николаевич Оленьков,Дмитрий Оленьков,core_exact,100.0
PLZL,Михаил Валерьевич Гордин,Михаил Гордин,core_exact,100.0
POLY,Evgueni Konovalenko,Evgueni Konovalenko,exact,100.0
POLY,HE Abdulsalam Al Murshidi,HE Abdulsalam Al Murshidi,exact,100.0
POLY,Janat Berdalina,Janat Berdalina,exact,100.0
POLY,Omar Bahram,Omar Bahram,exact,100.0
POLY,Pascale Jeannin Perez,Pascale Jeannin Perez,exact,100.0
POLY,Richard Sharko,Richard Sharko,exact,100.0
POLY,Steven Dashevsky,Steven Dashevsky,exact,100.0
POLY,Vitaly Nesis,Vitaly Nesis,exact,100.0
POSI,Алексей Вячеславович Андреев,Алексей Вячеславович Андреев,exact,100.0
POSI,Андрей Игоревич Кузин,Андрей Игоревич Кузин,exact,100.0
POSI,Даниил Александрович Рыбак,Даниил Александрович Рыбак,exact,100.0
POSI,Денис Иванович Кораблев,Денис Иванович Кораблев,exact,100.0
POSI,Денис Сергеевич Баранов,Денис Сергеевич Баранов,exact,100.0
POSI,Дмитрий Владимирович Пухов,Дмитрий Владимирович Пухов,exact,100.0
POSI,Евгений Вячеславович Киреев,Евгений Вячеславович Киреев,exact,100.0
POSI,Карина Суреновна Саркисян,Карина Суреновна Саркисян,exact,100.0
POSI,Максим Георгиевич Филиппов,Максим Георгиевич Филиппов,exact,100.0
PRMD,Александр Игоревич Ефремов,Александр Игоревич Ефремов,exact,100.0
PRMD,Деян Йованович,Деян Йованович,exact,100.0
PRMD,Игорь Вениаминович Маев,Игорь Маев,core_exact,100.0
PRMD,Кира Яковлевна Заславская,Кира Заславская,core_exact,100.0
PRMD,Кирилл Юрьевич Рубинский,Кирилл Рубинский,core_exact,100.0
PRMD,Михаил Игоревич Малиновский,Михаил Малиновский,core_exact,100.0
PRMD,Петр Александрович Белый,Пётр Белый,core_exact,100.0
PRMD,Юрий Федорович Литвищенко,Юрий Литвищенко,core_exact,100.0
PRMD,Юрий Юрьевич Троянкин,Юрий Троянкин,core_exact,100.0
QIWI,Alexey Sergeevich Mashchenkov / Алексей Мащенков,,unmatched,0.0
RASP,Александр Владимирович Фролов,Александр Фролов,core_exact,100.0
RASP,Алексей Александрович Иванов,Алексей Иванов,core_exact,100.0
RASP,Андрей Владимирович Давыдов,Андрей Давыдов,core_exact,100.0
RASP,Владимир Федорович Мельниченко,Владимир Федорович Мельниченко,exact,100.0
RASP,Игорь Вадимович Богачев,Игорь Богачев,core_exact,100.0
RASP,Марат Михайлович Атнашев,Марат Атнашев,core_exact,100.0
RASP,Николай Владимирович Иванов,Николай Иванов,core_exact,100.0
RASP,Ольга Александровна Покровская,Ольга Покровская,core_exact,100.0
RASP,Регина Дагмар Бенедикта фон Флемминг,Регина Фон Флемминг,unique_name_subset,100.0
RASP,Эрик Хью Джон Стойлл,Эрик Стойлл,unique_name_subset,100.0
RENI,Гадлиба Юлия Олеговна,Гадлиба Юлия Олеговна,exact,100.0
RKKE,Борисов Юрий Иванович,Юрий Иванович Борисов,exact,100.0
RKKE,Быков Александр Иванович,Александр Иванович Быков,exact,100.0
RKKE,Мальцев Игорь Евгеньевич,Мальцев Игорь Евгеньевич,exact,100.0
RKKE,Никифоров Никита Юрьевич,Никита Юрьевич Никифоров,exact,100.0
RKKE,Озар Игорь Яковлевич,Игорь Яковлевич Озар,exact,100.0
RKKE,Погосян Михаил Асланович,Михаил Асланович Погосян,exact,100.0
RKKE,Романов Константин Владимирович,Константин Владимирович Романов,exact,100.0
RKKE,Суворов Павел Анатольевич,Павел Анатольевич Суворов,exact,100.0
RKKE,Федоров Александр Сергеевич,Александр Сергеевич Федоров,exact,100.0
RKKE,Форсов Георгий Львович,Георгий Львович Форсов,exact,100.0
RNFT,Дерех Андрей Михайлович,Andrey Derekh,core_exact,100.0
RNFT,Карпенко Сергей Анатольевич,Sergei Karpenko,core_exact,100.0
RNFT,Кирдода Игорь Иванович,Igor Ivanovich Kirdoda,exact,100.0
RNFT,Кузьменков Алексей Александрович,Aleksey Kuzmenkov,core_exact,100.0
RNFT,Мартынов Виктор Георгиевич,Viktor Martynov,core_exact,100.0
RNFT,Пицюра Евгений Владимирович,Evgeny Pitsyura,fuzzy,93.75
RNFT,Прозоровская Ольга Евгеньевна,Olga Prozorovskaya,fuzzy,94.44444444444444
RNFT,Романов Дмитрий Вячеславович,Dmitry Romanov,core_exact,100.0
RNFT,Сидский Николай Алексеевич,Sidsky Nikolay Alekseevich,fuzzy,89.65517241379311
