ticker,name,yandex_count,is_ceo,source_positions,media_score
VTBR,Лукьяненко Валерий Васильевич,556.0,False,Заместитель Президента – Председателя Правления Банка ВТБ (ПАО); член Правления,54.91705620336413
MRKZ,Вячеслав Юрьевич Торсунов,554.0,True,"Генеральный директор, председатель правления, член совета директоров",54.885811989481326
HNFG,Коршунова Анна Сергеевна,553.0,False,Член СД,54.870147635202215
PHOR,Федоров Валерий Иванович,553.0,False,заместитель генерального директора; советник генерального директора,54.870147635202215
ENPG,Фокина Жанна Сергеевна,552.0,False,Член СД,54.85445498035798
GAZP,Михаленко Вячеслав Александрович,552.0,False,Член Правления,54.85445498035798
UPRO,Попов Игорь Викторович,550.0,False,Заместитель Генерального директора по производству ПАО «Юнипро»; член Правления,54.82298435863462
SGZH,Mikhail Mileshin,549.0,False,Sales & Marketing,54.80720618518847
DELI,Меликян Артур Борисович,548.0,False,Член СД,54.791399298035046
TATN,Халимов Рустам Хамисович,548.0,False,Член Совета директоров (избран 27.06.2024),54.791399298035046
SELG,Mitroshin Vadim Sergeevich,548.0,False,Investor Relations Contact,54.791399298035046
YDEX,Алексей Яковицкий,545.0,False,Независимый директор,54.743805304467365
KAZT,Кудрявцев Виктор Петрович,540.0,False,Член СД,54.663897821910425
VSEH,Агранович Мария,538.0,False,Директор департамента развития собственных торговых марок ООО «ВсеИнструменты.ру»,54.63172785145615
WUSH,Чуйко Дмитрий Владимирович,536.0,True,Член Совета директоров ПАО «ВУШ Холдинг»; генеральный директор ПАО «ВУШ Холдинг»; основатель Whoosh,54.5994382897587
FESH,Иванов Петр Валерьевич,535.0,False,Президент,54.58324838368529
GEMC,Яновский Андрей Владимирович,535.0,True,"CEO, член СД",54.58324838368529
TRMK,Пьянков Борис Григорьевич,532.0,False,Технический директор ПАО «ТМК»,54.5344968127062
PIKK,Джулиан М. Симмондс,528.0,False,независимый член совета директоров,54.46906612971056
AKRN,Беликов Игорь Вячеславович,527.0,False,Член СД,54.45263115395826
VKCO,Антонова Ульяна,525.0,False,Член Совета директоров МКПАО «ВК»; неисполнительный директор,54.41966761498841
VSEH,Школлер Роман Александрович,523.0,False,Член Совета директоров ПАО «ВИ.ру»; независимый директор; председатель Комитета по аудиту; член Комитета по вознаграждениям и номинациям,54.38657850032886
OGKB,Пятницев Валерий Геннадьевич,521.0,False,независимый,54.35336284955018
OGKB,Дмитриев Андрей Игоревич,520.0,False,неисполнительный,54.336707269962204
VTBR,Еременко Руслан Юрьевич,518.0,False,Член Правления Банка ВТБ (ПАО) с марта 2024 года; руководитель Департамента регионального корпоративного бизнеса – старший вице-президент,54.30329998995792
HNFG,Золотарева Светлана Сергеевна,516.0,False,Член СД,54.269763723996704
TATN,Нурмухаметов Рафаиль Саитович,515.0,False,Член Совета директоров (избран 27.06.2024),54.2529469092689
VTBR,Сидоренко Валерий Валерьевич,515.0,False,Член Наблюдательного совета Банка ВТБ (ПАО); неисполнительный директор,54.2529469092689
MRKZ,Сергей Владимирович Климов,512.0,False,"Заместитель генерального директора по капитальному строительству и инвестиционной деятельности, член правления",54.202300222951926
ABIO,Масюк Сергей Владимирович,512.0,True,CEO,54.202300222951926
ENPG,Погосбеков Давид Дешенович,511.0,False,Директор по коммерции,54.18535215495305
LSNGP,Протасов Станислав Дмитриевич,510.0,False,Член СД,54.1683709528803
SVCB,Braverman Anatoly Aleksandrovich,510.0,False,Director/Board Member,54.1683709528803
AFLT,Чиханчин Андрей Юрьевич,509.0,False,Первый зам. ген. дир. по коммерции и финансам,54.15135648692328
BELU,Крачковский Александр Борисович,506.0,False,Член СД,54.10011219614128
TGKB,Серова Ольга Викторовна,506.0,False,Правление: член Правления; заместитель генерального директора по энергосбытовой деятельности (с 01.08.2024),54.10011219614128
ALRS,Дяченко Сергей Николаевич,502.0,False,Член СД,54.03131277035123
MRKZ,Светлана Валерьевна Филатова,501.0,False,"Член правления, заместитель генерального директора по развитию и реализации услуг",54.01402742714685
T,Татьяна Борисовна Кузнецова,501.0,False,Director/Board Member,54.01402742714685
TATN,Аглиуллин Фаниль Анварович,501.0,False,Член Совета директоров (избран 27.06.2024),54.01402742714685
DELI,Лойко Михаил,500.0,False,CFO,53.9967076166351
KAZT,Шульженко Юрий Григорьевич,496.0,False,Член СД,53.92708093443349
VKCO,Азаренко Елена,496.0,False,Управляющий директор VK,53.92708093443349
TRNFP,Скворцов Вячеслав Михайлович,496.0,False,Член Правления ПАО «Транснефть»; вице-президент по безопасности,53.92708093443349
RNFT,Dmitry Romanov,495.0,False,Director/Board Member,53.90958670476602
ELFV,Юзефович Елена Константиновна,494.0,False,Руководитель подразделения внутреннего контроля и управления рисками,53.89205716885933
EUTR,Сафонов Олег Петрович,493.0,False,Член СД,53.874492183917575
VTBR,Кулик Вадим Валерьевич,492.0,False,Заместитель Президента – Председателя Правления Банка ВТБ (ПАО); руководитель технологического блока,53.85689160627681
ENPG,Малевинская Анна Александровна,490.0,False,CFO,53.82158309386002
VTBR,Норов Эркин Рахматович,490.0,False,Член Правления Банка ВТБ (ПАО),53.82158309386002
MOEX,Andrei Selyuk,489.0,False,Director of Finance/CFO,53.803874867352015
RKKE,Мальцев Игорь Евгеньевич,487.0,True,Генеральный директор,53.76834973769254
SOFL,Владислав Котусов,486.0,False,Исполнительный директор,53.75053253740676
VKCO,Гордин Михаил,484.0,False,Член Совета директоров МКПАО «ВК»; неисполнительный директор,53.7147881162064
SVCB,Pavel Barchugov,482.0,False,Corporate Officer/Principal,53.67889599036671
AQUA,Александров Владимир Валерьевич,481.0,False,Член СД,53.66089415574958
VKCO,Попов Петр,479.0,False,Вице-президент по рекламным технологиям VK,53.624778169854125
AQUA,Благирев Алексей Павлович,473.0,False,Член СД,53.515520350723754
MSNG,Aleksandr Sergeevich Ivannikov,473.0,False,Director/Board Member,53.515520350723754
SVCB,Dmitry Vladimirovich Gusev,473.0,False,Director/Board Member,53.515520350723754
VKCO,Сиренко Ирина,472.0,False,Вице-президент по связям с государственными органами VK,53.49717634793159
HEAD,Байцур Антон Григорьевич,471.0,False,Член СД,53.47879352182415
LSNGP,Казаев Владимир Александрович,470.0,False,Член СД,53.46037170772123
TGKB,Данилов Иван Александрович,468.0,False,Член Совета директоров (избран 11.06.2024),53.423410451548946
PIKK,Владимир Заболоцкий,467.0,False,член совета директоров; финансовый директор,53.404870674833134
ABIO,Киселев Сергей Львович,467.0,False,Член СД,53.404870674833134
SBER,Oleg Yuryevich Tsvetkov,461.0,False,Corporate Secretary,53.29279322182191
TGKB,Земляной Евгений Николаевич,460.0,False,Член Совета директоров (избран 11.06.2024),53.27397223483998
GEMC,Тронин Андрей Владимирович,458.0,False,Член СД,53.23620747059414
PHOR,Селезнев Александр Евгеньевич,453.0,False,руководитель аппарата генерального директора,53.141070899625156
TGKB,Корниенко Андрей Владимирович,453.0,False,Правление: член Правления; начальник управления корпоративной защиты (с 14.10.2024); и. о. директора по безопасности и режиму (до 13.10.2024),53.141070899625156
GLTR,Руслан Изатов,453.0,False,Член СД,53.141070899625156
VSMO,Трифонов Дмитрий Валериевич,452.0,True,Член Совета директоров ПАО «Корпорация ВСМПО-АВИСМА»; генеральный директор,53.12191789937572
PIKK,Грегор Уильям Моват,450.0,False,независимый член совета директоров,53.08348473006075
VSMO,Варфоломеев Владислав Игоревич,446.0,False,Исполняющий обязанности заместителя генерального директора по экономике и финансам; директор по экономике и корпоративным финансам,53.00610442235162
VKCO,Хуснояров Фарит,445.0,False,Вице-президент по развитию мессенджера VK,52.98665115085254
KAZT,Рачин Константин Геннадьевич,445.0,False,Член СД,52.98665115085254
TRNFP,Король Борис Михайлович,445.0,False,Член Правления ПАО «Транснефть»; вице-президент по управлению персоналом и административно-хозяйственной деятельности,52.98665115085254
KAZT,Рыбкин Дмитрий Васильевич,443.0,False,Член СД,52.94761341280967
T,Артём Игоревич Лебедев,442.0,False,Director/Board Member,52.92802855198977
RKKE,Михаил Асланович Погосян,442.0,False,член совета директоров,52.92802855198977
KAZT,Аникушин Сергей Александрович,440.0,False,Член СД,52.888725851022876
PHOR,Сиротенко Алексей Александрович,437.0,False,член Правления; заместитель генерального директора по корпоративным и правовым вопросам; директор по правовым вопросам,52.829436323246064
OGKB,Абдуллин Роман Эдуардович,437.0,False,неисполнительный,52.829436323246064
UPRO,Деркач Николай Николаевич,436.0,False,Директор филиала «Сургутская ГРЭС-2» ПАО «Юнипро»,52.809582869816914
POSI,Дмитрий Владимирович Пухов,435.0,False,член совета директоров,52.78968393306412
NMTP,Леписткин Владимир Викторович,433.0,False,Заместитель генерального директора по безопасности - начальник управления безопасности,52.74974877262968
BELU,Гукасян Мелине Генриковна,431.0,False,Член СД,52.709629153524986
LSRG,Волчецкая Галина Александровна,429.0,False,Член СД,52.66932336382746
SPBE,Aleksey Dmitriyevich Skorodumov,429.0,False,Director/Board Member,52.66932336382746
PHOR,Шарабайко Александр Федорович,427.0,False,заместитель генерального директора по финансам и международным проектам,52.628829667671376
MRKU,Александр Викторович Шевчук,426.0,False,"Член совета директоров, независимый директор",52.60851180555619
AKRN,Колосовский Андрей Леонидович,424.0,False,Член СД,52.56773294148184
PHOR,Давыденко Владимир Васильевич,423.0,False,"директор по техническому развитию, капитальному строительству и ремонтам",52.547271490102766
VTBR,Пьянов Дмитрий Васильевич,421.0,False,Первый заместитель Президента – Председателя Правления Банка ВТБ (ПАО); куратор финансовой и административно-хозяйственной функций и интеграции финансовых активов,52.5062034131527
PHOR,Левин Борис Владимирович,420.0,False,директор по научно-технологическим партнёрствам; советник генерального директора,52.48559632853158
SFIN,Aleksandr Myakenkiy,417.0,False,Director/Board Member,52.42348010127211
ROSN,Petr Lazarev,413.0,False,Director of Finance/CFO,52.33996136073248
TATN,Сюбаев Нурислам Зинатулович,412.0,False,Член Совета директоров (избран 27.06.2024),52.31895558968782
DIAS,Клишина Екатерина Александровна,410.0,False,Руководитель подразделения внутреннего аудита,52.27679103070466
MGTSP,Альберт Тимурович Гильманов,409.0,True,генеральный директор,52.25563174595662
TATN,Сорокин Валерий Юрьевич,408.0,False,Член Совета директоров (избран 27.06.2024),52.23442079013226
HNFG,Саркисян Акоп Гургенович,407.0,False,Член СД,52.21315791025163
VSMO,Шелков Михаил Евгеньевич,405.0,False,Заместитель председателя Совета директоров ПАО «Корпорация ВСМПО-АВИСМА»,52.17047535707132
VSMO,Бабин Владимир Семенович,405.0,False,Исполняющий обязанности исполнительного директора АВИСМА,52.17047535707132
MGNT,Buylov Sergey Yurievich,404.0,False,Director/Board Member,52.14905516842605
MVID,Карен Ашрафян,403.0,False,Директор по развитию маркетплейса,52.12758202499603
ZAYM,Заводсков Андрей Дмитриевич,402.0,False,"член Совета директоров, заместитель генерального директора",52.106055664303575
IVAT,Манойло Андрей Федорович,401.0,False,Член СД,52.084475821914715
HYDR,Панин Виктор Евгеньевич,400.0,False,Член СД,52.062842231419566
MRKU,Алексей Владимирович Санин,397.0,False,"Заместитель генерального директора по правовому и корпоративному управлению, член правления",51.99761627714393
GAZP,Россеев Михаил Николаевич,395.0,False,Член Правления,51.95385859218767
TATN,Мухамадеев Рустам Набиуллович,395.0,False,Executive Committee (MarketScreener): директор по персоналу / Human Resources Officer,51.95385859218767
SFIN,Protas Alexander Nikolaevich,395.0,False,Director/Board Member,51.95385859218767
PLZL,Дмитрий Оленьков,395.0,False,независимый член совета директоров; заместитель директора департамента листинга и первичного рынка; советник генерального директора по работе с эмитентами,51.95385859218767
RUAL,Alexander Popov,395.0,False,Director of Finance/CFO,51.95385859218767
TGKA,Максимова Антонина Николаевна,389.0,False,Executive Committee: контакт по работе с инвесторами (Investor Relations Contact),51.821247129391686
PHOR,Лобанов Сергей Андреевич,389.0,True,генеральный директор,51.821247129391686
PHOR,Стеркин Михаил Владимирович,389.0,False,заместитель генерального директора по маркетингу,51.821247129391686
ELFV,Седова Жанна Игоревна,389.0,False,Член Правления,51.821247129391686
DIAS,Таскаева Татьяна Петровна,388.0,False,Руководитель по работе с инвесторами и акционерами,51.79894703474538
SELG,Valeriy Kondratyev,388.0,False,Director/Board Member,51.79894703474538
ABIO,Богуславский Дмитрий Эдгардович,385.0,False,Член СД,51.73170116007506
POSI,Денис Сергеевич Баранов,385.0,False,член совета директоров,51.73170116007506
MAGN,Рашникова Ольга Викторовна,384.0,False,Член СД,51.709169676380476
ALRS,Жондоров Валерий Алексеевич,383.0,False,Член СД,51.68657959318248
HEAD,Григорьев Дмитрий Константинович,383.0,False,Член СД,51.68657959318248
AKRN,Швалюк Валерий Петрович,383.0,False,Член СД,51.68657959318248
MRKV,Alexander Ivanovich Kazakov,382.0,False,Director/Board Member,51.66393060487687
TGKB,Васильев Олег Юрьевич,381.0,False,Правление: член Правления (до 10.08.2024); технический директор (до 08.2024),51.64122240346259
VKCO,Кириенко Владимир Сергеевич,381.0,True,Генеральный директор группы VK,51.64122240346259
EUTR,Мартышов Игорь Юрьевич,378.0,False,Председатель СД,51.57273940407314
MRKZ,Александр Юрьевич Корнеев,376.0,False,Член совета директоров,51.526782248745235
SELG,Yun Viktor Borisovich,375.0,False,Director/Board Member,51.50371216322091
TTLK,Сотов Денис Игоревич,372.0,False,Член Совета директоров и Комитета по аудиту Совета директоров ПАО «Таттелеком»; начальник отдела по работе с портфельными инвестициями АО «Связьинвестнефтехим»,51.43413196127775
DVEC,Коломиец Владимир Александрович,369.0,False,Член Ревизионной комиссии,51.363989867368225
ALRS,Григорьев Павел Анатольевич,369.0,False,Член СД,51.363989867368225
ENPG,Яновский Андрей Владимирович,368.0,False,Член СД,51.340482729627475
ABIO,Мауэр Константин Николаевич,367.0,False,Член СД,51.31691180038998
MRKU,Сергей Владимирович Попов,366.0,False,"Заместитель генерального директора по реализации услуг, член правления",51.29327673249046
MAGN,Морган Ральф Таваколян,366.0,False,Член СД,51.29327673249046
T,Сергей Леонидович Батехин,364.0,False,Director/Board Member,51.24581277780463
LSRG,Шадрина Любовь Викторовна,364.0,False,Член СД,51.24581277780463
HNFG,Киреев Михаил Сергеевич,363.0,False,Член СД,51.22198318235427
TTLK,Осадченко Анастасия Михайловна,362.0,False,Корпоративный секретарь ПАО «Таттелеком»; секретарь Совета директоров,51.198088030850364
MVID,Билан Абдурахимович Ужахов,361.0,False,Член совета директоров,51.17412696160365
VTBR,Горшков Георгий Георгиевич,361.0,False,Заместитель Президента – Председателя Правления Банка ВТБ (ПАО); руководитель блока «Розничный бизнес»,51.17412696160365
UPRO,Никонов Василий Владиславович,359.0,True,Заместитель Председателя Совета директоров; исполнительный директор; Председатель Правления; Генеральный директор ПАО «Юнипро»,51.126005608083545
RTKM,Nikolay Viktorovich Tsekhomsky,356.0,False,Director/Board Member,51.053319978115276
TRNFP,Бадалов Андрей Юрьевич,353.0,False,"Член Правления ПАО «Транснефть»; вице-президент по цифровой трансформации, информационным технологиям и информационной безопасности",50.98002096005358
MOEX,Aleksandr Vadimovich Izosimov,351.0,False,Director/Board Member,50.93080903184516
BANEP,Стрельцов Тимофей Михайлович,349.0,True,CEO,50.881316692276336
VKCO,Мыздриков Иван,349.0,False,Вице-президент по развитию почтовых сервисов и магазина приложений VK,50.881316692276336
ENPG,Тэргуд Маршалл Мл.,345.0,False,Член СД,50.781477867844835
LSNGP,Котвицкий Константин Валерьевич,345.0,False,Член СД,50.781477867844835
TATN,Гереч Ласло,343.0,False,Независимый член Совета директоров (избран 27.06.2024),50.731124787155814
PIKK,Илья Юферев,343.0,False,член совета директоров; председатель наблюдательного совета,50.731124787155814
UGLD,Курбанов Руслан Магамедович,341.0,False,Генеральный директор ООО «Соврудник»,50.68047810083884
RNFT,Andrey Derekh,341.0,False,Director/Board Member,50.68047810083884
RUAL,Evgeny Arkadievich Shvarts,340.0,False,Director/Board Member,50.65504358165813
TRMK,Папин Денис,339.0,False,Руководитель направления по устойчивому развитию ПАО «ТМК»,50.6295343648102
IVAT,Черных Сергей Дмитриевич,338.0,False,Член СД,50.6039500102489
YDEX,Павел Деньгин,337.0,False,Неисполнительный директор,50.57829007402819
VSMO,Леликов Дмитрий Юрьевич,332.0,False,Член Совета директоров ПАО «Корпорация ВСМПО-АВИСМА»,50.44884085103909
RTKM,Anton Alekseyevich Ustinov,331.0,False,Director/Board Member,50.42271787768343
SELG,Gennadiy Launer,330.0,False,Director/Board Member,50.39651610187554
POSI,Евгений Вячеславович Киреев,330.0,False,член совета директоров,50.39651610187554
TGKA,Симдякин Вадим Михайлович,329.0,False,Член Совета директоров (состав избран 24.06.2024),50.37023504674624
VTBR,Сергейчук Виталий Юрьевич,329.0,False,Член Правления Банка ВТБ (ПАО); руководитель блока «Корпоративно-инвестиционный бизнес»,50.37023504674624
DATA,Жуков Андрей,329.0,False,CFO,50.37023504674624
TTLK,Урлин Андрей Олегович,328.0,False,Директор ООО «МИГ» с сентября 2023 года,50.34387423108457
CHMK,Капнин Владимир Викторович,328.0,True,CEO,50.34387423108457
FEES,Макаров Владимир Александрович,328.0,False,Руководитель подразделения внутреннего контроля и управления рисками,50.34387423108457
YDEX,Евгений Анищенков,326.0,False,Руководитель сервисов Яндекс Еда и Деливери,50.29091137129353
MSRS,Yevgeniy Logovinskiy,325.0,False,Director/Board Member,50.264308342553576
HYDR,Финкель Дмитрий Владимирович,325.0,False,Член СД,50.264308342553576
MSRS,Lilia Ivanovna Shelest,325.0,False,Human Resources Officer,50.264308342553576
ALRS,Донец Андрей Иванович,323.0,False,Член СД,50.21085659175441
UPRO,Овчинников Сергей Борисович,322.0,False,Директор филиала «Шатурская ГРЭС» ПАО «Юнипро» с декабря 2023 года,50.184006857565485
PHOR,Вовк Андрей Михайлович,322.0,True,генеральный директор,50.184006857565485
UPRO,Алексеенков Денис Александрович,322.0,False,Заместитель Генерального директора по финансам и экономике ПАО «Юнипро»; член Правления; Генеральный директор ООО «Юнипро Инжиниринг» с 2024 года,50.184006857565485
SPBE,Roman Yuryevich Goryunov,322.0,True,Chief Executive Officer,50.184006857565485
TGKB,Карпов Илья Игоревич,322.0,False,Член Совета директоров (избран 11.06.2024),50.184006857565485
OZPH,Базов Антон,321.0,False,Директор по информационному обеспечению,50.157073868253626
ELFV,Косменюк Олег Николаевич,321.0,False,Член Правления,50.157073868253626
SVAV,Viktor Mikhaylovich Khvesenya,318.0,False,Director/Board Member,50.07577016609977
AFKS,Васадзе Леван Шиоевич,316.0,False,Член СД,50.021141796760546
TTLK,Надин Артем Александрович,315.0,False,Директор филиала ПАО «Таттелеком»; руководитель Альметьевского ЗУЭС,49.993698228610654
ROSN,Andrey Igorevich Akimov,315.0,False,Director/Board Member,49.993698228610654
MSNG,Anna Alexandrovna Efimova,312.0,False,General Counsel,49.910843399137974
RKKE,Юрий Иванович Борисов,311.0,False,член совета директоров,49.88304855272004
HNFG,Мелконян Гагик Аршавирович,309.0,True,"Член СД, Генеральный директор",49.827190597554
NKNC,Сергей Николаевич Лукичев,308.0,False,Член совета директоров,49.79912633374143
YDEX,Павел Епишин,308.0,False,Генеральный директор Яндекс Игр,49.79912633374143
MSNG,Gennady Sukhov,307.0,False,Director/Board Member,49.77097109970882
GEMC,Лобанов Олег Валентинович,306.0,False,Член СД,49.74272430377839
PHOR,Новиков Денис Федорович,305.0,True,генеральный директор,49.714385348481045
DELI,Артюх Константин Юрьевич,304.0,False,Член СД,49.68595363048052
GLTR,Ержан Ниязалиев,302.0,False,Председатель СД,49.628809463225444
GAZP,Путин Михаил Евгеньевич,301.0,False,Член Правления,49.600095777262624
UPRO,Поварницын Андрей Васильевич,301.0,False,Директор филиала «Яйвинская ГРЭС» ПАО «Юнипро»,49.600095777262624
DVEC,Тюльпанов Евгений Викторович,300.0,False,Член СД,49.57128685501946
DVEC,Сорокин Роман Юрьевич,298.0,False,Член СД,49.51338075992754
LSRG,Молчанов Егор Андреевич,296.0,False,Член СД,49.4550860304171
SNGS,Nikolai Ivanovich Matveev,295.0,False,Director/Board Member,49.42579129069658
ENPG,Конопацкий Виктор,294.0,False,Директор по связям с государственными органами,49.396397414612146
HNFG,Арутюнян Рубен Альбертович,292.0,False,Член СД,49.33730955345388
PIKK,Сергей Мруз,290.0,False,председатель совета директоров; заместитель генерального директора; управляющий директор по цифровизации,49.27781697776417
MGTSP,Александр Сергеевич Дмитриев,289.0,False,Director/Board Member,49.24791718199564
MSNG,Andrey Viktorovich Khorev,287.0,False,Director/Board Member,49.18780703141189
SELG,Sokolov Konstantinovich,287.0,False,Director/Board Member,49.18780703141189
DIAS,Бабкин Алексей Анатольевич,286.0,False,Член Ревизионной комиссии,49.15759523714863
ZAYM,Борейко Александр Сергеевич,286.0,False,"член Совета директоров, директор по связям с инвесторами",49.15759523714863
FIVE,Ворона Иван Николаевич,285.0,False,Руководитель подразделения внутреннего аудита,49.127277991382726
MSRS,Peter Alekseevich Sinyutin,283.0,False,Director/Board Member,49.06632418268617
KAZT,Кудашев Виктор Николаевич,283.0,False,Член СД,49.06632418268617
TATN,Тихтуров Евгений Александрович,281.0,False,Executive Committee (MarketScreener): директор по финансам / CFO,49.00493960145034
RNFT,Evgeny Pitsyura,280.0,False,Chief Tech/Sci/R&D Officer,48.974083859965525
MVID,Феликс Григорьевич Либ,280.0,False,"Председатель совета директоров, член совета директоров",48.974083859965525
SMLT,Vladimir Komar,280.0,False,Corporate Officer/Principal,48.974083859965525
TRMK,Романенко Алексей Михайлович,278.0,False,Член Совета директоров ПАО «ТМК»,48.912041581224855
GAZP,Кузнец Сергей Иванович,276.0,False,Член Правления,48.84955295131854
VSMO,Мельников Николай Константинович,274.0,False,Первый заместитель генерального директора — исполнительный директор ВСМПО,48.7866115013048
MSRS,Aleksey Viktorovich Nuzhdov,274.0,False,Director/Board Member,48.7866115013048
SBER,Nadya Wells,272.0,False,Director/Board Member,48.72321062058369
ZAYM,Ляшенко Павел Андреевич,270.0,False,"член Совета директоров, генеральный директор ООО «ФинТехРобот»",48.65934355273065
RNFT,Sidsky Nikolay Alekseevich,269.0,False,Director/Board Member,48.627233046312966
WUSH,Зальцман Евгений Ефимович,269.0,False,Член Совета директоров ПАО «ВУШ Холдинг»,48.627233046312966
UPRO,Маликова Дина Ринатовна,268.0,False,Член Совета директоров ПАО «Юнипро»,48.59500339117556
MGTSP,Дмитрий Николаевич Рылов,268.0,False,Director/Board Member,48.59500339117556
UPRO,Иноземцев Евгений Александрович,268.0,False,Директор филиала «Смоленская ГРЭС» ПАО «Юнипро»,48.59500339117556
MGNT,Ilya Igorevich Sokolov,265.0,False,Director/Board Member,48.497590608359985
DELI,Коновальчук Виталий,263.0,False,"CXO, CHRO",48.432036470074586
VKCO,Ковальчук Степан,263.0,False,Старший вице-президент по медиастратегии; руководитель бизнес-группы «Социальные платформы и медиаконтент» VK,48.432036470074586
VKCO,Мальгинов Антон,262.0,False,Член Совета директоров МКПАО «ВК»; исполнительный директор; руководитель юридического департамента VK,48.39907293110475
MSRS,Olga Andreevna Sergeeva,261.0,False,Director/Board Member,48.36598381644519
VTBR,Кондратенко Максим Дмитриевич,261.0,False,Член Правления Банка ВТБ (ПАО); главный риск-менеджер (CRO) Группы ВТБ,48.36598381644519
MRKC,Alexander Ivanovich Kazakov,261.0,False,Director/Board Member,48.36598381644519
PIKK,Алексей Бланин,261.0,False,независимый член совета директоров,48.36598381644519
VSEH,Кузин Вадим Сергеевич,260.0,False,Член Совета директоров ПАО «ВИ.ру»; неисполнительный директор; член Комитета по вознаграждениям и номинациям; генеральный директор ООО «Ви.Тех»; генеральный директор ООО «ВИ Холдинг» с августа 2024 года,48.3327681656665
WUSH,Баяндин Егор Александрович,258.0,False,Председатель Совета директоров ПАО «ВУШ Холдинг»; заместитель генерального директора ООО «ВУШ» по информационным технологиям; технический директор Whoosh,48.26595335856024
HEAD,Филатова Ольга Геннадьевна,257.0,False,Член СД,48.23235222538523
RUAL,Kevin Parker,257.0,False,Director/Board Member,48.23235222538523
YDEX,Виталий Григораш,255.0,False,Руководитель Яндекс Книг,48.164757471069386
PHOR,Николаев Антон Анатольевич,253.0,False,директор филиала,48.09663255640341
HEAD,Арсеньев Сергей Станиславович,253.0,False,Член СД,48.09663255640341
TTLK,Яковлев Альберт Валерьевич,252.0,False,"Член Совета директоров и Комитета по аудиту Совета директоров ПАО «Таттелеком»; заместитель министра цифрового развития государственного управления, информационных технологий и связи Республики Татарстан",48.06236867728207
TRNFP,Уваров Алексей Константинович,251.0,False,Член Совета директоров ПАО «Транснефть»; заместитель руководителя Аппарата Правительства Российской Федерации,48.02796909927555
RUAL,Evgeny Viktorovich Nikitin,251.0,False,Director/Board Member,48.02796909927555
MDMG,Калугин Сергей Борисович,250.0,False,Член СД,47.99343274326318
ENPG,Горбатова Анастасия Владимировна,250.0,False,Член СД,47.99343274326318
VKCO,Дуксин Николай,250.0,False,Вице-президент по музыкальным и видеосервисам VK с июня 2024 года,47.99343274326318
VKCO,Меркутов Алексей,247.0,False,Вице-президент по коммуникациям VK,47.88899202088234
UGLD,Клёцкин Артём,245.0,False,Финансовый директор ООО «Управляющая Компания «ЮГК» / финансовый директор ЮГК,47.81866060751438
RTKM,Vadim Viktorovich Semenov,244.0,False,Chairman,47.78328018346836
AKRN,Кантолинский Михаил Иосифович,244.0,False,Член СД,47.78328018346836
NKNC,Дарья Юрьевна Борисова,244.0,False,Член совета директоров,47.78328018346836
PHOR,Абрашитов Андрей Юрьевич,244.0,False,директор филиала,47.78328018346836
ALRS,Николаев Игорь Иванович,242.0,False,Член СД,47.71208402998382
SELG,Valery Suleimanov,242.0,False,Corporate Officer/Principal,47.71208402998382
DVEC,Осенкова Ксения Геннадьевна,241.0,False,Член СД,47.67626590873728
SPBE,Alexander Tarabtsev,241.0,False,Treasurer,47.67626590873728
PHOR,Грибков Алексей Борисович,240.0,False,директор по производственному комплексу,47.6402994718659
SGZH,Artem I. Zassoursky,240.0,False,Director/Board Member | Governance Committee,47.6402994718659
SELG,Shchetinin Evgeny Vladimirovich,239.0,False,Chief Tech/Sci/R&D Officer,47.604183485970445
UPRO,Королев Виталий Геннадьевич,238.0,False,Член Совета директоров ПАО «Юнипро»,47.567916702201856
DELI,Полещук Ярослав Николаевич,238.0,False,Член СД,47.567916702201856
MTLR,Igor Valeryevich Khafizov,237.0,True,Chief Executive Officer,47.53149785600219
OZPH,Анатолий Хавкин,237.0,False,Директор по логистике,47.53149785600219
SVAV,Goy Tatiana,236.0,False,Director/Board Member,47.494925666840075
MSRS,Sergey Alexandrovich Nikitin,235.0,False,Director/Board Member,47.458198837940486
MDMG,Меклер Владимир Александрович,234.0,False,Член СД,47.42131605600889
ZAYM,Грязнова Оксана Николаевна,232.0,False,"член Совета директоров, финансовый директор",47.347077295577186
UPRO,Тарасенко Оксана Валерьевна,231.0,False,Член Совета директоров ПАО «Юнипро»,47.309718605323994
GEMC,Минаков Георгий Викторович,230.0,False,Руководитель подразделения внутреннего аудита,47.27219853793823
MSNG,Aleksandr Aleksandrovich Butko,230.0,False,Director/Board Member,47.27219853793823
WUSH,Ефремов Николай Сергеевич,229.0,False,"Независимый директор, член Совета директоров ПАО «ВУШ Холдинг»",47.23451569317795
ETLN,Пыльцов Виталий Николаевич,226.0,False,Член СД,47.12047621574149
DVEC,Меделец Светлана Юрьевна,224.0,False,Член Ревизионной комиссии,47.043609500871526
MSNG,Pavel Olegovich Shatsky,222.0,False,Director/Board Member,46.96605646696886
MRKV,Yuri Goncharov,222.0,False,Director/Board Member,46.96605646696886
WUSH,Розанов Всеволод Валерьевич,222.0,False,"Независимый директор, член Совета директоров ПАО «ВУШ Холдинг»",46.96605646696886
MRKZ,Андрей Владимирович Морозов,221.0,False,Член совета директоров,46.927018728925994
MVID,Анатолий Викторович Мохов,220.0,False,Член совета директоров,46.8878047476761
RKKE,Игорь Яковлевич Озар,220.0,False,член совета директоров,46.8878047476761
