feature,std,conflict,information,weight
media_score,0.07194365008518501,2.959313834088989,0.21290383897194545,0.19189523864117866
awards_score,0.1749180999812178,2.830730358986104,0.49514597595299986,0.4462867164656462
face_score,0.07580645315126522,2.3768823279531195,0.18018301884004836,0.16240319369701559
communication_score,0.09284766908852594,2.3828998330184232,0.22124669516719828,0.19941485119615956
