feature,std,conflict,information,weight
media_score,0.07781294448578063,2.7680285014352606,0.21538844811724048,0.202043643360721
awards_score,0.11924134159508752,2.773526941602472,0.33071907346679874,0.3102287384314251
expertise_score,0.11486937113882059,2.6292389393497677,0.3020190235368075,0.2833068551866296
face_score,0.06494781852372604,3.3553486382117357,0.2179225744384071,0.2044207630212244
