,media_score,awards_score,expertise_score,face_score,communication_score
media_score,1.0,-0.12609361150443868,0.2561926943383926,-0.18092240486931357,
awards_score,-0.12609361150443868,1.0,-0.22345240355636048,0.2816730298040727,
expertise_score,0.2561926943383926,-0.22345240355636048,1.0,0.12424740010946908,
face_score,-0.18092240486931357,0.2816730298040727,0.12424740010946908,1.0,
communication_score,,,,,
