iteration,spearman_vs_equal,kendall_tau_b_vs_equal,mean_abs_rank_shift_vs_equal,max_abs_rank_shift_vs_equal,top_k_jaccard_vs_equal,l1_from_equal_vs_equal,max_weight_vs_equal,spearman_vs_point_critic,kendall_tau_b_vs_point_critic,mean_abs_rank_shift_vs_point_critic,max_abs_rank_shift_vs_point_critic,top_k_jaccard_vs_point_critic,l1_from_equal_vs_point_critic,max_weight_vs_point_critic
18,0.9808429118773946,0.9047619047619047,1.0,5.0,0.6666666666666666,0.43634042899259723,0.3247866834619318,0.9917898193760263,0.9523809523809524,0.5714285714285714,4.0,1.0,0.43634042899259723,0.3247866834619318
19,0.9649698960043787,0.8624338624338624,1.4285714285714286,7.0,0.6666666666666666,0.5681693615329921,0.40033887724541106,0.9994526546250683,0.9947089947089945,0.07142857142857142,1.0,1.0,0.5681693615329921,0.40033887724541106
20,0.967159277504105,0.8783068783068783,1.2857142857142858,7.0,0.8181818181818182,0.6369678515458828,0.48313724980704426,0.9978106185002736,0.9788359788359787,0.2857142857142857,1.0,0.8181818181818182,0.6369678515458828,0.48313724980704426
21,0.9660645867542419,0.8412698412698412,1.6428571428571428,5.0,0.6666666666666666,0.5864071236739066,0.35281918242858035,0.980295566502463,0.91005291005291,0.9285714285714286,5.0,1.0,0.5864071236739066,0.35281918242858035
22,0.9720853858784892,0.8835978835978835,1.2142857142857142,7.0,0.6666666666666666,0.5043756396361907,0.4221829189260652,0.9923371647509577,0.9523809523809524,0.6428571428571429,3.0,1.0,0.5043756396361907,0.4221829189260652
23,0.9704433497536945,0.8941798941798942,1.2142857142857142,7.0,0.8181818181818182,0.5094388976124148,0.41541923720778795,0.994526546250684,0.9629629629629629,0.5,2.0,0.8181818181818182,0.5094388976124148,0.41541923720778795
24,0.9715380405035577,0.8677248677248677,1.2857142857142858,5.0,0.6666666666666666,0.5693368611067697,0.3668584619065136,0.9928845101258894,0.9682539682539683,0.42857142857142855,4.0,1.0,0.5693368611067697,0.3668584619065136
25,0.9792008757525997,0.8941798941798942,1.0714285714285714,5.0,0.6666666666666666,0.46392187017412123,0.35472775768926107,0.9928845101258894,0.9629629629629629,0.42857142857142855,4.0,1.0,0.46392187017412123,0.35472775768926107
26,0.9742747673782157,0.9047619047619047,1.2142857142857142,7.0,0.8181818181818182,0.4713234012632166,0.4007739238463706,0.9928845101258894,0.9523809523809524,0.6428571428571429,2.0,0.8181818181818182,0.4713234012632166,0.4007739238463706
27,0.9797482211275315,0.9047619047619047,1.0,5.0,0.8181818181818182,0.44675888084498205,0.33408530003910836,0.9835796387520527,0.9523809523809524,0.6428571428571429,7.0,0.8181818181818182,0.44675888084498205,0.33408530003910836
28,0.9518336070060207,0.8095238095238094,1.7857142857142858,7.0,0.6666666666666666,0.6919474803711455,0.48718557665346474,0.9923371647509577,0.9523809523809524,0.5,3.0,1.0,0.6919474803711455,0.48718557665346474
29,0.9627805145046523,0.8518518518518519,1.5,7.0,0.6666666666666666,0.6283726689219018,0.44070084213687144,0.9994526546250683,0.9947089947089945,0.07142857142857142,1.0,1.0,0.6283726689219018,0.44070084213687144
30,0.9649698960043787,0.8624338624338624,1.4285714285714286,7.0,0.6666666666666666,0.5715679782520762,0.414395065241938,0.9994526546250683,0.9947089947089945,0.07142857142857142,1.0,1.0,0.5715679782520762,0.414395065241938
31,0.9261083743842365,0.8042328042328042,2.0,10.0,0.8181818181818182,0.5022300317867132,0.4187145046493619,0.8998357963875205,0.8306878306878307,2.142857142857143,13.0,0.6666666666666666,0.5022300317867132,0.4187145046493619
32,0.9737274220032841,0.8888888888888887,1.0714285714285714,5.0,0.8181818181818182,0.5049508935644655,0.36342871606551225,0.9813902572523261,0.9365079365079365,0.8571428571428571,7.0,0.8181818181818182,0.5049508935644655,0.36342871606551225
33,0.9660645867542419,0.8677248677248677,1.3571428571428572,7.0,0.6666666666666666,0.5838319619670813,0.4435903838560161,0.9989053092501368,0.9894179894179893,0.14285714285714285,1.0,1.0,0.5838319619670813,0.4435903838560161
34,0.9737274220032841,0.8888888888888887,1.2142857142857142,5.0,0.8181818181818182,0.5272786603121413,0.3887120349235949,0.996168582375479,0.9682539682539683,0.35714285714285715,2.0,0.8181818181818182,0.5272786603121413,0.3887120349235949
35,0.9649698960043787,0.8624338624338624,1.4285714285714286,7.0,0.6666666666666666,0.5487487756546334,0.3968671952571052,0.9994526546250683,0.9947089947089945,0.07142857142857142,1.0,1.0,0.5487487756546334,0.3968671952571052
36,0.9638752052545155,0.8677248677248677,1.4285714285714286,7.0,0.8181818181818182,0.591147711604862,0.43597884355227673,0.996168582375479,0.9682539682539683,0.42857142857142855,2.0,0.8181818181818182,0.591147711604862,0.43597884355227673
37,0.9677066228790366,0.8730158730158729,1.2857142857142858,7.0,0.6666666666666666,0.5168323646471553,0.39659578489821196,0.9972632731253421,0.9735449735449735,0.35714285714285715,1.0,1.0,0.5168323646471553,0.39659578489821196
38,0.9644225506294472,0.8359788359788359,1.6428571428571428,5.0,0.6666666666666666,0.5968409053518018,0.35589784731353813,0.9797482211275315,0.9047619047619047,1.0,5.0,1.0,0.5968409053518018,0.35589784731353813
39,0.9562123700054733,0.8201058201058201,1.7857142857142858,6.0,0.6666666666666666,0.633441159176271,0.39893698701478003,0.9879584017515052,0.9312169312169312,0.7142857142857143,4.0,1.0,0.633441159176271,0.39893698701478003
40,0.9594964422550629,0.8465608465608466,1.5,7.0,0.6666666666666666,0.7102170259063694,0.508997377279529,0.9983579638752054,0.9894179894179893,0.14285714285714285,2.0,1.0,0.7102170259063694,0.508997377279529
41,0.9627805145046523,0.8518518518518519,1.5,7.0,0.6666666666666666,0.6046632028740091,0.4175852512586247,0.9994526546250683,0.9947089947089945,0.07142857142857142,1.0,1.0,0.6046632028740091,0.4175852512586247
42,0.9600437876299945,0.8518518518518519,1.5,7.0,0.6666666666666666,0.6209805892841396,0.4420779696732159,0.9978106185002736,0.9841269841269842,0.21428571428571427,2.0,1.0,0.6209805892841396,0.4420779696732159
43,0.962233169129721,0.8518518518518519,1.5,6.0,0.6666666666666666,0.5886162856480119,0.4012064014082984,0.9978106185002736,0.9841269841269842,0.21428571428571427,2.0,1.0,0.5886162856480119,0.4012064014082984
44,0.962233169129721,0.8465608465608466,1.5714285714285714,7.0,0.6666666666666666,0.5739210979778988,0.3994362848122739,0.9912424740010948,0.947089947089947,0.6428571428571429,3.0,1.0,0.5739210979778988,0.3994362848122739
45,0.9594964422550629,0.8624338624338624,1.5714285714285714,7.0,0.8181818181818182,0.615993349788648,0.48002113784284867,0.9901477832512315,0.9417989417989417,0.7857142857142857,3.0,0.8181818181818182,0.615993349788648,0.48002113784284867
46,0.967159277504105,0.8783068783068783,1.2857142857142858,7.0,0.8181818181818182,0.6393934087361793,0.49584220560675263,0.9978106185002736,0.9788359788359787,0.2857142857142857,1.0,0.8181818181818182,0.6393934087361793,0.49584220560675263
47,0.9770114942528736,0.9047619047619047,1.0714285714285714,7.0,0.6666666666666666,0.4622318053360401,0.4077765716694852,0.9901477832512315,0.9417989417989417,0.6428571428571429,3.0,1.0,0.4622318053360401,0.4077765716694852
48,0.9698960043787629,0.8888888888888887,1.2857142857142858,7.0,0.8181818181818182,0.5529621475373159,0.45117109997200355,0.9939792008757526,0.9576719576719577,0.5714285714285714,2.0,0.8181818181818182,0.5529621475373159,0.45117109997200355
49,0.9742747673782157,0.8677248677248677,1.3571428571428572,5.0,0.6666666666666666,0.5421225310217048,0.3543086381753159,0.9879584017515052,0.9365079365079365,0.6428571428571429,4.0,1.0,0.5421225310217048,0.3543086381753159
50,0.9720853858784892,0.8730158730158729,1.2857142857142858,5.0,0.6666666666666666,0.5652854816253648,0.3805368631616361,0.9923371647509577,0.9629629629629629,0.5,4.0,1.0,0.5652854816253648,0.3805368631616361
51,0.9573070607553366,0.8412698412698412,1.5714285714285714,7.0,0.6666666666666666,0.7076505762166447,0.49172364430829146,0.9978106185002736,0.9841269841269842,0.21428571428571427,2.0,1.0,0.7076505762166447,0.49172364430829146
52,0.9655172413793103,0.8624338624338624,1.3571428571428572,7.0,0.6666666666666666,0.642357056657298,0.4633813324625352,0.9972632731253421,0.9735449735449735,0.35714285714285715,1.0,1.0,0.642357056657298,0.4633813324625352
53,0.9677066228790366,0.8624338624338624,1.4285714285714286,5.0,0.6666666666666666,0.6067533323112002,0.3990169035071777,0.9939792008757526,0.9629629629629629,0.5,3.0,1.0,0.6067533323112002,0.3990169035071777
54,0.9529282977558841,0.8148148148148148,1.7142857142857142,7.0,0.6666666666666666,0.6517865299481119,0.4272453507048562,0.9928845101258894,0.9576719576719577,0.5,3.0,1.0,0.6517865299481119,0.4272453507048562
55,0.9720853858784892,0.8835978835978835,1.1428571428571428,5.0,0.8181818181818182,0.5065821295124833,0.35612779680474976,0.9852216748768472,0.9417989417989417,0.7857142857142857,6.0,0.8181818181818182,0.5065821295124833,0.35612779680474976
56,0.9666119321291735,0.8730158730158729,1.3571428571428572,7.0,0.6666666666666666,0.5433546566772207,0.41410063872370756,0.9983579638752054,0.9841269841269842,0.21428571428571427,1.0,1.0,0.5433546566772207,0.41410063872370756
57,0.9627805145046523,0.8518518518518519,1.5714285714285714,7.0,0.6666666666666666,0.6123161263299874,0.4757085613503504,0.9923371647509577,0.9523809523809524,0.6428571428571429,2.0,1.0,0.6123161263299874,0.4757085613503504
58,0.9742747673782157,0.8888888888888887,1.1428571428571428,5.0,0.8181818181818182,0.5376592994397147,0.39303818259809004,0.9934318555008209,0.9576719576719577,0.5,3.0,0.8181818181818182,0.5376592994397147,0.39303818259809004
59,0.9649698960043787,0.8624338624338624,1.4285714285714286,7.0,0.6666666666666666,0.5575174861963903,0.39699840906536865,0.9994526546250683,0.9947089947089945,0.07142857142857142,1.0,1.0,0.5575174861963903,0.39699840906536865
60,0.9693486590038315,0.8888888888888887,1.2142857142857142,7.0,0.8181818181818182,0.5476158067983183,0.43548101880573425,0.9956212370005473,0.9682539682539683,0.42857142857142855,2.0,0.8181818181818182,0.5476158067983183,0.43548101880573425
61,0.9611384783798578,0.857142857142857,1.5,7.0,0.8181818181818182,0.6306728996213495,0.454448713703799,0.994526546250684,0.9576719576719577,0.5714285714285714,2.0,0.8181818181818182,0.6306728996213495,0.454448713703799
62,0.9677066228790366,0.8730158730158729,1.2857142857142858,7.0,0.6666666666666666,0.5625759621021327,0.44494313019656995,0.9972632731253421,0.9735449735449735,0.35714285714285715,1.0,1.0,0.5625759621021327,0.44494313019656995
63,0.967159277504105,0.8783068783068783,1.2857142857142858,7.0,0.8181818181818182,0.559519960067097,0.4119999749156205,0.9978106185002736,0.9788359788359787,0.2857142857142857,1.0,0.8181818181818182,0.559519960067097,0.4119999749156205
64,0.9649698960043787,0.8412698412698412,1.5714285714285714,5.0,0.6666666666666666,0.5544820880324657,0.3394560157462727,0.9835796387520527,0.9206349206349207,0.8571428571428571,5.0,1.0,0.5544820880324657,0.3394560157462727
65,0.9737274220032841,0.8835978835978835,1.2142857142857142,5.0,0.8181818181818182,0.5463129276036863,0.3922320948958625,0.994526546250684,0.9629629629629629,0.42857142857142855,3.0,0.8181818181818182,0.5463129276036863,0.3922320948958625
66,0.9677066228790366,0.8730158730158729,1.3571428571428572,7.0,0.6666666666666666,0.5981379065528787,0.4796430615685877,0.9950738916256158,0.9629629629629629,0.5,2.0,1.0,0.5981379065528787,0.4796430615685877
67,0.9633278598795839,0.857142857142857,1.5714285714285714,7.0,0.6666666666666666,0.6391716675460299,0.5003006724440937,0.990695128626163,0.947089947089947,0.7142857142857143,2.0,1.0,0.6391716675460299,0.5003006724440937
68,0.9611384783798578,0.857142857142857,1.5,7.0,0.8181818181818182,0.6506340578244967,0.4787707609061589,0.994526546250684,0.9576719576719577,0.5714285714285714,2.0,0.8181818181818182,0.6506340578244967,0.4787707609061589
69,0.9562123700054733,0.8201058201058201,1.6428571428571428,6.0,0.8181818181818182,0.5328744271884569,0.41324627022387306,0.9458128078817735,0.8677248677248677,1.5714285714285714,11.0,0.8181818181818182,0.5328744271884569,0.41324627022387306
70,0.9682539682539683,0.8677248677248677,1.2857142857142858,5.0,0.8181818181818182,0.5616722627243365,0.3698902292109221,0.9824849480021893,0.9259259259259259,0.9285714285714286,6.0,0.8181818181818182,0.5616722627243365,0.3698902292109221
71,0.9797482211275315,0.8994708994708994,1.0714285714285714,5.0,0.8181818181818182,0.4500263817872692,0.34446244745750443,0.9781061850027366,0.9153439153439152,1.0714285714285714,7.0,0.8181818181818182,0.4500263817872692,0.34446244745750443
72,0.9764641488779421,0.8835978835978835,1.2142857142857142,5.0,0.8181818181818182,0.47961222143604487,0.3403595286584208,0.9797482211275315,0.91005291005291,1.0,6.0,0.8181818181818182,0.47961222143604487,0.3403595286584208
73,0.9562123700054733,0.8201058201058201,1.8571428571428572,5.0,0.6666666666666666,0.6422521043055134,0.3937910695525341,0.986863711001642,0.9312169312169312,0.7142857142857143,4.0,1.0,0.6422521043055134,0.3937910695525341
74,0.9797482211275315,0.9047619047619047,1.0714285714285714,5.0,0.8181818181818182,0.5036202469519273,0.3648071774088011,0.990695128626163,0.9417989417989417,0.7142857142857143,3.0,0.8181818181818182,0.5036202469519273,0.3648071774088011
75,0.9638752052545155,0.8412698412698412,1.5714285714285714,6.0,0.6666666666666666,0.5929520895825174,0.3967501149042859,0.9912424740010948,0.9417989417989417,0.6428571428571429,3.0,1.0,0.5929520895825174,0.3967501149042859
76,0.9556650246305418,0.8253968253968254,1.7857142857142858,7.0,0.6666666666666666,0.676178539426155,0.4616309608748094,0.986863711001642,0.9259259259259259,0.7142857142857143,4.0,1.0,0.676178539426155,0.4616309608748094
77,0.9709906951286261,0.8730158730158729,1.2857142857142858,5.0,0.8181818181818182,0.5847368189189084,0.39216664871652906,0.9928845101258894,0.9523809523809524,0.5714285714285714,3.0,0.8181818181818182,0.5847368189189084,0.39216664871652906
78,0.9567597153804049,0.8201058201058201,1.7857142857142858,5.0,0.6666666666666666,0.667753924149114,0.40075707553378825,0.9852216748768472,0.9206349206349207,0.8571428571428571,4.0,1.0,0.667753924149114,0.40075707553378825
79,0.9748221127531472,0.8730158730158729,1.2857142857142858,5.0,0.6666666666666666,0.5257606208008772,0.3446678833582206,0.9939792008757526,0.9735449735449735,0.35714285714285715,4.0,1.0,0.5257606208008772,0.3446678833582206
80,0.9709906951286261,0.8624338624338624,1.3571428571428572,5.0,0.6666666666666666,0.5366043823427485,0.3450681362370356,0.9923371647509577,0.9629629629629629,0.42857142857142855,4.0,1.0,0.5366043823427485,0.3450681362370356
81,0.9666119321291735,0.8677248677248677,1.3571428571428572,7.0,0.6666666666666666,0.5975558638993538,0.43465449031857656,0.9978106185002736,0.9788359788359787,0.2857142857142857,1.0,1.0,0.5975558638993538,0.43465449031857656
82,0.9441707717569787,0.8095238095238094,1.9285714285714286,8.0,0.8181818181818182,0.496850174971922,0.4079245593526408,0.9206349206349206,0.8148148148148148,2.0,11.0,0.6666666666666666,0.496850174971922,0.4079245593526408
83,0.9578544061302682,0.8306878306878307,1.7142857142857142,7.0,0.6666666666666666,0.6774494688022987,0.4704642816368973,0.9879584017515052,0.9312169312169312,0.7142857142857143,3.0,1.0,0.6774494688022987,0.4704642816368973
84,0.9792008757525997,0.8941798941798942,1.0714285714285714,5.0,0.6666666666666666,0.48025096644562976,0.34935880038797085,0.9928845101258894,0.9629629629629629,0.42857142857142855,4.0,1.0,0.48025096644562976,0.34935880038797085
85,0.9655172413793103,0.8730158730158729,1.3571428571428572,7.0,0.8181818181818182,0.6330828748078818,0.4820800361637312,0.9983579638752054,0.9841269841269842,0.21428571428571427,1.0,0.8181818181818182,0.6330828748078818,0.4820800361637312
86,0.9688013136288999,0.8624338624338624,1.3571428571428572,5.0,0.8181818181818182,0.5151133637021748,0.3788330355852898,0.9731800766283524,0.8888888888888887,1.2142857142857142,7.0,0.8181818181818182,0.5151133637021748,0.3788330355852898
87,0.9781061850027366,0.9153439153439152,1.0714285714285714,7.0,0.8181818181818182,0.53085569426717,0.4579153508631233,0.990695128626163,0.9417989417989417,0.7142857142857143,3.0,0.8181818181818182,0.53085569426717,0.4579153508631233
88,0.9698960043787629,0.8888888888888887,1.2857142857142858,7.0,0.8181818181818182,0.6168784505198366,0.5025945568890239,0.9939792008757526,0.9576719576719577,0.5714285714285714,2.0,0.8181818181818182,0.6168784505198366,0.5025945568890239
89,0.9518336070060207,0.8412698412698412,1.7142857142857142,7.0,0.8181818181818182,0.6511836094809442,0.44319542977720067,0.9901477832512315,0.9417989417989417,0.7142857142857143,3.0,0.8181818181818182,0.6511836094809442,0.44319542977720067
90,0.9567597153804049,0.8253968253968254,1.7142857142857142,6.0,0.6666666666666666,0.593279506559919,0.3902339845649045,0.9934318555008209,0.9576719576719577,0.5,3.0,1.0,0.593279506559919,0.3902339845649045
91,0.9655172413793103,0.8730158730158729,1.3571428571428572,7.0,0.8181818181818182,0.5711527740174815,0.419297597855851,0.9983579638752054,0.9841269841269842,0.21428571428571427,1.0,0.8181818181818182,0.5711527740174815,0.419297597855851
92,0.9113300492610837,0.7671957671957672,2.357142857142857,11.0,0.8181818181818182,0.4883723070502234,0.42063768749969893,0.8866995073891626,0.8148148148148148,2.357142857142857,13.0,0.6666666666666666,0.4883723070502234,0.42063768749969893
93,0.960591133004926,0.857142857142857,1.4285714285714286,7.0,0.8181818181818182,0.6085474937613617,0.4217013224173887,0.9972632731253421,0.9788359788359787,0.2857142857142857,2.0,0.8181818181818182,0.6085474937613617,0.4217013224173887
94,0.9633278598795839,0.857142857142857,1.5,7.0,0.6666666666666666,0.6163923244002012,0.4437438774601104,0.9999999999999998,1.0,0.0,0.0,1.0,0.6163923244002012,0.4437438774601104
95,0.9649698960043787,0.857142857142857,1.4285714285714286,7.0,0.6666666666666666,0.6105454008274822,0.4559090750650588,0.996168582375479,0.9682539682539683,0.42857142857142855,2.0,1.0,0.6105454008274822,0.4559090750650588
96,0.9666119321291735,0.8677248677248677,1.3571428571428572,7.0,0.6666666666666666,0.6396981471313952,0.4883356153338286,0.9978106185002736,0.9788359788359787,0.2857142857142857,1.0,1.0,0.6396981471313952,0.4883356153338286
97,0.9693486590038315,0.8730158730158729,1.3571428571428572,6.0,0.6666666666666666,0.552184035053829,0.391406906729609,0.9972632731253421,0.9735449735449735,0.35714285714285715,1.0,1.0,0.552184035053829,0.391406906729609
98,0.9627805145046523,0.8518518518518519,1.5,7.0,0.6666666666666666,0.5875388744698637,0.4060802619414192,0.9994526546250683,0.9947089947089945,0.07142857142857142,1.0,1.0,0.5875388744698637,0.4060802619414192
99,0.9644225506294472,0.8730158730158729,1.3571428571428572,7.0,0.8181818181818182,0.5841907020736514,0.44095172212200917,0.9967159277504104,0.9735449735449735,0.35714285714285715,2.0,0.8181818181818182,0.5841907020736514,0.44095172212200917
100,0.9770114942528736,0.8888888888888887,1.1428571428571428,5.0,0.8181818181818182,0.4928709152431243,0.3360225438852914,0.9874110563765736,0.9576719576719577,0.5714285714285714,6.0,0.8181818181818182,0.4928709152431243,0.3360225438852914
101,0.9655172413793103,0.8624338624338624,1.4285714285714286,7.0,0.6666666666666666,0.6552376670220342,0.5276188335110171,0.9950738916256158,0.9629629629629629,0.5,2.0,1.0,0.6552376670220342,0.5276188335110171
102,0.9529282977558841,0.8148148148148148,1.7142857142857142,7.0,0.6666666666666666,0.6375790559107208,0.41965864833550404,0.9928845101258894,0.9576719576719577,0.5,3.0,1.0,0.6375790559107208,0.41965864833550404
103,0.9715380405035577,0.8677248677248677,1.2857142857142858,5.0,0.6666666666666666,0.5711955129364827,0.3718425747282509,0.9928845101258894,0.9682539682539683,0.42857142857142855,4.0,1.0,0.5711955129364827,0.3718425747282509
104,0.9666119321291735,0.8783068783068783,1.3571428571428572,7.0,0.8181818181818182,0.6223851407314929,0.4884026601111307,0.9939792008757526,0.9576719576719577,0.5714285714285714,2.0,0.8181818181818182,0.6223851407314929,0.4884026601111307
105,0.9556650246305418,0.8148148148148148,1.9285714285714286,5.0,0.6666666666666666,0.6899618349133816,0.39977437315872105,0.9824849480021893,0.9153439153439152,0.9285714285714286,4.0,1.0,0.6899618349133816,0.39977437315872105
106,0.9600437876299945,0.8359788359788359,1.6428571428571428,7.0,0.6666666666666666,0.6324483126119126,0.4339442754303088,0.9885057471264367,0.9365079365079365,0.7142857142857143,3.0,1.0,0.6324483126119126,0.4339442754303088
107,0.9797482211275315,0.8994708994708994,1.0714285714285714,5.0,0.6666666666666666,0.4948981189329738,0.33017453759730164,0.9890530925013684,0.947089947089947,0.7142857142857143,5.0,1.0,0.4948981189329738,0.33017453759730164
108,0.9649698960043787,0.8518518518518519,1.5714285714285714,5.0,0.6666666666666666,0.5999958956747511,0.36370190811593306,0.9742747673782157,0.8783068783068783,1.2857142857142858,5.0,1.0,0.5999958956747511,0.36370190811593306
109,0.9688013136288999,0.8835978835978835,1.2142857142857142,7.0,0.8181818181818182,0.5191879981439851,0.3997867188134885,0.9967159277504104,0.9735449735449735,0.35714285714285715,2.0,0.8181818181818182,0.5191879981439851,0.3997867188134885
110,0.9742747673782157,0.8783068783068783,1.2857142857142858,5.0,0.6666666666666666,0.5418528507688105,0.37676277334185093,0.9934318555008209,0.9576719576719577,0.5714285714285714,3.0,1.0,0.5418528507688105,0.37676277334185093
111,0.9693486590038315,0.8888888888888887,1.2142857142857142,7.0,0.8181818181818182,0.49966255389093656,0.40939423606353365,0.9956212370005473,0.9682539682539683,0.42857142857142855,2.0,0.8181818181818182,0.49966255389093656,0.40939423606353365
112,0.967159277504105,0.8730158730158729,1.3571428571428572,6.0,0.8181818181818182,0.5657747525176444,0.3561812093377715,0.9841269841269842,0.9312169312169312,0.8571428571428571,5.0,0.8181818181818182,0.5657747525176444,0.3561812093377715
113,0.975369458128079,0.8941798941798942,1.1428571428571428,5.0,0.8181818181818182,0.5258381525884833,0.3318442947119916,0.9841269841269842,0.9312169312169312,0.7857142857142857,6.0,0.8181818181818182,0.5258381525884833,0.3318442947119916
114,0.9775588396278051,0.8835978835978835,1.2857142857142858,5.0,0.6666666666666666,0.4804014420152299,0.35043085560769754,0.9896004378762999,0.9417989417989417,0.7142857142857143,4.0,1.0,0.4804014420152299,0.35043085560769754
115,0.967159277504105,0.8783068783068783,1.2857142857142858,7.0,0.8181818181818182,0.581083771063266,0.4503443349559039,0.9978106185002736,0.9788359788359787,0.2857142857142857,1.0,0.8181818181818182,0.581083771063266,0.4503443349559039
116,0.9644225506294472,0.8359788359788359,1.6428571428571428,5.0,0.6666666666666666,0.6179673244160113,0.3713711146612049,0.9835796387520527,0.9153439153439152,0.8571428571428571,4.0,1.0,0.6179673244160113,0.3713711146612049
117,0.962233169129721,0.8465608465608466,1.5714285714285714,7.0,0.6666666666666666,0.5798065360564703,0.4185194178281717,0.9912424740010948,0.947089947089947,0.6428571428571429,3.0,1.0,0.5798065360564703,0.4185194178281717
118,0.9649698960043787,0.8624338624338624,1.4285714285714286,7.0,0.6666666666666666,0.5997093101324047,0.44621135828730313,0.9994526546250683,0.9947089947089945,0.07142857142857142,1.0,1.0,0.5997093101324047,0.44621135828730313
