feature,std,conflict,information,weight
awards_score,0.2043258266948082,3.324552741106457,0.6792919872170674,0.40878039574523395
expertise_score,0.13603974159768825,2.8176508814161334,0.3833124978203493,0.23066757374104888
face_score,0.07309436912086041,2.3714936109034372,0.17334282936313797,0.10431324337706209
communication_score,0.17149858514250882,2.4828515884099556,0.425805534531138,0.256238787136655
