iteration,spearman_vs_equal,kendall_tau_b_vs_equal,mean_abs_rank_shift_vs_equal,max_abs_rank_shift_vs_equal,top_k_jaccard_vs_equal,l1_from_equal_vs_equal,max_weight_vs_equal,spearman_vs_point_critic,kendall_tau_b_vs_point_critic,mean_abs_rank_shift_vs_point_critic,max_abs_rank_shift_vs_point_critic,top_k_jaccard_vs_point_critic,l1_from_equal_vs_point_critic,max_weight_vs_point_critic
587,0.9915293040293041,0.9374999999999999,1.625,6.0,1.0,0.14020963271611867,0.2326165162323944,0.9963827838827837,0.9583333333333333,1.15625,5.0,1.0,0.14020963271611867,0.2326165162323944
588,0.9846611721611721,0.9057539682539683,2.5,10.0,0.6666666666666666,0.3206045052256384,0.3148693367527716,0.9918498168498168,0.9345238095238094,1.65625,7.0,0.6666666666666666,0.3206045052256384,0.3148693367527716
589,0.9912545787545786,0.9345238095238094,1.71875,7.0,0.8181818181818182,0.17557182468795354,0.25008613839187516,0.9946886446886447,0.9513888888888888,1.28125,6.0,0.8181818181818182,0.17557182468795354,0.25008613839187516
590,0.8434065934065933,0.8005952380952381,4.9375,48.0,0.8181818181818182,0.4450876768732075,0.34265959333727436,0.8342490842490843,0.8273809523809523,4.625,52.0,0.8181818181818182,0.4450876768732075,0.34265959333727436
591,0.9838827838827837,0.9097222222222221,2.28125,10.0,0.8181818181818182,0.236715702593228,0.2604562852011596,0.9930860805860805,0.9424603174603173,1.4375,9.0,0.8181818181818182,0.236715702593228,0.2604562852011596
592,0.8393772893772893,0.7886904761904762,5.21875,48.0,0.8181818181818182,0.4552243405743343,0.34167052662644354,0.8359432234432234,0.8472222222222222,4.5625,52.0,0.8181818181818182,0.4552243405743343,0.34167052662644354
593,0.9872252747252748,0.9186507936507936,2.15625,9.0,1.0,0.22777195896558203,0.27385754371869403,0.9976190476190474,0.9771825396825397,0.6875,5.0,1.0,0.22777195896558203,0.27385754371869403
594,0.9767857142857141,0.8859126984126984,2.90625,12.0,0.8181818181818182,0.3252299529284317,0.27518229166574915,0.9939102564102563,0.9444444444444444,1.53125,5.0,0.8181818181818182,0.3252299529284317,0.27518229166574915
595,0.9951923076923076,0.9523809523809523,1.3125,6.0,1.0,0.20370134065620293,0.2884038753843585,0.9960164835164834,0.9573412698412698,1.1875,4.0,1.0,0.20370134065620293,0.2884038753843585
596,0.9822344322344321,0.9007936507936508,2.4375,10.0,1.0,0.31760354685470615,0.3326730964625143,0.9975274725274724,0.9672619047619048,0.9375,4.0,1.0,0.31760354685470615,0.3326730964625143
597,0.9873168498168498,0.9176587301587302,2.15625,8.0,1.0,0.24784029227457635,0.26392632017247786,0.9992216117216116,0.986111111111111,0.4375,2.0,1.0,0.24784029227457635,0.26392632017247786
598,0.9844780219780219,0.9206349206349207,2.09375,16.0,1.0,0.21233317575099736,0.2685518691475872,0.9767857142857141,0.9077380952380952,2.25,22.0,1.0,0.21233317575099736,0.2685518691475872
599,0.9868589743589743,0.9186507936507936,2.03125,9.0,1.0,0.2536422680946342,0.29131589881733905,0.999084249084249,0.9831349206349206,0.5,2.0,1.0,0.2536422680946342,0.29131589881733905
600,0.9923076923076922,0.9374999999999999,1.65625,7.0,1.0,0.2842659629318557,0.29125905426539395,0.9976648351648351,0.9702380952380952,0.875,3.0,1.0,0.2842659629318557,0.29125905426539395
601,0.9882326007326007,0.9226190476190474,2.1875,8.0,0.6666666666666666,0.35021426576983067,0.35105469006668816,0.9912545787545786,0.931547619047619,1.6875,7.0,0.6666666666666666,0.35021426576983067,0.35105469006668816
602,0.9902930402930401,0.9305555555555556,1.8125,7.0,1.0,0.28103057071400595,0.3177251501791111,0.999267399267399,0.9871031746031746,0.40625,2.0,1.0,0.28103057071400595,0.3177251501791111
603,0.9896520146520146,0.9246031746031745,2.03125,7.0,1.0,0.14982984824307738,0.2619798696192658,0.9964743589743588,0.9652777777777777,1.03125,4.0,1.0,0.14982984824307738,0.2619798696192658
604,0.9935897435897434,0.9434523809523809,1.5,7.0,1.0,0.2876006510976796,0.3041416928741775,0.9960164835164834,0.9583333333333333,1.21875,4.0,1.0,0.2876006510976796,0.3041416928741775
605,0.9841117216117214,0.9067460317460316,2.40625,11.0,0.6666666666666666,0.3118280431538781,0.31766564054656565,0.9895604395604396,0.927579365079365,1.75,12.0,0.6666666666666666,0.3118280431538781,0.31766564054656565
606,0.9839285714285714,0.9077380952380952,2.34375,10.0,1.0,0.2943735412858669,0.2683011521472443,0.9986721611721611,0.9801587301587301,0.625,3.0,1.0,0.2943735412858669,0.2683011521472443
607,0.9888736263736262,0.923611111111111,2.03125,7.0,1.0,0.25553459567743625,0.2922213792826795,0.9983974358974358,0.9781746031746031,0.625,3.0,1.0,0.25553459567743625,0.2922213792826795
608,0.9877289377289376,0.9166666666666666,2.0625,8.0,0.8181818181818182,0.23137351983733617,0.28437276202995004,0.9985347985347984,0.9771825396825397,0.71875,2.0,0.8181818181818182,0.23137351983733617,0.28437276202995004
609,0.988186813186813,0.9226190476190474,2.0,13.0,1.0,0.2134504541575086,0.28248931120076837,0.9873626373626372,0.9454365079365078,1.375,19.0,1.0,0.2134504541575086,0.28248931120076837
610,0.9881410256410256,0.9206349206349207,2.15625,8.0,1.0,0.2561322919847371,0.2877463930823122,0.9976648351648351,0.9712301587301586,0.8125,3.0,1.0,0.2561322919847371,0.2877463930823122
611,0.9957875457875456,0.9573412698412698,1.125,6.0,1.0,0.23788127117807406,0.3035161939368254,0.9967948717948718,0.9682539682539681,0.9375,5.0,1.0,0.23788127117807406,0.3035161939368254
612,0.9713369963369963,0.875,3.28125,16.0,0.8181818181818182,0.30949493507481807,0.3251166623242529,0.9793956043956044,0.931547619047619,2.0,22.0,0.8181818181818182,0.30949493507481807,0.3251166623242529
613,0.9913003663003662,0.9345238095238094,1.71875,8.0,1.0,0.27517454771229877,0.33209483655984645,0.9981684981684982,0.9751984126984127,0.6875,4.0,1.0,0.27517454771229877,0.33209483655984645
614,0.9911172161172159,0.9355158730158729,1.6875,8.0,1.0,0.1727458616385554,0.24261158064616709,0.9990384615384613,0.986111111111111,0.40625,3.0,1.0,0.1727458616385554,0.24261158064616709
615,0.9734432234432235,0.8809523809523809,3.0625,22.0,0.8181818181818182,0.3003433052882839,0.350171652644142,0.9698260073260072,0.8918650793650793,2.5625,28.0,0.8181818181818182,0.3003433052882839,0.350171652644142
616,0.98264652014652,0.9007936507936508,2.4375,12.0,0.6666666666666666,0.33995888352928755,0.3322914859039367,0.9879578754578754,0.9216269841269841,1.84375,13.0,0.6666666666666666,0.33995888352928755,0.3322914859039367
617,0.9916666666666665,0.9365079365079365,1.65625,8.0,1.0,0.2887001668489914,0.3435442504742302,0.9983974358974358,0.9771825396825397,0.65625,4.0,1.0,0.2887001668489914,0.3435442504742302
618,0.9858974358974358,0.9136904761904762,2.25,8.0,1.0,0.39447618537020046,0.3670538450929743,0.998992673992674,0.9821428571428571,0.5625,2.0,1.0,0.39447618537020046,0.3670538450929743
619,0.9901556776556775,0.931547619047619,1.8125,8.0,1.0,0.20874677191288799,0.24735398944852785,0.9994505494505495,0.9920634920634921,0.21875,3.0,1.0,0.20874677191288799,0.24735398944852785
620,0.9874084249084248,0.9176587301587302,2.125,9.0,1.0,0.27714293146525615,0.2750573397297636,0.9992216117216116,0.986111111111111,0.4375,2.0,1.0,0.27714293146525615,0.2750573397297636
621,0.9790293040293039,0.8948412698412699,2.6875,12.0,1.0,0.33164549676445176,0.2641737278909519,0.9968406593406592,0.9652777777777777,1.0625,4.0,1.0,0.33164549676445176,0.2641737278909519
622,0.9871794871794871,0.9206349206349207,2.09375,10.0,1.0,0.18050252406780018,0.254553574029611,0.9964743589743588,0.9632936507936507,1.125,5.0,1.0,0.18050252406780018,0.254553574029611
623,0.9917124542124541,0.9384920634920635,1.65625,8.0,1.0,0.30634538691697394,0.34795337324824627,0.9968864468864468,0.9652777777777777,0.90625,5.0,1.0,0.30634538691697394,0.34795337324824627
624,0.9914377289377289,0.933531746031746,1.65625,8.0,0.6666666666666666,0.2798762235233855,0.33993811176169275,0.9808608058608058,0.8908730158730158,2.59375,9.0,0.6666666666666666,0.2798762235233855,0.33993811176169275
625,0.9862637362637361,0.9107142857142857,2.25,12.0,0.6666666666666666,0.21341093846219297,0.25761761773735564,0.9870421245421244,0.9176587301587302,1.96875,13.0,0.6666666666666666,0.21341093846219297,0.25761761773735564
626,0.9936355311355312,0.9454365079365078,1.53125,6.0,0.6666666666666666,0.2421410757572875,0.2988218289235826,0.9914835164835164,0.9305555555555556,1.8125,7.0,0.6666666666666666,0.2421410757572875,0.2988218289235826
627,0.9878205128205128,0.9186507936507936,2.21875,10.0,0.8181818181818182,0.2650987668934114,0.29175254003855555,0.9943681318681318,0.9434523809523809,1.5,4.0,0.8181818181818182,0.2650987668934114,0.29175254003855555
628,0.990934065934066,0.9325396825396824,1.8125,7.0,1.0,0.3169357677133189,0.3584678838566594,0.998992673992674,0.9851190476190476,0.46875,2.0,1.0,0.3169357677133189,0.3584678838566594
629,0.9821886446886448,0.9007936507936508,2.46875,10.0,1.0,0.37556094195374146,0.3556740648637924,0.99757326007326,0.9692460317460317,0.875,4.0,1.0,0.37556094195374146,0.3556740648637924
630,0.9878205128205128,0.9226190476190474,2.0625,10.0,0.8181818181818182,0.3388179172688185,0.3558124004745101,0.9963827838827837,0.9613095238095238,1.03125,5.0,0.8181818181818182,0.3388179172688185,0.3558124004745101
631,0.9863095238095235,0.9176587301587302,2.09375,10.0,1.0,0.29930190905948023,0.3257997232783157,0.9986721611721611,0.9781746031746031,0.6875,2.0,1.0,0.29930190905948023,0.3257997232783157
632,0.987912087912088,0.9216269841269841,2.125,9.0,0.6666666666666666,0.2292728157283679,0.25993288975549583,0.9920787545787544,0.9345238095238094,1.59375,8.0,0.6666666666666666,0.2292728157283679,0.25993288975549583
633,0.9924450549450549,0.941468253968254,1.5625,7.0,1.0,0.34691412983802283,0.3656843625839503,0.9988095238095237,0.9821428571428571,0.53125,3.0,1.0,0.34691412983802283,0.3656843625839503
634,0.9739468864468862,0.8819444444444444,2.96875,12.0,0.8181818181818182,0.3370404349010723,0.29320385568118296,0.994459706959707,0.9503968253968254,1.375,6.0,0.8181818181818182,0.3370404349010723,0.29320385568118296
635,0.9716117216117215,0.8710317460317459,3.125,19.0,0.5384615384615384,0.4093774518209926,0.36873003301713886,0.9740384615384614,0.8839285714285713,2.71875,20.0,0.5384615384615384,0.4093774518209926,0.36873003301713886
636,0.9905219780219778,0.9305555555555556,1.90625,7.0,0.8181818181818182,0.3846870072766586,0.3923435036383293,0.994459706959707,0.9494047619047619,1.3125,6.0,0.8181818181818182,0.3846870072766586,0.3923435036383293
637,0.9850274725274725,0.9126984126984127,2.25,10.0,1.0,0.23175198872176972,0.2571255607218462,0.996565934065934,0.9652777777777777,1.03125,7.0,1.0,0.23175198872176972,0.2571255607218462
638,0.9858058608058609,0.9156746031746031,2.1875,10.0,1.0,0.281463397351431,0.29198414119382127,0.9993131868131866,0.988095238095238,0.375,2.0,1.0,0.281463397351431,0.29198414119382127
639,0.981639194139194,0.9007936507936508,2.5,11.0,0.8181818181818182,0.31639530070889577,0.31918743688838164,0.9905219780219778,0.931547619047619,1.65625,12.0,0.8181818181818182,0.31639530070889577,0.31918743688838164
640,0.9842032967032966,0.9067460317460316,2.375,10.0,0.8181818181818182,0.2776487726137839,0.28000349916930667,0.9965201465201465,0.9593253968253969,1.09375,4.0,0.8181818181818182,0.2776487726137839,0.28000349916930667
641,0.9922161172161172,0.9374999999999999,1.6875,7.0,1.0,0.2554120434162238,0.29559275945702346,0.99757326007326,0.9702380952380952,0.90625,4.0,1.0,0.2554120434162238,0.29559275945702346
642,0.9938644688644689,0.9454365079365078,1.46875,6.0,1.0,0.22450265775676284,0.31225132887838136,0.9982600732600732,0.9742063492063492,0.71875,4.0,1.0,0.22450265775676284,0.31225132887838136
643,0.9916666666666665,0.9345238095238094,1.71875,7.0,0.8181818181818182,0.3015866535696065,0.29658170289194147,0.9966575091575092,0.9632936507936507,1.09375,4.0,0.8181818181818182,0.3015866535696065,0.29658170289194147
644,0.9777472527472526,0.8938492063492063,2.78125,13.0,0.8181818181818182,0.26132312229464627,0.27602630455187616,0.9908882783882783,0.9404761904761904,1.65625,13.0,0.8181818181818182,0.26132312229464627,0.27602630455187616
645,0.9902930402930401,0.9265873015873015,2.0625,7.0,0.8181818181818182,0.34866246083813607,0.32452121574074166,0.9905219780219778,0.933531746031746,1.84375,7.0,0.8181818181818182,0.34866246083813607,0.32452121574074166
646,0.9880494505494504,0.9216269841269841,2.09375,10.0,0.8181818181818182,0.24425682891278258,0.2819837201377087,0.9955128205128204,0.9523809523809523,1.21875,5.0,0.8181818181818182,0.24425682891278258,0.2819837201377087
647,0.9880036630036629,0.9176587301587302,2.125,8.0,1.0,0.26152745361368623,0.26815202117851844,0.9988553113553114,0.9821428571428571,0.5625,3.0,1.0,0.26152745361368623,0.26815202117851844
648,0.9726190476190475,0.876984126984127,3.15625,18.0,0.6666666666666666,0.35734576689881486,0.289795900485546,0.9780219780219779,0.8958333333333333,2.53125,19.0,0.6666666666666666,0.35734576689881486,0.289795900485546
649,0.995054945054945,0.9523809523809523,1.28125,6.0,1.0,0.2477704968578138,0.3238852484289069,0.9977106227106226,0.9712301587301586,0.8125,4.0,1.0,0.2477704968578138,0.3238852484289069
650,0.9834706959706958,0.9057539682539683,2.5,10.0,0.8181818181818182,0.3718281874634415,0.3613671291492612,0.9937728937728937,0.9464285714285714,1.4375,7.0,0.8181818181818182,0.3718281874634415,0.3613671291492612
651,0.9849358974358972,0.9107142857142857,2.4375,10.0,0.8181818181818182,0.34090000781677854,0.3406958640456249,0.9938186813186812,0.9454365079365078,1.4375,6.0,0.8181818181818182,0.34090000781677854,0.3406958640456249
652,0.9906593406593405,0.9325396825396824,1.78125,7.0,1.0,0.3136491679654945,0.34227972736295725,0.9996336996336995,0.9930555555555555,0.1875,2.0,1.0,0.3136491679654945,0.34227972736295725
653,0.9852106227106227,0.9117063492063491,2.21875,10.0,1.0,0.3307067434576653,0.3372595821529276,0.9985805860805859,0.9781746031746031,0.6875,2.0,1.0,0.3307067434576653,0.3372595821529276
654,0.981043956043956,0.8988095238095237,2.53125,16.0,0.6666666666666666,0.2946629282432519,0.2867637994149219,0.9829670329670329,0.9097222222222221,2.125,17.0,0.6666666666666666,0.2946629282432519,0.2867637994149219
655,0.9892399267399264,0.9255952380952381,2.0,7.0,1.0,0.24987200202033918,0.2846574928012265,0.9984890109890108,0.9781746031746031,0.65625,3.0,1.0,0.24987200202033918,0.2846574928012265
656,0.9874999999999998,0.9206349206349207,2.0,9.0,1.0,0.24350566552171943,0.2857154836037413,0.9987179487179487,0.9791666666666667,0.65625,3.0,1.0,0.24350566552171943,0.2857154836037413
657,0.9909798534798533,0.929563492063492,1.84375,7.0,1.0,0.31213366894460626,0.30467999940703794,0.997481684981685,0.9682539682539681,0.875,4.0,1.0,0.31213366894460626,0.30467999940703794
658,0.9880036630036629,0.923611111111111,1.9375,9.0,0.8181818181818182,0.285294449181132,0.32891712917601423,0.9975274725274724,0.9702380952380952,0.9375,4.0,0.8181818181818182,0.285294449181132,0.32891712917601423
659,0.990934065934066,0.933531746031746,1.78125,8.0,1.0,0.2989935021243557,0.34189332312736337,0.9973443223443224,0.9682539682539681,0.875,4.0,1.0,0.2989935021243557,0.34189332312736337
660,0.9815018315018316,0.8988095238095237,2.46875,10.0,1.0,0.3242023403925066,0.31849291480315733,0.9977106227106226,0.9692460317460317,0.875,4.0,1.0,0.3242023403925066,0.31849291480315733
661,0.9872252747252748,0.9136904761904762,2.21875,8.0,0.8181818181818182,0.315772164108645,0.2971116095027073,0.9949633699633698,0.9503968253968254,1.28125,5.0,0.8181818181818182,0.315772164108645,0.2971116095027073
662,0.9926739926739926,0.9404761904761904,1.59375,7.0,1.0,0.17402627043188526,0.2641452862263855,0.9984432234432232,0.9751984126984127,0.75,3.0,1.0,0.17402627043188526,0.2641452862263855
663,0.9840201465201464,0.9057539682539683,2.40625,12.0,0.6666666666666666,0.2851707974377635,0.29106206588813893,0.9877747252747251,0.9206349206349207,1.875,13.0,0.6666666666666666,0.2851707974377635,0.29106206588813893
664,0.9845238095238095,0.9067460317460316,2.25,10.0,0.8181818181818182,0.2137407352076357,0.25869706392529657,0.9964743589743588,0.9573412698412698,1.1875,4.0,0.8181818181818182,0.2137407352076357,0.25869706392529657
665,0.9961080586080584,0.9593253968253969,1.09375,5.0,1.0,0.11042174861619872,0.23207464470135283,0.9968864468864468,0.9662698412698413,0.9375,5.0,1.0,0.11042174861619872,0.23207464470135283
666,0.8513736263736262,0.804563492063492,4.84375,47.0,0.8181818181818182,0.4519788063489217,0.3447662043878627,0.8421245421245419,0.8273809523809523,4.5625,53.0,0.8181818181818182,0.4519788063489217,0.3447662043878627
667,0.9952838827838826,0.9533730158730157,1.25,6.0,1.0,0.37293328256047925,0.3864666412802396,0.997161172161172,0.9662698412698413,0.90625,4.0,1.0,0.37293328256047925,0.3864666412802396
668,0.9871794871794871,0.9186507936507936,2.125,8.0,1.0,0.23741915395744903,0.2621261872883863,0.9994505494505495,0.9890873015873015,0.34375,2.0,1.0,0.23741915395744903,0.2621261872883863
669,0.9929945054945054,0.941468253968254,1.5625,7.0,1.0,0.24008448057059856,0.2984057435979086,0.9983058608058608,0.976190476190476,0.71875,3.0,1.0,0.24008448057059856,0.2984057435979086
670,0.9853021978021977,0.9107142857142857,2.21875,10.0,1.0,0.21598972029610272,0.2443621952330344,0.9983974358974358,0.9751984126984127,0.75,3.0,1.0,0.21598972029610272,0.2443621952330344
671,0.9800824175824175,0.8998015873015873,2.59375,12.0,1.0,0.31392666574072936,0.2688220561249004,0.9972527472527473,0.9682539682539681,0.96875,4.0,1.0,0.31392666574072936,0.2688220561249004
672,0.9749084249084249,0.8789682539682538,2.96875,12.0,0.8181818181818182,0.31715796388541556,0.28752688511944463,0.9923992673992673,0.9374999999999999,1.6875,6.0,0.8181818181818182,0.31715796388541556,0.28752688511944463
673,0.9888736263736262,0.9246031746031745,1.96875,8.0,1.0,0.256085169757578,0.27756071463340887,0.9996794871794871,0.9930555555555555,0.21875,1.0,1.0,0.256085169757578,0.27756071463340887
674,0.9925824175824175,0.9424603174603173,1.5625,7.0,0.8181818181818182,0.2542031144387588,0.3159263530599252,0.9963827838827837,0.9613095238095238,1.0625,5.0,0.8181818181818182,0.2542031144387588,0.3159263530599252
675,0.9902014652014651,0.929563492063492,1.8125,7.0,1.0,0.26403016676943414,0.30368770857775923,0.9993589743589743,0.988095238095238,0.375,2.0,1.0,0.26403016676943414,0.30368770857775923
676,0.9870421245421244,0.9146825396825395,2.21875,8.0,1.0,0.19826223642967847,0.28103906586881594,0.9983516483516482,0.9771825396825397,0.6875,3.0,1.0,0.19826223642967847,0.28103906586881594
677,0.9834706959706958,0.9136904761904762,2.28125,17.0,1.0,0.2341041989556599,0.30214007307352897,0.9815018315018316,0.9325396825396824,1.75,23.0,1.0,0.2341041989556599,0.30214007307352897
678,0.9892399267399264,0.9246031746031745,1.90625,8.0,1.0,0.22349930695567932,0.2533376320518991,0.9994963369963369,0.9890873015873015,0.34375,1.0,1.0,0.22349930695567932,0.2533376320518991
679,0.9945512820512821,0.9503968253968254,1.375,6.0,1.0,0.25862342172335423,0.32931171086167715,0.9967490842490841,0.9632936507936507,1.0625,4.0,1.0,0.25862342172335423,0.32931171086167715
680,0.9840201465201464,0.9097222222222221,2.25,10.0,0.8181818181818182,0.24006156865443232,0.2739916376716113,0.9968864468864468,0.9603174603174602,1.15625,4.0,0.8181818181818182,0.24006156865443232,0.2739916376716113
681,0.9958333333333333,0.9593253968253969,1.09375,6.0,1.0,0.40542691389382823,0.4027134569469141,0.996565934065934,0.9623015873015872,1.0625,4.0,1.0,0.40542691389382823,0.4027134569469141
682,0.9933150183150181,0.9474206349206349,1.375,6.0,1.0,0.304471500588677,0.35223575029433846,0.9968406593406592,0.9642857142857143,1.03125,5.0,1.0,0.304471500588677,0.35223575029433846
683,0.9876831501831501,0.9226190476190474,2.0625,10.0,0.8181818181818182,0.31803368882807104,0.3327649539764967,0.9940018315018313,0.9454365079365078,1.40625,7.0,0.8181818181818182,0.31803368882807104,0.3327649539764967
684,0.9836996336996336,0.9136904761904762,2.3125,14.0,0.8181818181818182,0.17128424395143602,0.2652871305959095,0.9862637362637361,0.9285714285714286,1.875,14.0,0.8181818181818182,0.17128424395143602,0.2652871305959095
685,0.9819597069597068,0.9027777777777778,2.46875,10.0,1.0,0.30127339158051847,0.2738982589176485,0.9978937728937727,0.9712301587301586,0.84375,4.0,1.0,0.30127339158051847,0.2738982589176485
686,0.9847527472527472,0.9097222222222221,2.25,10.0,1.0,0.29970109708750997,0.3300102665903882,0.9985805860805859,0.9781746031746031,0.65625,3.0,1.0,0.29970109708750997,0.3300102665903882
687,0.9971153846153845,0.9702380952380952,0.84375,6.0,1.0,0.33922873870685116,0.36961436935342556,0.9954212454212452,0.9573412698412698,1.15625,5.0,1.0,0.33922873870685116,0.36961436935342556
688,0.9883241758241756,0.9186507936507936,2.1875,9.0,1.0,0.236921467991756,0.24726507122588187,0.9964743589743588,0.9573412698412698,1.15625,4.0,1.0,0.236921467991756,0.24726507122588187
689,0.9874542124542124,0.9196428571428571,2.0625,8.0,1.0,0.2792269001033789,0.32036530874396674,0.9994047619047619,0.988095238095238,0.34375,2.0,1.0,0.2792269001033789,0.32036530874396674
690,0.9956501831501829,0.9563492063492064,1.15625,6.0,1.0,0.13386161864997065,0.2481473733404377,0.9970695970695969,0.9672619047619048,0.9375,5.0,1.0,0.13386161864997065,0.2481473733404377
691,0.9874999999999998,0.9166666666666666,2.25,7.0,0.8181818181818182,0.32213036228987546,0.31638161141587945,0.9984890109890108,0.9791666666666667,0.65625,3.0,0.8181818181818182,0.32213036228987546,0.31638161141587945
692,0.9811355311355311,0.8998015873015873,2.5,10.0,1.0,0.29779837764124145,0.29932418168439884,0.9973443223443224,0.9682539682539681,0.90625,4.0,1.0,0.29779837764124145,0.29932418168439884
693,0.9924908424908423,0.9384920634920635,1.625,7.0,1.0,0.30330616084026474,0.31432063726335185,0.99775641025641,0.9712301587301586,0.84375,3.0,1.0,0.30330616084026474,0.31432063726335185
694,0.986675824175824,0.9176587301587302,2.09375,10.0,1.0,0.250688954863038,0.28604976417126654,0.9983516483516482,0.976190476190476,0.71875,3.0,1.0,0.250688954863038,0.28604976417126654
695,0.9926739926739926,0.941468253968254,1.53125,7.0,1.0,0.16591441683588154,0.22965892895490136,0.9987637362637363,0.9801587301587301,0.59375,3.0,1.0,0.16591441683588154,0.22965892895490136
696,0.9814102564102563,0.8918650793650793,2.71875,10.0,0.8181818181818182,0.3108714692419581,0.29352692159050714,0.9959249084249083,0.9543650793650793,1.1875,4.0,0.8181818181818182,0.3108714692419581,0.29352692159050714
697,0.985668498168498,0.9117063492063491,2.1875,11.0,0.8181818181818182,0.35841629033699973,0.36707715008228625,0.9904304029304027,0.9325396825396824,1.65625,12.0,0.8181818181818182,0.35841629033699973,0.36707715008228625
698,0.9942765567765566,0.9444444444444444,1.5,6.0,1.0,0.2010944743233659,0.2881714888065393,0.9944139194139194,0.9454365079365078,1.46875,5.0,1.0,0.2010944743233659,0.2881714888065393
699,0.9859890109890108,0.9156746031746031,2.28125,10.0,0.8181818181818182,0.3375410695533579,0.3451865604808101,0.9958333333333333,0.9543650793650793,1.1875,4.0,0.8181818181818182,0.3375410695533579,0.3451865604808101
700,0.9855311355311354,0.9107142857142857,2.1875,11.0,0.8181818181818182,0.20661076303735193,0.2570293294272856,0.9903846153846152,0.929563492063492,1.71875,12.0,0.8181818181818182,0.20661076303735193,0.2570293294272856
701,0.9867216117216117,0.9186507936507936,2.125,10.0,0.8181818181818182,0.30483777120472466,0.3249609795075238,0.9943681318681318,0.9494047619047619,1.34375,7.0,0.8181818181818182,0.30483777120472466,0.3249609795075238
702,0.9951465201465202,0.9494047619047619,1.375,5.0,1.0,0.13598662322676425,0.24495415692887917,0.9922619047619047,0.9404761904761904,1.625,6.0,1.0,0.13598662322676425,0.24495415692887917
703,0.9949175824175823,0.9533730158730157,1.1875,6.0,0.6666666666666666,0.3517128713853053,0.3758564356926526,0.9889194139194138,0.9186507936507936,1.96875,9.0,0.6666666666666666,0.3517128713853053,0.3758564356926526
704,0.9806776556776557,0.8978174603174603,2.53125,11.0,0.8181818181818182,0.36731271742615934,0.355684693536987,0.9905219780219778,0.9305555555555556,1.65625,12.0,0.8181818181818182,0.36731271742615934,0.355684693536987
705,0.9875915750915749,0.9146825396825395,2.21875,8.0,1.0,0.26692099126361224,0.27932899739151434,0.9985347985347984,0.9791666666666667,0.65625,3.0,1.0,0.26692099126361224,0.27932899739151434
706,0.975686813186813,0.8859126984126984,2.84375,12.0,0.8181818181818182,0.3547576189648869,0.32609336140011974,0.9943681318681318,0.9503968253968254,1.375,6.0,0.8181818181818182,0.3547576189648869,0.32609336140011974
707,0.9915750915750915,0.9325396825396824,1.78125,7.0,1.0,0.2769887211564315,0.30021303273362077,0.9987637362637363,0.9811507936507935,0.5625,3.0,1.0,0.2769887211564315,0.30021303273362077
708,0.9883241758241756,0.9166666666666666,2.125,8.0,0.8181818181818182,0.29787846343920044,0.29176357622633015,0.9951923076923076,0.9513888888888888,1.21875,5.0,0.8181818181818182,0.29787846343920044,0.29176357622633015
709,0.9857600732600732,0.9126984126984127,2.3125,10.0,0.8181818181818182,0.21816853505625733,0.26362314849351626,0.9951923076923076,0.9513888888888888,1.28125,6.0,0.8181818181818182,0.21816853505625733,0.26362314849351626
710,0.9973901098901098,0.9682539682539681,0.84375,6.0,1.0,0.27753845203982896,0.3387692260199145,0.9908882783882783,0.931547619047619,1.875,6.0,1.0,0.27753845203982896,0.3387692260199145
711,0.9806776556776557,0.8968253968253967,2.53125,10.0,1.0,0.31691990579167817,0.29092852167994376,0.9972985347985347,0.9672619047619048,0.9375,4.0,1.0,0.31691990579167817,0.29092852167994376
712,0.9869963369963369,0.9206349206349207,2.09375,13.0,1.0,0.2042064721272427,0.2852594482421578,0.9877747252747251,0.9474206349206349,1.40625,19.0,1.0,0.2042064721272427,0.2852594482421578
713,0.986675824175824,0.9126984126984127,2.1875,12.0,0.6666666666666666,0.3402064377887549,0.3511188310445512,0.986492673992674,0.9156746031746031,2.0,13.0,0.6666666666666666,0.3402064377887549,0.3511188310445512
714,0.9868589743589743,0.9196428571428571,2.125,10.0,0.8181818181818182,0.21825726076720264,0.2630238355067684,0.9945054945054944,0.9503968253968254,1.3125,7.0,0.8181818181818182,0.21825726076720264,0.2630238355067684
715,0.9917124542124541,0.9374999999999999,1.59375,8.0,1.0,0.21622572713808633,0.2738345127570714,0.9987637362637363,0.9801587301587301,0.5625,3.0,1.0,0.21622572713808633,0.2738345127570714
716,0.986675824175824,0.9176587301587302,2.125,9.0,1.0,0.24974975549578943,0.25339329644267744,0.9995421245421244,0.9900793650793651,0.3125,1.0,1.0,0.24974975549578943,0.25339329644267744
717,0.989423076923077,0.9226190476190474,2.03125,8.0,0.8181818181818182,0.22783215318289285,0.2886882802986093,0.9926282051282049,0.939484126984127,1.75,6.0,0.8181818181818182,0.22783215318289285,0.2886882802986093
718,0.9964285714285713,0.9603174603174602,1.0625,6.0,1.0,0.14090077969775458,0.24812946774491357,0.9963827838827837,0.9613095238095238,1.03125,5.0,1.0,0.14090077969775458,0.24812946774491357
719,0.9870879120879119,0.9136904761904762,2.25,8.0,0.8181818181818182,0.29365619937300624,0.27431650563028903,0.9981684981684982,0.9742063492063492,0.78125,3.0,0.8181818181818182,0.29365619937300624,0.27431650563028903
