iteration,spearman_vs_equal,kendall_tau_b_vs_equal,mean_abs_rank_shift_vs_equal,max_abs_rank_shift_vs_equal,top_k_jaccard_vs_equal,l1_from_equal_vs_equal,max_weight_vs_equal,spearman_vs_point_critic,kendall_tau_b_vs_point_critic,mean_abs_rank_shift_vs_point_critic,max_abs_rank_shift_vs_point_critic,top_k_jaccard_vs_point_critic,l1_from_equal_vs_point_critic,max_weight_vs_point_critic
27,0.9964285714285713,0.9623015873015872,1.0,6.0,1.0,0.21003736915309806,0.2943955206847088,0.9931776556776557,0.9454365079365078,1.53125,5.0,1.0,0.21003736915309806,0.2943955206847088
28,0.98507326007326,0.9107142857142857,2.1875,10.0,1.0,0.2892810958241828,0.33088695121132783,0.9983516483516482,0.9732142857142856,0.75,3.0,1.0,0.2892810958241828,0.33088695121132783
29,0.9932234432234431,0.9424603174603173,1.53125,7.0,1.0,0.26036893234664094,0.30798167582956054,0.9970238095238094,0.9652777777777777,1.03125,4.0,1.0,0.26036893234664094,0.30798167582956054
30,0.9869047619047617,0.9166666666666666,2.15625,9.0,1.0,0.2831398753154062,0.2699728049821455,0.9994505494505495,0.9890873015873015,0.34375,2.0,1.0,0.2831398753154062,0.2699728049821455
31,0.9820512820512819,0.9027777777777778,2.4375,10.0,1.0,0.27356160850592814,0.2518722762168652,0.9972985347985347,0.9652777777777777,1.0,4.0,1.0,0.27356160850592814,0.2518722762168652
32,0.9859890109890108,0.9107142857142857,2.28125,9.0,0.8181818181818182,0.2749506058187766,0.2717415364093192,0.9984890109890108,0.9791666666666667,0.65625,3.0,0.8181818181818182,0.2749506058187766,0.2717415364093192
33,0.989606227106227,0.923611111111111,2.0,8.0,1.0,0.24446257272027488,0.2598018173692249,0.9985805860805859,0.9801587301587301,0.5,3.0,1.0,0.24446257272027488,0.2598018173692249
34,0.9741300366300365,0.8789682539682538,2.9375,12.0,0.8181818181818182,0.31555859179916795,0.2706598820393268,0.9930860805860805,0.939484126984127,1.59375,6.0,0.8181818181818182,0.31555859179916795,0.2706598820393268
35,0.9919871794871794,0.9355158730158729,1.75,7.0,1.0,0.44301227484549,0.421506137422745,0.9977106227106226,0.9702380952380952,0.9375,4.0,1.0,0.44301227484549,0.421506137422745
36,0.9948717948717947,0.9484126984126985,1.375,6.0,1.0,0.286508677610898,0.3432543388054489,0.9957875457875456,0.9553571428571428,1.28125,4.0,1.0,0.286508677610898,0.3432543388054489
37,0.9923076923076922,0.9404761904761904,1.59375,7.0,1.0,0.24556071586506442,0.31504673716138976,0.9993131868131866,0.9871031746031746,0.34375,2.0,1.0,0.24556071586506442,0.31504673716138976
38,0.9819597069597068,0.8988095238095237,2.5,10.0,0.8181818181818182,0.2714011631374187,0.2577962048459117,0.996062271062271,0.9553571428571428,1.1875,4.0,0.8181818181818182,0.2714011631374187,0.2577962048459117
39,0.991025641025641,0.9325396825396824,1.75,7.0,1.0,0.22976329508916446,0.26126671514750816,0.9993131868131866,0.9871031746031746,0.40625,2.0,1.0,0.22976329508916446,0.26126671514750816
40,0.9847985347985345,0.9107142857142857,2.21875,10.0,1.0,0.2842101114804868,0.2931760526903271,0.9978021978021977,0.9692460317460317,0.875,3.0,1.0,0.2842101114804868,0.2931760526903271
41,0.9806318681318679,0.8938492063492063,2.65625,10.0,0.8181818181818182,0.2265713403593113,0.2808559890053933,0.9899267399267396,0.9265873015873015,1.8125,11.0,0.8181818181818182,0.2265713403593113,0.2808559890053933
42,0.9828296703296703,0.9037698412698412,2.46875,10.0,0.8181818181818182,0.2999445104407803,0.28603145276608066,0.9978479853479852,0.9722222222222222,0.8125,4.0,0.8181818181818182,0.2999445104407803,0.28603145276608066
43,0.994642857142857,0.9494047619047619,1.375,6.0,1.0,0.3349151454122372,0.36745757270611856,0.996245421245421,0.9603174603174602,1.09375,5.0,1.0,0.3349151454122372,0.36745757270611856
44,0.9901556776556775,0.927579365079365,1.875,7.0,1.0,0.39186980078945105,0.3824572790025481,0.9990384615384613,0.9821428571428571,0.53125,2.0,1.0,0.39186980078945105,0.3824572790025481
45,0.9874084249084248,0.9196428571428571,2.0625,8.0,1.0,0.24091784981850878,0.27654922825105904,0.9990384615384613,0.984126984126984,0.5,3.0,1.0,0.24091784981850878,0.27654922825105904
46,0.9897893772893772,0.9285714285714286,1.8125,8.0,1.0,0.238603165753085,0.27893285779670773,0.9995879120879121,0.9910714285714285,0.28125,1.0,1.0,0.238603165753085,0.27893285779670773
47,0.996062271062271,0.9573412698412698,1.15625,6.0,1.0,0.2596546579301223,0.3298273289650611,0.9957875457875456,0.9603174603174602,1.125,6.0,1.0,0.2596546579301223,0.3298273289650611
48,0.9904304029304027,0.9255952380952381,1.9375,8.0,1.0,0.27952429336236895,0.32316738639973963,0.9968864468864468,0.9623015873015872,1.03125,4.0,1.0,0.27952429336236895,0.32316738639973963
49,0.9875457875457875,0.929563492063492,1.90625,13.0,0.8181818181818182,0.12419247621323548,0.2554160233967132,0.9824633699633698,0.9126984126984127,2.28125,15.0,0.8181818181818182,0.12419247621323548,0.2554160233967132
50,0.9908424908424909,0.9325396825396824,1.84375,8.0,0.8181818181818182,0.25485140213398205,0.29700133604482726,0.9955128205128204,0.9533730158730157,1.21875,5.0,0.8181818181818182,0.25485140213398205,0.29700133604482726
51,0.9915750915750915,0.931547619047619,1.78125,7.0,1.0,0.24419085561268147,0.2821625883577465,0.9986721611721611,0.9801587301587301,0.53125,3.0,1.0,0.24419085561268147,0.2821625883577465
52,0.9923534798534799,0.9404761904761904,1.5625,7.0,1.0,0.2565582839803997,0.3015232693568846,0.9989468864468863,0.9831349206349206,0.5,3.0,1.0,0.2565582839803997,0.3015232693568846
53,0.9917124542124541,0.9384920634920635,1.59375,8.0,1.0,0.27052494820599166,0.33097901431836535,0.9986263736263734,0.9791666666666667,0.5625,3.0,1.0,0.27052494820599166,0.33097901431836535
54,0.9905219780219778,0.931547619047619,1.78125,8.0,1.0,0.21294729703339244,0.2529630317899563,0.998992673992674,0.984126984126984,0.46875,3.0,1.0,0.21294729703339244,0.2529630317899563
55,0.9901556776556775,0.927579365079365,1.90625,8.0,0.8181818181818182,0.2367640006565554,0.28455821985033514,0.9942307692307691,0.9484126984126985,1.5,5.0,0.8181818181818182,0.2367640006565554,0.28455821985033514
56,0.9817765567765566,0.8988095238095237,2.65625,10.0,0.8181818181818182,0.2260579586261412,0.2787119201585173,0.9913461538461537,0.9355158730158729,1.6875,9.0,0.8181818181818182,0.2260579586261412,0.2787119201585173
57,0.9913003663003662,0.9345238095238094,1.8125,7.0,1.0,0.3289943467228713,0.3394283704468181,0.9990384615384613,0.9851190476190476,0.4375,3.0,1.0,0.3289943467228713,0.3394283704468181
58,0.9940934065934065,0.9454365079365078,1.46875,6.0,1.0,0.2659310789424547,0.3163741540223027,0.9963827838827837,0.9603174603174602,1.125,4.0,1.0,0.2659310789424547,0.3163741540223027
59,0.9877747252747251,0.9196428571428571,2.0,8.0,1.0,0.20139598717907037,0.23761565553558653,0.9986721611721611,0.9781746031746031,0.6875,3.0,1.0,0.20139598717907037,0.23761565553558653
60,0.9911630036630036,0.9365079365079365,1.625,8.0,1.0,0.2158013334681436,0.2890406729276611,0.9980769230769231,0.9732142857142856,0.8125,3.0,1.0,0.2158013334681436,0.2890406729276611
61,0.9928571428571427,0.941468253968254,1.5625,6.0,1.0,0.2882123380489611,0.33008983707915773,0.9988553113553114,0.9821428571428571,0.5,3.0,1.0,0.2882123380489611,0.33008983707915773
62,0.996245421245421,0.9623015873015872,1.0625,6.0,0.8181818181818182,0.3836992682641698,0.39184963413208485,0.9922161172161172,0.9355158730158729,1.6875,7.0,0.8181818181818182,0.3836992682641698,0.39184963413208485
63,0.989423076923077,0.927579365079365,1.90625,8.0,1.0,0.225111191865289,0.2562998514507336,0.9999999999999998,1.0,0.0,0.0,1.0,0.225111191865289,0.2562998514507336
64,0.98264652014652,0.9017857142857142,2.5,14.0,0.6666666666666666,0.46625144575454036,0.4270067133680228,0.9847985347985345,0.9126984126984127,2.03125,15.0,0.6666666666666666,0.46625144575454036,0.4270067133680228
65,0.9872710622710622,0.9166666666666666,2.21875,8.0,1.0,0.29755522681222335,0.3019835591978417,0.9988553113553114,0.9831349206349206,0.53125,3.0,1.0,0.29755522681222335,0.3019835591978417
66,0.9881410256410256,0.9206349206349207,2.0625,8.0,1.0,0.2700143181206691,0.27786389732278116,0.9994047619047619,0.9890873015873015,0.34375,2.0,1.0,0.2700143181206691,0.27786389732278116
67,0.9858058608058609,0.9156746031746031,2.15625,10.0,1.0,0.2970291391687874,0.327593801445076,0.9991300366300366,0.984126984126984,0.5,2.0,1.0,0.2970291391687874,0.327593801445076
68,0.9878205128205128,0.9246031746031745,1.96875,13.0,1.0,0.1783293335617403,0.2615052811932546,0.9866300366300367,0.9474206349206349,1.40625,19.0,1.0,0.1783293335617403,0.2615052811932546
69,0.9817307692307692,0.8998015873015873,2.53125,10.0,0.8181818181818182,0.32813615059961276,0.2890740558359924,0.9976648351648351,0.9682539682539681,0.90625,3.0,0.8181818181818182,0.32813615059961276,0.2890740558359924
70,0.9854853479853479,0.9156746031746031,2.25,10.0,0.8181818181818182,0.1715173359572713,0.26433834620831376,0.9929029304029302,0.9464285714285714,1.4375,10.0,0.8181818181818182,0.1715173359572713,0.26433834620831376
71,0.9885073260073259,0.9186507936507936,2.09375,8.0,0.8181818181818182,0.31585040850791035,0.2855934348815197,0.9953754578754578,0.9533730158730157,1.25,5.0,0.8181818181818182,0.31585040850791035,0.2855934348815197
72,0.9761904761904759,0.8878968253968254,2.90625,13.0,0.8181818181818182,0.2781665613390937,0.27951429510932246,0.9904304029304027,0.9345238095238094,1.78125,13.0,0.8181818181818182,0.2781665613390937,0.27951429510932246
73,0.9929029304029302,0.9424603174603173,1.5625,6.0,1.0,0.31320400313878294,0.3486825591148294,0.9989010989010987,0.9831349206349206,0.46875,3.0,1.0,0.31320400313878294,0.3486825591148294
74,0.9927655677655676,0.939484126984127,1.59375,7.0,0.8181818181818182,0.2886023540014312,0.33312891229977826,0.9960164835164834,0.9583333333333333,1.09375,5.0,0.8181818181818182,0.2886023540014312,0.33312891229977826
75,0.990613553113553,0.9285714285714286,1.875,7.0,0.8181818181818182,0.3091725184072251,0.3000004399740922,0.9978937728937727,0.9712301587301586,0.8125,3.0,0.8181818181818182,0.3091725184072251,0.3000004399740922
76,0.987912087912088,0.923611111111111,2.0,10.0,0.8181818181818182,0.28136784935829434,0.31638044127699994,0.9966575091575092,0.9623015873015872,1.09375,4.0,0.8181818181818182,0.28136784935829434,0.31638044127699994
77,0.9908424908424909,0.9325396825396824,1.8125,8.0,0.8181818181818182,0.20685671399345457,0.2519399019286919,0.9967948717948718,0.9632936507936507,1.0,4.0,0.8181818181818182,0.20685671399345457,0.2519399019286919
78,0.98507326007326,0.9097222222222221,2.28125,10.0,1.0,0.26480823040418966,0.25487348292410617,0.9978937728937727,0.9702380952380952,0.875,3.0,1.0,0.26480823040418966,0.25487348292410617
79,0.9896520146520146,0.9265873015873015,1.90625,7.0,1.0,0.326013911049767,0.3424902169998971,0.9994505494505495,0.9890873015873015,0.3125,2.0,1.0,0.326013911049767,0.3424902169998971
80,0.9861263736263735,0.9117063492063491,2.25,9.0,0.8181818181818182,0.28379649584419087,0.28714165115229834,0.9983516483516482,0.9742063492063492,0.75,3.0,0.8181818181818182,0.28379649584419087,0.28714165115229834
81,0.9911630036630036,0.9305555555555556,1.84375,8.0,0.8181818181818182,0.21872135671597503,0.30936067835798753,0.9933608058608058,0.941468253968254,1.625,6.0,0.8181818181818182,0.21872135671597503,0.30936067835798753
82,0.9844322344322343,0.9146825396825395,2.21875,14.0,1.0,0.18639771600589605,0.2524136823161385,0.9828754578754578,0.9255952380952381,2.03125,17.0,1.0,0.18639771600589605,0.2524136823161385
83,0.9932692307692307,0.9404761904761904,1.5625,6.0,0.6666666666666666,0.31010161015186255,0.3542700391596118,0.989423076923077,0.9216269841269841,1.90625,9.0,0.6666666666666666,0.31010161015186255,0.3542700391596118
84,0.9834249084249083,0.9146825396825395,2.28125,14.0,1.0,0.20480445329429395,0.2567540792040658,0.9822344322344321,0.931547619047619,1.90625,19.0,1.0,0.20480445329429395,0.2567540792040658
85,0.9797619047619047,0.8928571428571428,2.71875,10.0,1.0,0.2746099141420576,0.2999629064018889,0.994642857142857,0.9513888888888888,1.40625,6.0,1.0,0.2746099141420576,0.2999629064018889
86,0.9880036630036629,0.9206349206349207,2.0625,8.0,1.0,0.30183834433193213,0.2963329848423395,0.9994047619047619,0.9871031746031746,0.40625,1.0,1.0,0.30183834433193213,0.2963329848423395
87,0.9913003663003662,0.931547619047619,1.78125,7.0,0.8181818181818182,0.282306123196838,0.27725751119499137,0.9965201465201465,0.9623015873015872,1.09375,5.0,0.8181818181818182,0.282306123196838,0.27725751119499137
88,0.9862179487179485,0.9097222222222221,2.25,9.0,0.8181818181818182,0.39577230839972477,0.35356406157892234,0.9981227106227105,0.9742063492063492,0.8125,3.0,0.8181818181818182,0.39577230839972477,0.35356406157892234
89,0.9815476190476189,0.9007936507936508,2.59375,16.0,0.8181818181818182,0.2676276538935003,0.3277224891703002,0.9815476190476189,0.9216269841269841,1.96875,22.0,0.8181818181818182,0.2676276538935003,0.3277224891703002
90,0.9904304029304027,0.9305555555555556,1.84375,7.0,1.0,0.34104370570608544,0.3703199879083977,0.999175824175824,0.9871031746031746,0.40625,2.0,1.0,0.34104370570608544,0.3703199879083977
91,0.9768315018315018,0.8859126984126984,2.90625,13.0,0.8181818181818182,0.25004064793711,0.277821810629764,0.9909798534798533,0.9384920634920635,1.65625,13.0,0.8181818181818182,0.25004064793711,0.277821810629764
92,0.9914835164835164,0.9365079365079365,1.6875,7.0,1.0,0.35829819650822664,0.3765368115722118,0.9994047619047619,0.9890873015873015,0.3125,2.0,1.0,0.35829819650822664,0.3765368115722118
93,0.9933150183150181,0.9434523809523809,1.53125,7.0,1.0,0.16520737907399813,0.2755543305789168,0.9968406593406592,0.9642857142857143,1.0625,5.0,1.0,0.16520737907399813,0.2755543305789168
94,0.9867673992673991,0.9176587301587302,2.15625,8.0,1.0,0.27671842951943404,0.28903150617524437,0.999267399267399,0.986111111111111,0.4375,2.0,1.0,0.27671842951943404,0.28903150617524437
95,0.9823717948717947,0.9017857142857142,2.5625,12.0,0.6666666666666666,0.3763096642352841,0.3482580714070972,0.9873626373626372,0.9186507936507936,2.0,13.0,0.6666666666666666,0.3763096642352841,0.3482580714070972
96,0.9873626373626372,0.9196428571428571,2.0625,8.0,1.0,0.27390346296715123,0.31841404632789844,0.9988095238095237,0.9821428571428571,0.5625,3.0,1.0,0.27390346296715123,0.31841404632789844
97,0.973076923076923,0.8720238095238095,3.15625,16.0,0.6666666666666666,0.31258150275051755,0.3072899239356352,0.9798534798534797,0.8968253968253967,2.59375,17.0,0.6666666666666666,0.31258150275051755,0.3072899239356352
98,0.9836996336996336,0.9077380952380952,2.46875,10.0,0.6666666666666666,0.18788824594644413,0.27430955286781594,0.9868131868131866,0.9146825396825395,2.09375,11.0,0.6666666666666666,0.18788824594644413,0.27430955286781594
99,0.9675824175824174,0.8839285714285713,2.96875,23.0,1.0,0.2829951103496567,0.2808336696634661,0.9687728937728937,0.9186507936507936,2.21875,24.0,1.0,0.2829951103496567,0.2808336696634661
100,0.9898351648351646,0.927579365079365,1.90625,7.0,1.0,0.3055244456568419,0.32421395907303147,0.999084249084249,0.984126984126984,0.46875,2.0,1.0,0.3055244456568419,0.32421395907303147
101,0.9847527472527472,0.9087301587301587,2.40625,10.0,0.8181818181818182,0.37604077751267817,0.36616244066672937,0.9940018315018313,0.9474206349206349,1.375,7.0,0.8181818181818182,0.37604077751267817,0.36616244066672937
102,0.9876373626373625,0.9196428571428571,2.0625,9.0,1.0,0.24518525303020322,0.26957702397388805,0.9992216117216116,0.986111111111111,0.4375,2.0,1.0,0.24518525303020322,0.26957702397388805
103,0.985576923076923,0.9156746031746031,2.125,10.0,1.0,0.2798549774044118,0.29607652666398826,0.9984890109890108,0.976190476190476,0.71875,2.0,1.0,0.2798549774044118,0.29607652666398826
104,0.9932234432234431,0.9424603174603173,1.5,7.0,1.0,0.20655359243816712,0.2797357762563704,0.9980311355311355,0.9732142857142856,0.8125,4.0,1.0,0.20655359243816712,0.2797357762563704
105,0.9902472527472528,0.9305555555555556,1.8125,7.0,1.0,0.19676567469543937,0.28722832413107735,0.9970238095238094,0.9672619047619048,0.96875,4.0,1.0,0.19676567469543937,0.28722832413107735
106,0.9880494505494504,0.9186507936507936,2.09375,8.0,1.0,0.30148150712711874,0.29639486272973226,0.999175824175824,0.9851190476190476,0.46875,2.0,1.0,0.30148150712711874,0.29639486272973226
107,0.9859890109890108,0.9146825396825395,2.1875,10.0,0.8181818181818182,0.3159469248933675,0.3312939065959318,0.9936813186813186,0.9454365079365078,1.34375,9.0,0.8181818181818182,0.3159469248933675,0.3312939065959318
108,0.9878205128205128,0.9176587301587302,2.1875,8.0,1.0,0.252270868785722,0.26099108749295613,0.9987637362637363,0.9821428571428571,0.53125,3.0,1.0,0.252270868785722,0.26099108749295613
109,0.9854853479853479,0.9126984126984127,2.15625,10.0,0.8181818181818182,0.26771111028771644,0.3007451750840012,0.997161172161172,0.9652777777777777,1.0,4.0,0.8181818181818182,0.26771111028771644,0.3007451750840012
110,0.8314560439560439,0.8055555555555556,4.6875,54.0,0.6666666666666666,0.4650424930374328,0.3106354712309985,0.8141483516483516,0.7867063492063491,4.9375,54.0,0.6666666666666666,0.4650424930374328,0.3106354712309985
111,0.985668498168498,0.9146825396825395,2.1875,10.0,1.0,0.3185838953920258,0.3487396965648687,0.9980769230769231,0.9732142857142856,0.8125,3.0,1.0,0.3185838953920258,0.3487396965648687
112,0.9853937728937727,0.9057539682539683,2.34375,9.0,0.8181818181818182,0.35391423531306315,0.2982975438446285,0.9972985347985347,0.9662698412698413,0.90625,5.0,0.8181818181818182,0.35391423531306315,0.2982975438446285
113,0.9945970695970694,0.9513888888888888,1.375,6.0,0.6666666666666666,0.36546933396628095,0.3827346669831405,0.9922619047619047,0.9345238095238094,1.65625,8.0,0.6666666666666666,0.36546933396628095,0.3827346669831405
114,0.9844780219780219,0.9067460317460316,2.375,9.0,0.8181818181818182,0.28064768969176507,0.28378412700432687,0.9982600732600732,0.9751984126984127,0.78125,3.0,0.8181818181818182,0.28064768969176507,0.28378412700432687
115,0.9857142857142855,0.9136904761904762,2.25,9.0,1.0,0.3378415243223045,0.32993894743183966,0.9992216117216116,0.984126984126984,0.5,2.0,1.0,0.3378415243223045,0.32993894743183966
116,0.9861721611721611,0.9176587301587302,2.15625,12.0,1.0,0.21107062775312038,0.2823172337300809,0.9888736263736262,0.9563492063492064,1.1875,18.0,1.0,0.21107062775312038,0.2823172337300809
117,0.9916666666666665,0.9355158730158729,1.78125,7.0,1.0,0.23163075483875248,0.30124414635814656,0.9969322344322342,0.9662698412698413,0.96875,5.0,1.0,0.23163075483875248,0.30124414635814656
118,0.9864468864468864,0.9136904761904762,2.21875,9.0,1.0,0.31334994790805737,0.2952519114852654,0.9991300366300366,0.984126984126984,0.5,2.0,1.0,0.31334994790805737,0.2952519114852654
119,0.9895604395604396,0.9255952380952381,1.9375,7.0,1.0,0.3227872749232268,0.3308995308691973,0.9992216117216116,0.986111111111111,0.40625,2.0,1.0,0.3227872749232268,0.3308995308691973
120,0.9969780219780219,0.9712301587301586,0.8125,6.0,1.0,0.22090284381985906,0.3104514219099295,0.9943223443223441,0.9464285714285714,1.34375,6.0,1.0,0.22090284381985906,0.3104514219099295
121,0.9803113553113553,0.8908730158730158,2.6875,10.0,0.8181818181818182,0.2654851153193859,0.2775414470591176,0.9941849816849815,0.9434523809523809,1.53125,6.0,0.8181818181818182,0.2654851153193859,0.2775414470591176
122,0.9826007326007324,0.9037698412698412,2.46875,10.0,1.0,0.2741470298358123,0.26824509061269863,0.9978937728937727,0.9722222222222222,0.8125,4.0,1.0,0.2741470298358123,0.26824509061269863
123,0.9883699633699633,0.9176587301587302,2.09375,8.0,0.8181818181818182,0.354806968957006,0.3243141170405749,0.9978021978021977,0.9702380952380952,0.84375,3.0,0.8181818181818182,0.354806968957006,0.3243141170405749
124,0.9948260073260071,0.9513888888888888,1.3125,6.0,1.0,0.31049557605647493,0.35015308193218514,0.9972069597069595,0.9662698412698413,0.90625,4.0,1.0,0.31049557605647493,0.35015308193218514
125,0.9904761904761904,0.931547619047619,1.8125,7.0,0.8181818181818182,0.27669210726597915,0.3323989298811584,0.9950091575091573,0.9523809523809523,1.28125,6.0,0.8181818181818182,0.27669210726597915,0.3323989298811584
126,0.9956501831501829,0.9583333333333333,1.15625,6.0,0.8181818181818182,0.33923501794414995,0.3696175089720749,0.9937271062271062,0.9454365079365078,1.46875,6.0,0.8181818181818182,0.33923501794414995,0.3696175089720749
127,0.9903388278388278,0.9255952380952381,1.96875,7.0,0.8181818181818182,0.321115585049236,0.3026671173053854,0.995970695970696,0.9583333333333333,1.1875,4.0,0.8181818181818182,0.321115585049236,0.3026671173053854
128,0.9805860805860805,0.8978174603174603,2.5,10.0,0.8181818181818182,0.2785503642606802,0.2925677197947994,0.9956501831501829,0.9543650793650793,1.375,5.0,0.8181818181818182,0.2785503642606802,0.2925677197947994
129,0.9935897435897434,0.9404761904761904,1.59375,6.0,1.0,0.23940618269892794,0.31611297333752075,0.9960164835164834,0.9553571428571428,1.21875,4.0,1.0,0.23940618269892794,0.31611297333752075
130,0.986492673992674,0.9146825396825395,2.15625,9.0,1.0,0.2762840019572379,0.27838932305267466,0.9993589743589743,0.9871031746031746,0.40625,2.0,1.0,0.2762840019572379,0.27838932305267466
131,0.9970238095238094,0.9722222222222222,0.78125,6.0,1.0,0.3800993642987025,0.3900496821493512,0.9941391941391939,0.9454365079365078,1.375,6.0,1.0,0.3800993642987025,0.3900496821493512
