component,count,mean,std,min,5%,25%,50%,75%,95%,max,missing,missing_pct,zero_count,hundred_count,skewness,excess_kurtosis
media_score,109.0,56.711124101054516,7.19962716823206,33.71727042380358,43.60010044257963,53.91530815579373,57.59759508820191,61.53545078828197,66.16233053023406,73.45062238709131,1,0.9090909090909091,0,0,-0.58262978506749,0.627312519296539
awards_score,109.0,8.056191861299574,11.823485816834669,0.0,0.0,0.0,4.527069657011409,11.38351243484765,32.21765883026161,72.16976134290604,1,0.9090909090909091,37,0,2.7550671170785703,9.691360757549957
expertise_score,110.0,39.187314301065676,11.991501832614215,12.452864937743772,20.620979930169078,29.90478201366343,40.08952504518483,47.231770572545095,56.635177805183886,72.54222745245131,0,0.0,0,0,0.19538180747077127,-0.17285179070911294
face_score,79.0,49.58542480302776,6.494781852372604,33.321688468800744,38.07656300224895,45.06206664060461,50.379272619028235,53.48303605756971,58.2634743444579,66.74338236547645,31,28.18181818181818,0,0,-0.2115623172625126,0.47288039482918975
communication_score,83.0,94.57831325301204,20.67761867801413,0.0,50.0,100.0,100.0,100.0,100.0,100.0,27,24.545454545454547,3,77,-3.945642129350004,14.970888852149677
