feature,std,conflict,information,weight
media_score,0.07244272187637187,3.075656958544294,0.2228089616349521,0.17382542258842776
expertise_score,0.11628156260501353,3.0258313782620214,0.35184840084358965,0.27449612670384294
face_score,0.0672539280249462,3.2423535452123584,0.2180610119611411,0.17012128810289046
communication_score,0.16194961738586655,3.019945080039904,0.48907895023879255,0.38155716260483896
