,media_score,awards_score,expertise_score,face_score,communication_score
media_score,1.0,-0.12725727299079018,0.3027493247630556,-0.040201288067202114,
awards_score,-0.12725727299079018,1.0,-0.10898261671458327,0.18879106367309972,
expertise_score,0.3027493247630556,-0.10898261671458327,1.0,0.02534474467729627,
face_score,-0.040201288067202114,0.18879106367309972,0.02534474467729627,1.0,
communication_score,,,,,
