,media_score,awards_score,expertise_score,face_score,communication_score
media_score,1.0,0.16545011752569236,0.050503663003663005,-0.2907051282051282,0.06723868370673505
awards_score,0.16545011752569236,1.0,0.21393214188880455,-0.2050646083018552,0.01782779843614898
expertise_score,0.050503663003663005,0.21393214188880455,1.0,-0.0049908424908424905,-0.08104662768222529
face_score,-0.2907051282051282,-0.2050646083018552,-0.0049908424908424905,1.0,-0.04005941058501909
communication_score,0.06723868370673505,0.01782779843614898,-0.08104662768222529,-0.04005941058501909,1.0
