iteration,sample_size,unique_companies,status,reason
1352,28,19,ok,
1353,28,17,ok,
1354,28,18,ok,
1355,28,18,ok,
1356,28,17,ok,
1357,28,19,ok,
1358,28,15,ok,
1359,28,18,ok,
1360,28,19,ok,
1361,28,16,ok,
1362,28,16,ok,
1363,28,19,ok,
1364,28,21,ok,
1365,28,17,ok,
1366,28,19,ok,
1367,28,17,ok,
1368,28,17,ok,
1369,28,21,ok,
1370,28,18,ok,
1371,28,18,ok,
1372,28,18,ok,
1373,28,17,ok,
1374,28,18,ok,
1375,28,18,ok,
1376,28,19,ok,
1377,28,18,ok,
1378,28,16,ok,
1379,28,22,ok,
1380,28,19,ok,
1381,28,19,ok,
1382,28,18,ok,
1383,28,16,ok,
1384,28,18,ok,
1385,28,18,ok,
1386,28,21,ok,
1387,28,15,ok,
1388,28,16,ok,
1389,28,20,ok,
1390,28,18,ok,
1391,28,18,ok,
1392,28,14,ok,
1393,28,17,ok,
1394,28,16,ok,
1395,28,19,ok,
1396,28,18,ok,
1397,28,17,ok,
1398,28,16,ok,
1399,28,18,ok,
1400,28,17,ok,
1401,28,16,ok,
1402,28,20,ok,
1403,28,18,ok,
1404,28,20,ok,
1405,28,18,ok,
1406,28,17,ok,
1407,28,19,ok,
1408,28,17,ok,
1409,28,18,ok,
1410,28,17,ok,
1411,28,17,ok,
1412,28,18,ok,
1413,28,16,ok,
1414,28,16,ok,
1415,28,19,ok,
1416,28,20,ok,
1417,28,17,ok,
1418,28,16,ok,
1419,28,20,ok,
1420,28,20,ok,
1421,28,17,ok,
1422,28,19,ok,
1423,28,18,ok,
1424,28,16,ok,
1425,28,16,ok,
1426,28,15,ok,
1427,28,18,ok,
1428,28,17,ok,
1429,28,17,ok,
1430,28,19,ok,
1431,28,17,ok,
1432,28,19,ok,
1433,28,18,ok,
1434,28,22,ok,
1435,28,19,ok,
1436,28,16,ok,
1437,28,17,ok,
1438,28,16,ok,
1439,28,17,ok,
1440,28,15,ok,
1441,28,17,ok,
1442,28,18,ok,
1443,28,18,ok,
1444,28,20,ok,
1445,28,18,ok,
1446,28,17,ok,
1447,28,17,ok,
1448,28,18,ok,
1449,28,17,ok,
1450,28,18,ok,
1451,28,15,ok,
1452,28,17,ok,
1453,28,17,ok,
1454,28,21,ok,
1455,28,16,ok,
1456,28,20,ok,
1457,28,21,ok,
1458,28,19,ok,
1459,28,18,ok,
1460,28,18,ok,
1461,28,21,ok,
1462,28,17,ok,
1463,28,18,ok,
1464,28,16,ok,
1465,28,19,ok,
1466,28,18,ok,
1467,28,17,ok,
1468,28,14,ok,
1469,28,18,ok,
1470,28,19,ok,
1471,28,19,ok,
1472,28,17,ok,
1473,28,16,ok,
1474,28,18,ok,
1475,28,18,ok,
1476,28,15,ok,
1477,28,16,ok,
1478,28,17,ok,
1479,28,17,ok,
1480,28,16,ok,
1481,28,19,ok,
1482,28,20,ok,
1483,28,18,ok,
1484,28,17,ok,
1485,28,15,ok,
1486,28,19,ok,
1487,28,19,ok,
1488,28,20,ok,
1489,28,21,ok,
1490,28,16,ok,
1491,28,16,ok,
1492,28,19,ok,
1493,28,15,ok,
1494,28,16,ok,
1495,28,19,ok,
1496,28,17,ok,
1497,28,17,ok,
1498,28,18,ok,
1499,28,17,ok,
1500,28,16,ok,
1501,28,16,ok,
1502,28,17,ok,
1503,28,19,ok,
1504,28,17,ok,
1505,28,18,ok,
1506,28,21,ok,
1507,28,20,ok,
1508,28,18,ok,
1509,28,17,ok,
1510,28,18,ok,
1511,28,19,ok,
1512,28,19,ok,
1513,28,16,ok,
1514,28,18,ok,
1515,28,20,ok,
1516,28,21,ok,
1517,28,17,ok,
1518,28,17,ok,
1519,28,19,ok,
1520,28,21,ok,
1521,28,19,ok,
1522,28,18,ok,
1523,28,19,ok,
1524,28,20,ok,
1525,28,20,ok,
1526,28,17,ok,
1527,28,18,ok,
1528,28,17,ok,
1529,28,20,ok,
1530,28,20,ok,
1531,28,20,ok,
1532,28,17,ok,
1533,28,18,ok,
1534,28,15,ok,
1535,28,18,ok,
1536,28,19,ok,
1537,28,16,ok,
1538,28,19,ok,
1539,28,18,ok,
1540,28,19,ok,
1541,28,16,ok,
1542,28,15,ok,
1543,28,15,ok,
1544,28,17,ok,
1545,28,16,ok,
1546,28,17,ok,
1547,28,19,ok,
1548,28,18,ok,
1549,28,17,ok,
1550,28,22,ok,
1551,28,19,ok,
1552,28,19,ok,
1553,28,17,ok,
1554,28,21,ok,
1555,28,17,ok,
1556,28,20,ok,
1557,28,20,ok,
1558,28,20,ok,
1559,28,16,ok,
1560,28,20,ok,
1561,28,18,ok,
1562,28,21,ok,
1563,28,17,ok,
1564,28,16,ok,
1565,28,18,ok,
1566,28,17,ok,
1567,28,18,ok,
1568,28,18,ok,
1569,28,17,ok,
1570,28,20,ok,
1571,28,18,ok,
1572,28,18,ok,
1573,28,18,ok,
1574,28,19,ok,
1575,28,20,ok,
1576,28,20,ok,
1577,28,18,ok,
1578,28,21,ok,
1579,28,17,ok,
1580,28,18,ok,
1581,28,18,ok,
1582,28,18,ok,
1583,28,17,ok,
1584,28,20,ok,
1585,28,15,ok,
1586,28,16,ok,
1587,28,18,ok,
1588,28,20,ok,
1589,28,17,ok,
1590,28,19,ok,
1591,28,17,ok,
1592,28,19,ok,
1593,28,19,ok,
1594,28,19,ok,
1595,28,17,ok,
1596,28,18,ok,
1597,28,19,ok,
1598,28,16,ok,
1599,28,19,ok,
1600,28,19,ok,
1601,28,19,ok,
1602,28,18,ok,
1603,28,16,ok,
1604,28,20,ok,
1605,28,16,ok,
1606,28,14,ok,
1607,28,17,ok,
1608,28,13,ok,
1609,28,17,ok,
1610,28,17,ok,
1611,28,18,ok,
1612,28,19,ok,
1613,28,16,ok,
1614,28,18,ok,
1615,28,20,ok,
1616,28,22,ok,
1617,28,19,ok,
1618,28,18,ok,
1619,28,18,ok,
1620,28,17,ok,
1621,28,17,ok,
1622,28,20,ok,
1623,28,15,ok,
1624,28,21,ok,
1625,28,20,ok,
1626,28,19,ok,
1627,28,18,ok,
1628,28,18,ok,
1629,28,16,ok,
1630,28,16,ok,
1631,28,17,ok,
1632,28,18,ok,
1633,28,17,ok,
1634,28,17,ok,
1635,28,18,ok,
1636,28,17,ok,
1637,28,17,ok,
1638,28,17,ok,
1639,28,22,ok,
1640,28,21,ok,
1641,28,19,ok,
1642,28,20,ok,
1643,28,18,ok,
1644,28,19,ok,
1645,28,19,ok,
1646,28,17,ok,
1647,28,19,ok,
1648,28,20,ok,
1649,28,16,ok,
1650,28,16,ok,
1651,28,15,ok,
1652,28,22,ok,
1653,28,20,ok,
1654,28,19,ok,
1655,28,18,ok,
1656,28,19,ok,
1657,28,19,ok,
1658,28,16,ok,
1659,28,19,ok,
1660,28,17,ok,
1661,28,18,ok,
1662,28,16,ok,
1663,28,16,ok,
1664,28,15,ok,
1665,28,19,ok,
1666,28,21,ok,
1667,28,20,ok,
1668,28,15,ok,
1669,28,20,ok,
1670,28,20,ok,
1671,28,16,ok,
1672,28,18,ok,
1673,28,17,ok,
1674,28,16,ok,
1675,28,17,ok,
1676,28,16,ok,
1677,28,20,ok,
1678,28,15,ok,
1679,28,17,ok,
1680,28,21,ok,
1681,28,18,ok,
1682,28,20,ok,
1683,28,18,ok,
1684,28,15,ok,
1685,28,18,ok,
1686,28,18,ok,
1687,28,19,ok,
1688,28,17,ok,
1689,28,18,ok,
1690,28,17,ok,
1691,28,19,ok,
1692,28,20,ok,
1693,28,17,ok,
1694,28,19,ok,
1695,28,18,ok,
1696,28,17,ok,
1697,28,18,ok,
1698,28,15,ok,
1699,28,18,ok,
1700,28,17,ok,
1701,28,18,ok,
1702,28,18,ok,
1703,28,15,ok,
1704,28,18,ok,
1705,28,17,ok,
1706,28,15,ok,
1707,28,19,ok,
1708,28,18,ok,
1709,28,18,ok,
1710,28,17,ok,
1711,28,18,ok,
1712,28,19,ok,
1713,28,18,ok,
1714,28,15,ok,
1715,28,19,ok,
1716,28,18,ok,
1717,28,19,ok,
1718,28,16,ok,
1719,28,18,ok,
1720,28,18,ok,
1721,28,16,ok,
1722,28,21,ok,
1723,28,20,ok,
1724,28,19,ok,
1725,28,14,ok,
1726,28,16,ok,
1727,28,20,ok,
1728,28,19,ok,
1729,28,17,ok,
1730,28,19,ok,
1731,28,19,ok,
1732,28,19,ok,
1733,28,16,ok,
1734,28,18,ok,
1735,28,16,ok,
1736,28,16,ok,
1737,28,19,ok,
1738,28,20,ok,
1739,28,19,ok,
1740,28,17,ok,
1741,28,19,ok,
1742,28,19,ok,
1743,28,19,ok,
1744,28,20,ok,
1745,28,19,ok,
1746,28,17,ok,
1747,28,15,ok,
1748,28,15,ok,
1749,28,21,ok,
1750,28,19,ok,
1751,28,18,ok,
1752,28,17,ok,
1753,28,18,ok,
1754,28,17,ok,
1755,28,19,ok,
1756,28,20,ok,
1757,28,21,ok,
1758,28,20,ok,
1759,28,17,ok,
1760,28,20,ok,
1761,28,18,ok,
1762,28,17,ok,
1763,28,21,ok,
1764,28,18,ok,
1765,28,20,ok,
1766,28,19,ok,
1767,28,15,ok,
1768,28,17,ok,
1769,28,16,ok,
1770,28,18,ok,
1771,28,16,ok,
1772,28,18,ok,
1773,28,19,ok,
1774,28,21,ok,
1775,28,18,ok,
1776,28,22,ok,
1777,28,18,ok,
1778,28,17,ok,
1779,28,18,ok,
1780,28,18,ok,
1781,28,19,ok,
1782,28,19,ok,
1783,28,19,ok,
1784,28,15,ok,
1785,28,15,ok,
1786,28,18,ok,
1787,28,18,ok,
1788,28,18,ok,
1789,28,18,ok,
1790,28,18,ok,
1791,28,18,ok,
1792,28,19,ok,
1793,28,23,ok,
1794,28,15,ok,
1795,28,19,ok,
1796,28,18,ok,
1797,28,21,ok,
1798,28,18,ok,
1799,28,16,ok,
1800,28,20,ok,
1801,28,19,ok,
1802,28,21,ok,
1803,28,21,ok,
1804,28,19,ok,
1805,28,18,ok,
1806,28,21,ok,
1807,28,16,ok,
1808,28,17,ok,
1809,28,15,ok,
1810,28,18,ok,
1811,28,17,ok,
1812,28,16,ok,
1813,28,20,ok,
1814,28,18,ok,
1815,28,15,ok,
1816,28,18,ok,
1817,28,19,ok,
1818,28,15,ok,
1819,28,17,ok,
1820,28,17,ok,
1821,28,20,ok,
1822,28,16,ok,
1823,28,17,ok,
1824,28,17,ok,
1825,28,22,ok,
1826,28,16,ok,
1827,28,16,ok,
1828,28,18,ok,
1829,28,19,ok,
1830,28,16,ok,
1831,28,16,ok,
1832,28,18,ok,
1833,28,18,ok,
1834,28,15,ok,
1835,28,15,ok,
1836,28,21,ok,
1837,28,18,ok,
1838,28,14,ok,
1839,28,18,ok,
1840,28,17,ok,
1841,28,21,ok,
1842,28,17,ok,
1843,28,18,ok,
1844,28,16,ok,
1845,28,16,ok,
1846,28,18,ok,
1847,28,19,ok,
1848,28,17,ok,
1849,28,17,ok,
1850,28,14,ok,
1851,28,18,ok,
1852,28,18,ok,
1853,28,17,ok,
1854,28,19,ok,
1855,28,18,ok,
1856,28,20,ok,
1857,28,14,ok,
1858,28,16,ok,
1859,28,20,ok,
1860,28,21,ok,
1861,28,18,ok,
1862,28,18,ok,
1863,28,15,ok,
1864,28,16,ok,
1865,28,16,ok,
1866,28,16,ok,
1867,28,20,ok,
1868,28,16,ok,
1869,28,17,ok,
1870,28,19,ok,
1871,28,17,ok,
1872,28,19,ok,
1873,28,17,ok,
1874,28,20,ok,
1875,28,17,ok,
1876,28,14,ok,
1877,28,17,ok,
1878,28,17,ok,
1879,28,16,ok,
1880,28,18,ok,
1881,28,18,ok,
1882,28,17,ok,
1883,28,17,ok,
1884,28,15,ok,
1885,28,18,ok,
1886,28,15,ok,
1887,28,21,ok,
1888,28,19,ok,
1889,28,16,ok,
1890,28,19,ok,
1891,28,15,ok,
1892,28,17,ok,
1893,28,16,ok,
1894,28,16,ok,
1895,28,19,ok,
1896,28,19,ok,
1897,28,18,ok,
1898,28,18,ok,
1899,28,16,ok,
1900,28,19,ok,
1901,28,18,ok,
1902,28,19,ok,
1903,28,16,ok,
1904,28,19,ok,
1905,28,19,ok,
1906,28,18,ok,
1907,28,19,ok,
1908,28,19,ok,
1909,28,17,ok,
1910,28,20,ok,
1911,28,18,ok,
1912,28,18,ok,
1913,28,16,ok,
1914,28,16,ok,
1915,28,22,ok,
1916,28,17,ok,
1917,28,19,ok,
1918,28,20,ok,
1919,28,17,ok,
1920,28,17,ok,
1921,28,20,ok,
1922,28,15,ok,
1923,28,18,ok,
1924,28,18,ok,
1925,28,19,ok,
1926,28,19,ok,
1927,28,18,ok,
1928,28,18,ok,
1929,28,18,ok,
1930,28,16,ok,
1931,28,17,ok,
1932,28,18,ok,
1933,28,18,ok,
1934,28,16,ok,
1935,28,15,ok,
1936,28,16,ok,
1937,28,17,ok,
1938,28,19,ok,
1939,28,15,ok,
1940,28,15,ok,
1941,28,16,ok,
1942,28,19,ok,
1943,28,19,ok,
1944,28,16,ok,
1945,28,17,ok,
1946,28,20,ok,
1947,28,19,ok,
1948,28,17,ok,
1949,28,17,ok,
1950,28,20,ok,
1951,28,18,ok,
1952,28,19,ok,
1953,28,17,ok,
1954,28,17,ok,
1955,28,20,ok,
1956,28,15,ok,
1957,28,15,ok,
1958,28,15,ok,
1959,28,17,ok,
1960,28,18,ok,
1961,28,20,ok,
1962,28,15,ok,
1963,28,17,ok,
1964,28,18,ok,
1965,28,14,ok,
1966,28,18,ok,
1967,28,21,ok,
1968,28,19,ok,
1969,28,17,ok,
1970,28,19,ok,
1971,28,19,ok,
1972,28,21,ok,
1973,28,17,ok,
1974,28,20,ok,
1975,28,19,ok,
1976,28,18,ok,
1977,28,17,ok,
1978,28,17,ok,
1979,28,16,ok,
1980,28,20,ok,
1981,28,18,ok,
1982,28,18,ok,
1983,28,16,ok,
1984,28,17,ok,
1985,28,18,ok,
1986,28,19,ok,
1987,28,19,ok,
1988,28,17,ok,
1989,28,17,ok,
1990,28,17,ok,
1991,28,19,ok,
1992,28,19,ok,
1993,28,18,ok,
1994,28,15,ok,
1995,28,15,ok,
1996,28,17,ok,
1997,28,18,ok,
1998,28,16,ok,
1999,28,18,ok,
