feature,std,conflict,information,weight
media_score,0.07570166031473258,2.33729384629179,0.17693702480769585,0.14124891211151333
awards_score,0.1953886960734793,2.586245797607009,0.505323194119949,0.40339974921435073
expertise_score,0.14083569707993782,2.5851148356862588,0.36407644991556315,0.2906424052958215
face_score,0.08048685774129201,2.563455548368882,0.2063244820476919,0.16470893337831444
