,media_score,awards_score,expertise_score,face_score,communication_score
media_score,1.0,0.23868044485451284,0.15918909157303393,0.17486524120110927,0.1427990954685267
awards_score,0.23868044485451284,1.0,-0.12642019812716385,0.22605595868878103,-0.1985128111870115
expertise_score,0.15918909157303393,-0.12642019812716385,1.0,0.11185181901547173,-0.06805043915510826
face_score,0.17486524120110927,0.22605595868878103,0.11185181901547173,1.0,0.4948099933794017
communication_score,0.1427990954685267,-0.1985128111870115,-0.06805043915510826,0.4948099933794017,1.0
