,media_score,awards_score,expertise_score,face_score,communication_score
media_score,1.0,0.13019759620739726,0.24908720229821146,-0.21674780915287245,0.05901042547709834
awards_score,0.13019759620739726,1.0,0.15065087092382945,-0.08616015816958494,-0.10085593044486446
expertise_score,0.24908720229821146,0.15065087092382945,1.0,-0.014873417721518987,-0.1305991429140536
face_score,-0.21674780915287245,-0.08616015816958494,-0.014873417721518987,1.0,-0.04005941058501909
communication_score,0.05901042547709834,-0.10085593044486446,-0.1305991429140536,-0.04005941058501909,1.0
