feature,std,conflict,information,weight
media_score,0.07257258056099089,1.7374519633041463,0.12609137257774194,0.2554661914749431
expertise_score,0.13454847036789902,1.6719059305596482,0.22495238555581945,0.45576257936058495
face_score,0.07073945835904236,2.0148565433899055,0.14252986055057423,0.28877122916447195
communication_score,0.0,0.0,0.0,0.0
