scenario,spearman,kendall_tau_b,mean_abs_rank_shift,max_abs_rank_shift,top_k_jaccard,l1_from_equal,max_weight,family,varied_component,target_weight
792,0.9584017515051997,0.8518518518518519,1.7142857142857142,6.0,0.8181818181818182,0.19854102919086378,0.28012232581819274,dirichlet_10,,
793,0.9863163656267103,0.9153439153439152,0.9285714285714286,3.0,0.6666666666666666,0.14520496896912496,0.23555275457828628,dirichlet_10,,
794,0.9731800766283524,0.8888888888888887,1.2857142857142858,7.0,0.6666666666666666,0.3202149902083542,0.3002743442896008,dirichlet_10,,
795,0.990695128626163,0.9523809523809524,0.6428571428571429,4.0,1.0,0.20254371141675437,0.2473972095218699,dirichlet_10,,
796,0.9824849480021893,0.9153439153439152,1.0,5.0,1.0,0.22862562935086922,0.2824542974519185,dirichlet_10,,
797,0.9797482211275315,0.8941798941798942,1.2142857142857142,4.0,0.6666666666666666,0.17020977435338258,0.26602553852467015,dirichlet_10,,
798,0.9704433497536945,0.8783068783068783,1.5,4.0,0.8181818181818182,0.19714987246197932,0.2577739721299649,dirichlet_10,,
799,0.9737274220032841,0.8888888888888887,1.2142857142857142,5.0,0.8181818181818182,0.28222977565924584,0.27381431056400896,dirichlet_10,,
800,0.8960043787629994,0.7671957671957672,2.5,14.0,0.8181818181818182,0.28425927060752154,0.30400343729098805,dirichlet_10,,
801,0.9748221127531472,0.8941798941798942,1.2142857142857142,6.0,0.8181818181818182,0.17728205635383135,0.2629756219409839,dirichlet_10,,
802,0.9874110563765736,0.9259259259259259,0.7857142857142857,3.0,1.0,0.2680479520852018,0.3034251220866641,dirichlet_10,,
803,0.9074986316365626,0.7777777777777777,2.4285714285714284,11.0,0.5384615384615384,0.3651175502428796,0.33379262615118754,dirichlet_10,,
804,0.9923371647509577,0.947089947089947,0.6428571428571429,2.0,1.0,0.21826158626444672,0.30913079313222336,dirichlet_10,,
805,0.9376026272577997,0.798941798941799,2.0714285714285716,7.0,0.8181818181818182,0.33606114557168953,0.29940937658913835,dirichlet_10,,
806,0.9151614668856047,0.7724867724867724,2.2857142857142856,11.0,0.8181818181818182,0.2553053387021529,0.32452208091553597,dirichlet_10,,
807,0.9863163656267103,0.9259259259259259,0.9285714285714286,4.0,0.8181818181818182,0.1779055232680468,0.2321361655443715,dirichlet_10,,
808,0.9863163656267103,0.9206349206349207,0.9285714285714286,3.0,0.6666666666666666,0.18628068911298673,0.2655256106378178,dirichlet_10,,
809,0.9857690202517788,0.947089947089947,0.7142857142857143,6.0,0.8181818181818182,0.24077411731769663,0.2906189841208806,dirichlet_10,,
810,0.975369458128079,0.8941798941798942,1.0714285714285714,7.0,0.6666666666666666,0.24987643246218147,0.3249382162310907,dirichlet_10,,
811,0.9890530925013684,0.9259259259259259,0.7857142857142857,3.0,0.6666666666666666,0.16938670874111195,0.2699159859437877,dirichlet_10,,
812,0.9835796387520527,0.9153439153439152,1.0,4.0,0.8181818181818182,0.18660391918778593,0.2856907310658262,dirichlet_10,,
813,0.9939792008757526,0.9523809523809524,0.6428571428571429,2.0,0.8181818181818182,0.13930782392537994,0.2687779787397781,dirichlet_10,,
814,0.9890530925013684,0.9365079365079365,0.7142857142857143,3.0,0.8181818181818182,0.16465989886739088,0.24474277785196197,dirichlet_10,,
815,0.9644225506294472,0.857142857142857,1.5714285714285714,6.0,0.8181818181818182,0.2354610483414592,0.2835203439260829,dirichlet_10,,
816,0.9726327312534209,0.8941798941798942,1.2142857142857142,5.0,0.8181818181818182,0.2176602199549526,0.290052390369567,dirichlet_10,,
817,0.9824849480021893,0.9153439153439152,1.0,5.0,0.8181818181818182,0.18600653376962986,0.2762583280070506,dirichlet_10,,
818,0.9885057471264367,0.9365079365079365,0.7142857142857143,4.0,0.8181818181818182,0.2616756278641375,0.26537592074163974,dirichlet_10,,
819,0.950191570881226,0.8253968253968254,1.7857142857142858,8.0,0.8181818181818182,0.27274200637140145,0.2912102547940406,dirichlet_10,,
820,0.996168582375479,0.9735449735449735,0.35714285714285715,2.0,1.0,0.07092448637967369,0.22085117409339128,dirichlet_10,,
821,0.9556650246305418,0.9047619047619047,1.2857142857142858,10.0,0.8181818181818182,0.2764380450138358,0.2525374264636307,dirichlet_10,,
822,0.9879584017515052,0.9259259259259259,0.8571428571428571,3.0,0.8181818181818182,0.1841510787212679,0.2706684515890517,dirichlet_10,,
823,0.990695128626163,0.9417989417989417,0.6428571428571429,3.0,1.0,0.20981615909628298,0.2816133853492553,dirichlet_10,,
824,0.983032293377121,0.91005291005291,1.0714285714285714,3.0,1.0,0.19877386638660094,0.26713218474382805,dirichlet_10,,
825,0.9737274220032841,0.8941798941798942,1.2857142857142858,5.0,0.8181818181818182,0.11337100586748611,0.2566855029337429,dirichlet_10,,
826,0.980295566502463,0.91005291005291,1.0,5.0,0.8181818181818182,0.11757763831774987,0.25878881915887486,dirichlet_10,,
827,0.994526546250684,0.9682539682539683,0.42857142857142855,3.0,0.8181818181818182,0.07821233677702427,0.23507236130640158,dirichlet_10,,
828,0.9698960043787629,0.8941798941798942,1.2857142857142858,7.0,0.8181818181818182,0.23386888291345553,0.30009008959777783,dirichlet_10,,
829,0.9912424740010948,0.9417989417989417,0.6428571428571429,2.0,1.0,0.11261111205275695,0.22963738334209033,dirichlet_10,,
830,0.9775588396278051,0.8994708994708994,1.1428571428571428,5.0,0.8181818181818182,0.23149165344888895,0.28183159372439026,dirichlet_10,,
831,0.9917898193760263,0.947089947089947,0.6428571428571429,3.0,0.8181818181818182,0.19703407361529032,0.2538140467414259,dirichlet_10,,
832,0.9403393541324575,0.8253968253968254,1.7857142857142858,10.0,0.6666666666666666,0.3375007605389049,0.351798100068885,dirichlet_10,,
833,0.9649698960043787,0.8783068783068783,1.4285714285714286,7.0,0.8181818181818182,0.4026628648440457,0.35914983036996057,dirichlet_10,,
834,0.9540229885057472,0.857142857142857,1.7142857142857142,8.0,0.8181818181818182,0.17087763721266458,0.2771200700896855,dirichlet_10,,
835,0.9775588396278051,0.8941798941798942,1.2142857142857142,5.0,0.8181818181818182,0.18447935639479313,0.26799578162301696,dirichlet_10,,
836,0.9742747673782157,0.8941798941798942,1.2142857142857142,7.0,0.6666666666666666,0.2930968275958259,0.30272070641297016,dirichlet_10,,
837,0.9879584017515052,0.9259259259259259,0.8571428571428571,3.0,0.8181818181818182,0.2004413004169807,0.2580976933204477,dirichlet_10,,
838,0.996168582375479,0.9735449735449735,0.35714285714285715,2.0,1.0,0.21268593811980824,0.30634296905990416,dirichlet_10,,
