component,count,mean,std,min,5%,25%,50%,75%,95%,max,missing,missing_pct,zero_count,hundred_count,skewness,excess_kurtosis
media_score,78.0,61.40176216552533,8.311283772288398,39.3696247752281,50.13048441856376,56.227666244881064,60.78822596173942,65.9870057389243,73.67885614187702,85.61558919473364,32,29.09090909090909,0,0,0.45899775026768574,0.8065221187095544
awards_score,91.0,11.407244215248438,21.263011303942328,0.0,0.0,0.0,0.0,20.404732602710908,63.57649007511711,75.63041955164012,19,17.272727272727273,66,0,1.7633053228164597,1.9583407235033765
expertise_score,105.0,40.228176134302046,16.373589487051117,7.570679132920538,11.798212089317701,26.910490003873587,42.770059050928175,51.82273665797342,62.73631965327191,80.70801686543366,5,4.545454545454546,0,0,-0.31696858451398996,-0.7125984064314443
face_score,43.0,51.31510749845334,8.208609010596325,29.959978924186753,35.9301493327231,45.36922428229937,52.66044766766097,57.424841712493574,61.62896361878661,64.52269105633006,67,60.909090909090914,0,0,-0.6732545927208067,-0.11824984179077269
communication_score,83.0,94.57831325301204,20.67761867801413,0.0,50.0,100.0,100.0,100.0,100.0,100.0,27,24.545454545454547,3,77,-3.945642129350004,14.970888852149677
