scenario,spearman,kendall_tau_b,mean_abs_rank_shift,max_abs_rank_shift,top_k_jaccard,l1_from_equal,max_weight,family,varied_component,target_weight
15,0.9891941391941391,0.9196428571428571,2.15625,7.0,1.0,0.19870260362427508,0.2529986291044369,dirichlet_10,,
16,0.9847069597069595,0.8988095238095237,2.53125,10.0,0.6666666666666666,0.32916317996364636,0.3363079246625885,dirichlet_10,,
17,0.9770146520146518,0.8730158730158729,3.15625,11.0,0.6666666666666666,0.35135926829982134,0.29674565581522,dirichlet_10,,
18,0.9917582417582417,0.9573412698412698,1.21875,14.0,0.8181818181818182,0.08757709143808573,0.22137647998694146,dirichlet_10,,
19,0.8936355311355312,0.7261904761904762,6.34375,26.0,0.42857142857142855,0.3838829274123944,0.3919414637061972,dirichlet_10,,
20,0.9946886446886447,0.9563492063492064,1.1875,9.0,1.0,0.1107410855040368,0.24393719469601619,dirichlet_10,,
21,0.9926739926739926,0.9355158730158729,1.65625,6.0,0.8181818181818182,0.22732089188369436,0.30152425318842785,dirichlet_10,,
22,0.9964285714285713,0.9563492063492064,1.15625,4.0,1.0,0.09249703643516735,0.22213495986111076,dirichlet_10,,
23,0.984157509157509,0.9017857142857142,2.5625,8.0,0.8181818181818182,0.3270942991327861,0.3117722002878251,dirichlet_10,,
24,0.9941849816849815,0.9603174603174602,1.0625,11.0,1.0,0.0985751399478639,0.22533455936132377,dirichlet_10,,
25,0.9881410256410256,0.9176587301587302,2.21875,7.0,1.0,0.15419784524692304,0.24810651550309348,dirichlet_10,,
26,0.9967948717948718,0.9623015873015872,1.03125,4.0,1.0,0.11561012639596357,0.23451424520044725,dirichlet_10,,
27,0.990934065934066,0.927579365079365,1.9375,6.0,0.8181818181818182,0.21587385862079145,0.26753626029301386,dirichlet_10,,
28,0.9903846153846152,0.9246031746031745,2.03125,6.0,1.0,0.1596026224980384,0.24851360421480978,dirichlet_10,,
29,0.9425366300366299,0.816468253968254,4.4375,20.0,0.5384615384615384,0.26863125249107456,0.32214325089987,dirichlet_10,,
30,0.981639194139194,0.8898809523809524,2.75,10.0,0.8181818181818182,0.19665812543345979,0.27638337619522746,dirichlet_10,,
31,0.9738553113553112,0.8829365079365079,3.0,17.0,0.6666666666666666,0.26582512758329585,0.2823241827322639,dirichlet_10,,
32,0.991208791208791,0.9355158730158729,1.625,11.0,0.6666666666666666,0.21253034242431496,0.30471449908812337,dirichlet_10,,
33,0.994459706959707,0.9503968253968254,1.4375,6.0,0.8181818181818182,0.11589844179924741,0.2455886158951741,dirichlet_10,,
34,0.9863095238095235,0.9186507936507936,2.21875,10.0,0.8181818181818182,0.23172576275459944,0.24869046950857965,dirichlet_10,,
35,0.9750915750915751,0.8859126984126984,2.90625,18.0,0.6666666666666666,0.18409280889955695,0.2920464044497785,dirichlet_10,,
36,0.9864468864468864,0.9156746031746031,2.09375,15.0,1.0,0.16253611453421465,0.2573353963609472,dirichlet_10,,
37,0.9688186813186811,0.8660714285714285,3.34375,14.0,0.8181818181818182,0.22769336577920202,0.2658292517509,dirichlet_10,,
38,0.9939102564102563,0.9444444444444444,1.53125,6.0,1.0,0.2176931803377829,0.2551290304923201,dirichlet_10,,
39,0.9899267399267396,0.9246031746031745,1.96875,8.0,0.6666666666666666,0.18443315435978316,0.25111758934851824,dirichlet_10,,
40,0.976098901098901,0.8779761904761905,2.9375,12.0,0.8181818181818182,0.18203505058621708,0.2910175252931085,dirichlet_10,,
41,0.9832417582417582,0.8988095238095237,2.46875,10.0,0.8181818181818182,0.20514230619954077,0.26497666263243286,dirichlet_10,,
42,0.9495879120879118,0.8224206349206349,4.46875,22.0,0.8181818181818182,0.332035762658084,0.2841660781940998,dirichlet_10,,
43,0.9795787545787544,0.8849206349206349,3.0,10.0,0.8181818181818182,0.19725423142066922,0.2751315325178466,dirichlet_10,,
44,0.9816849816849815,0.8968253968253967,2.59375,10.0,0.8181818181818182,0.16972233409139562,0.27785320883582876,dirichlet_10,,
45,0.9936813186813186,0.9434523809523809,1.46875,7.0,0.8181818181818182,0.11316844558884634,0.23618452725045816,dirichlet_10,,
46,0.9895146520146519,0.9226190476190474,1.96875,7.0,0.6666666666666666,0.17719682840697748,0.24974545876963541,dirichlet_10,,
47,0.9312728937728937,0.7966269841269841,4.875,24.0,0.5384615384615384,0.35822478283037346,0.3202491391513494,dirichlet_10,,
48,0.9874084249084248,0.929563492063492,1.875,13.0,0.6666666666666666,0.11342326275431974,0.25416321138585024,dirichlet_10,,
49,0.9967948717948718,0.9623015873015872,1.03125,4.0,1.0,0.05217356354760633,0.22606392448546608,dirichlet_10,,
50,0.9926739926739926,0.9374999999999999,1.65625,6.0,0.8181818181818182,0.10763594620206557,0.2271538302998254,dirichlet_10,,
51,0.9755952380952378,0.8878968253968254,2.8125,21.0,1.0,0.2625911195814058,0.28547214199887344,dirichlet_10,,
52,0.9872252747252748,0.9325396825396824,1.71875,15.0,1.0,0.17050914932922698,0.24399538021509035,dirichlet_10,,
53,0.9740384615384614,0.8680555555555555,3.34375,10.0,0.8181818181818182,0.23984405745960427,0.25838581553965223,dirichlet_10,,
54,0.9688644688644688,0.8561507936507935,3.5,11.0,0.8181818181818182,0.36250451135693795,0.27395155971789603,dirichlet_10,,
55,0.9880494505494504,0.9186507936507936,2.125,8.0,0.8181818181818182,0.11921250411925993,0.25960625205963,dirichlet_10,,
56,0.968543956043956,0.8551587301587301,3.46875,13.0,0.5384615384615384,0.2534957665990938,0.2681079144588838,dirichlet_10,,
57,0.9862179487179485,0.9027777777777778,2.40625,7.0,0.6666666666666666,0.24572465380229405,0.2623023984955277,dirichlet_10,,
58,0.9710164835164833,0.9007936507936508,2.5,22.0,0.6666666666666666,0.19420557704816765,0.2558577378109158,dirichlet_10,,
59,0.9766025641025641,0.8799603174603174,2.96875,11.0,0.8181818181818182,0.20195033434548998,0.25271021438139135,dirichlet_10,,
60,0.9672619047619048,0.8640873015873016,3.40625,22.0,0.8181818181818182,0.33971517055702166,0.36007007663533197,dirichlet_10,,
61,0.9966575091575092,0.9623015873015872,1.0625,4.0,1.0,0.10875066137694847,0.21507786937545204,dirichlet_10,,
62,0.9819597069597068,0.9097222222222221,2.21875,17.0,0.6666666666666666,0.1769674882506577,0.26346550874922664,dirichlet_10,,
63,0.9964285714285713,0.9543650793650793,1.1875,4.0,1.0,0.08543397898442273,0.22906764756866876,dirichlet_10,,
64,0.9539377289377288,0.8244047619047619,4.34375,15.0,0.8181818181818182,0.24985211108988659,0.3241618604748214,dirichlet_10,,
65,0.9740384615384614,0.8968253968253967,2.46875,19.0,1.0,0.26900173876729583,0.25497006055654936,dirichlet_10,,
66,0.9331043956043955,0.7926587301587301,4.9375,25.0,0.42857142857142855,0.3130017361900651,0.33267203822860597,dirichlet_10,,
67,0.9409340659340657,0.8402777777777777,3.90625,35.0,0.6666666666666666,0.26815542933286535,0.31851537436878813,dirichlet_10,,
