feature,std,conflict,information,weight
media_score,0.07811811586847131,2.66634203874661,0.2082896163277837,0.10876369895355091
awards_score,0.20121399267719103,3.193267604947102,0.6425301244781375,0.3355133792044243
expertise_score,0.14853071805157686,3.0883905525606274,0.4587208663955362,0.23953271937397602
communication_score,0.182520824972938,3.3175664962317435,0.6055249737947972,0.31619020246804874
