ticker,equal4,critic4
ABIO,52.58552666229437,55.114050167917604
AFLT,54.99643392278095,57.31941920447976
AGRO,55.94487330270197,57.47218951619152
ALRS,54.15545135404675,56.52341721203441
APTK,69.5035753952479,75.33410259167455
AQUA,52.51249792082176,54.93943340372759
ASTR,56.022212900142335,59.90723253878749
CBOM,35.893926355201046,33.91042893350507
CIAN,55.50017703545554,58.39476902190687
DATA,54.70581297827507,57.14999938813009
DELI,55.287355558473486,58.422887777769986
ENPG,56.22457116321391,59.55759425308212
ETLN,53.244533668262285,56.47589847386886
EUTR,52.365058397607164,54.857554980261284
FEES,52.44635279035701,55.947670951763264
FESH,52.21284068565618,54.78038990361254
FIVE,59.954720048766994,63.55428575129758
FIXP,54.688336367057445,56.41317249568618
GAZP,54.45155041388021,56.496930334967956
GEMC,52.291427557246614,54.98967668182042
GLTR,42.51171868643983,39.439354978969796
GMKN,58.22338148651176,63.09732668776027
HEAD,55.69837612074501,58.884929331518954
HNFG,53.506947631846536,55.791762650640145
HYDR,47.369362965576684,51.308975032843506
IRAO,54.058047268800216,57.23267724605925
IVAT,54.02665658036925,55.96702051939402
KAZT,53.48395697520839,56.72330900485407
LSNGP,51.85086406955912,54.81846519935411
MGTSP,53.86913833618191,57.91801578525975
MOEX,56.34655671792388,60.15358780017359
MRKC,48.164946905462244,52.19893631505641
MRKP,48.97125259020915,52.78944528334974
MRKU,46.668697290459264,51.94358039983494
MRKV,50.603724213584734,54.71987502059123
MRKZ,49.724666562284746,53.7879327880463
MSRS,49.71352727944672,53.29364099876097
MTSS,61.30402773337966,64.04364220440537
MVID,51.83008852959641,55.46525869480763
NKNC,55.35700796313049,58.54493317236319
NLMK,55.67102570299951,59.00675387017883
OZPH,53.717200537628784,55.946344162560635
PHOR,52.633114798925575,56.05432749471155
PIKK,53.848649206920825,56.56190876942864
POSI,24.999912210580547,17.665556750287763
PRMD,55.193513690266904,57.044918525488
RENI,65.2450187685233,70.13565730327606
RNFT,50.78422420932331,53.793873072929046
ROSN,53.96942408576162,56.209310119935594
RUAL,49.0226721768302,53.61511046396554
SBER,47.20571331078912,43.16664207205672
SELG,47.654702249491784,51.45574400473832
SGZH,60.61371375872391,64.86788879699053
SMLT,55.047181771040286,57.04084372682079
SOFL,54.21284277864212,56.641666505240764
SPBE,53.42314441534912,56.013631670055574
SVCB,53.20667172079697,55.74518526914818
TATN,52.40829903664196,54.98677808378779
TRNFP,53.43520677190373,56.196274472652874
TTLK,51.725596744401145,54.44970098828652
UGLD,50.574334852398295,53.563402042103604
VSEH,51.514353818158995,54.609487792209435
VTBR,54.71431894797153,57.597999994426544
YDEX,54.426341957156275,56.66097474977141
