,full_weight,loo_mean,loo_std,loo_min,loo_max
media_score,0.17260095130039774,0.2070870137028486,0.057759904000534164,0.08968403266603255,0.36472956665637923
awards_score,0.4913095387301923,0.44233783763759243,0.08942221354210428,0.047484426503539325,0.5573828256093653
expertise_score,0.13249883080183328,0.14657088302556576,0.04856613308373945,0.07382786827523705,0.2683714252652678
face_score,0.2035906791675767,0.20400426563399315,0.06967774554589076,0.08045222236867532,0.49517459227284033
communication_score,0.0,0.0,0.0,0.0,0.0
