ticker,media_score,awards_score,expertise_score,face_score,communication_score,index_equal,index_critic,company_finance,age,industry_raw,ticker_raw,employees_2024,employees_2025,fixed_assets_2024,fixed_assets_2025,assets_2024,assets_2025,debt_2024,debt_2025,roa_2024,roa_2025,Цена акций на начало 2024,Цена акций на конец 2024,Дивиденды 2024,stock_return_2024,Цена акций на начало 2025,Цена акций на конец 2025,Дивиденды 2025,stock_return_2025,state_2024,state_2025,leverage_2024,leverage_2025,fixed_assets_ratio_2024,fixed_assets_ratio_2025,log_assets_2024,log_employees_2024,industry_group,media_score_10,awards_score_10,expertise_score_10,face_score_10,communication_score_10,index_equal_10,index_critic_10,roa_2025_w,stock_return_2025_w
FESH,57.59759508820191,0.0,53.7822746518333,51.2537676544228,100.0,52.5267274788916,55.69544548723342,"ПАО ""ДВМП""",30,Перевозка сухих сыпучих грузов морскими судами заграничного плавания,FESH,313.0,344.0,7523931000.0,8175688000.0,65798660000.0,65503582000.0,42953510000.0,46872673000.0,-0.0055,-0.0643,81.27,62.4,0.0,-0.23,59.14,52.97,0.0,-0.1,1,1,0.6528022,0.715574196,0.11434778,0.124812838,24.909865310328676,5.746203190540153,Прочие,5.759759508820191,0.0,5.37822746518333,5.12537676544228,10.0,5.25267274788916,5.569544548723342,-0.0643,-0.1
GAZP,64.26890370593162,2.0697295336086636,51.4596788409585,51.467568415980566,100.0,53.85317609929587,56.57587871638667,"ПАО ""ГАЗПРОМ""",33,Торговля оптовая природным (естественным) газом,GAZP,29509.0,,14557200000000.0,14718900000000.0,26162800000000.0,25736300000000.0,9832470000000.0,9304110000000.0,-0.041,0.0004,161.44,133.12,0.0,-0.18,128.66,125.36,0.0,-0.03,1,1,0.375818143,0.361516421,0.55640786,0.571911641,30.895359670429,10.292450580544786,Прочие,6.426890370593162,0.20697295336086635,5.1459678840958505,5.146756841598057,10.0,5.385317609929587,5.6575878716386665,0.0004,-0.03
HNFG,54.78942861595442,0.0,37.49232493704498,59.2383619114317,100.0,50.30402309288622,53.12273483635608,"ПАО ""ЭЙЧ ЭФ ДЖИ""",32,Торговля розничная одеждой в специализированных магазинах,HNFG,2267.0,2527.0,4022733000.0,6061991000.0,22600000000.0,26500000000.0,2060000000.0,2710000000.0,0.142,0.086,568.9,611.6,39.62,0.14,603.0,517.2,32.0,-0.09,0,0,0.091150442,0.102264151,0.17799704,0.228754377,23.84121574322465,7.726212650507529,Прочие,5.478942861595442,0.0,3.749232493704498,5.92383619114317,10.0,5.030402309288622,5.312273483635608,0.086,-0.09
HYDR,54.48805954511331,0.0,27.085203421778857,34.98939231719343,100.0,43.31253105681712,47.50048605512558,"ПАО ""РУСГИДРО""",21,"Производство электроэнергии гидроэлектростанциями, в том числе деятельность по обеспечению работоспособности электростанций",HYDR,,,714172000000.0,974624000000.0,1317970000000.0,1552960000000.0,562166000000.0,729720000000.0,-0.0108,0.0466,0.7328,0.5206,0.0,-0.29,0.514,0.4143,0.0,-0.19,1,1,0.426538346,0.469890391,0.54187121,0.627592208,27.90711378998957,,Прочие,5.4488059545113305,0.0,2.7085203421778856,3.498939231719343,10.0,4.3312531056817125,4.750048605512558,0.0466,-0.19
IRAO,61.53545078828197,10.616228546408344,50.03287293524312,44.080509740510536,100.0,53.25301240208879,56.79377683662559,"ПАО ""ИНТЕР РАО""",23,Торговля электроэнергией,IRAO,,,2055453000.0,2586627000.0,806734000000.0,754533000000.0,336535000000.0,284644000000.0,0.0487,0.0452,4.0095,3.729,0.3538,0.02,3.7455,3.095,0.3214,-0.09,1,1,0.417157638,0.377245385,0.00254787,0.003428116,27.416259835019897,,Прочие,6.153545078828197,1.0616228546408344,5.003287293524312,4.408050974051053,10.0,5.325301240208879,5.679377683662559,0.0452,-0.09
KAZT,56.34515821469196,8.756548026805886,49.41739030672249,48.83412165933572,100.0,52.67064364151122,56.25491380966541,"ПАО ""КУЙБЫШЕВАЗОТ""",33,Производство азотных минеральных или химических удобрений,KAZT,,,40571672000.0,41649623000.0,115408000000.0,117643000000.0,22938886000.0,18117169000.0,0.0477,0.0709,639.6,459.0,9.5,-0.27,479.0,417.4,4.0,-0.12,0,0,0.198764212,0.154001212,0.35155135,0.354033922,25.471739512707728,,Прочие,5.634515821469196,0.8756548026805886,4.941739030672249,4.8834121659335725,10.0,5.267064364151122,5.625491380966541,0.0709,-0.12
LSNGP,61.53855688512,3.502619210722354,42.588216774779795,42.36228018239411,100.0,49.99833461060325,53.428078679050195,"ПАО ""Ленэнерго""",139,Передача электроэнергии и технологическое присоединение к распределительным электросетям,LSNGP,8135.0,,232546000000.0,265610000000.0,299200000000.0,345700000000.0,28200000000.0,28800000000.0,0.071,0.101,189.15,214.15,0.428,0.13,211.7,302.15,0.538,0.43,1,1,0.094251337,0.083309228,0.77722677,0.768326138,26.424378083046733,9.003931019653137,Прочие,6.153855688512,0.3502619210722354,4.25882167747798,4.2362280182394105,10.0,4.999833461060325,5.3428078679050195,0.101,0.43
MGTSP,45.78103905974574,14.712976385287082,47.23631700683596,54.982537899694826,100.0,52.54257407031273,56.64843434062941,ПАО МГТС,143,Деятельность в области связи на базе проводных технологий,MGTSP,4357.0,3853.0,45756000000.0,52969000000.0,191700000000.0,227500000000.0,0.0,1350000000.0,0.128,0.126,1328.0,838.0,0.0,-0.37,838.0,800.0,0.0,-0.05,0,0,0.0,0.005934066,0.23868545,0.232830769,25.97919748699801,8.379539026117442,Прочие,4.578103905974574,1.4712976385287082,4.723631700683596,5.498253789969483,10.0,5.2542574070312735,5.6648434340629406,0.126,-0.05
MRKC,41.123862438027494,0.0,42.42305366743543,51.53592518382148,100.0,47.01656825785688,51.27194346368166,"ПАО ""РОССЕТИ ЦЕНТР""",21,Передача электроэнергии,MRKC,26387.0,,123932000000.0,132354000000.0,158218000000.0,170863000000.0,93238966000.0,98547011000.0,0.0508,0.0617,0.5698,0.477,0.0676,-0.04,0.4718,0.88,0.0385,0.95,1,1,0.589305159,0.576760946,0.78329645,0.774622335,25.787239665832793,10.18062674361135,Передача электроэнергии,4.112386243802749,0.0,4.242305366743543,5.1535925183821485,10.0,4.7016568257856886,5.1271943463681655,0.0617,0.95
MRKP,41.09415563666688,0.0,40.92979085213758,54.7908547241697,100.0,47.36296024259484,51.42418843174673,"ПАО ""РОССЕТИ ЦЕНТР И ПРИВОЛЖЬЕ""",19,Передача электроэнергии,MRKP,20010.0,,138050000000.0,156708000000.0,195040000000.0,218541000000.0,87284814000.0,93648259000.0,0.0724,0.11,0.3157,0.3457,0.0502,0.25,0.3428,0.554,0.0725,0.83,1,1,0.447522613,0.42851567,0.70780225,0.717063345,25.996470502679372,9.903987427577778,Передача электроэнергии,4.109415563666689,0.0,4.0929790852137575,5.47908547241697,10.0,4.736296024259484,5.1424188431746725,0.11,0.83
